Ntime,Time,Closing Price,Open Price,High price,Low Price,Volume,MACD,CCI,ATR,BOLL_MID,EMA20,MA10,MTM6,MA5,MTM12,ROC,SMI,WVAD,US Dollar Index,HIBOR
20121105,735178,22006.4,22044.21,22141.13,21990.68,116550.26,336.399767,160.8166967,150.45,21305.25154,21475.52321,21733.818,460.83,21802,589.76,2.266353327,0.01403455358,675621.889,80.71,0.05
20121106,735179,21944.43,21959.99,22008.86,21832.28,131759.82,333.0315591,97.26571719,176.58,21359.74,21520.181,21758.506,433.38,21905.17,425.72,1.821985768,0.008232157317,593642.3693,80.6,0.05
20121107,735180,22099.85,22020.4,22099.85,21811.19,155528.61,338.995595,105.3998062,288.66,21411.18462,21575.38757,21792.113,671.27,21996.776,548.09,1.854126388,0.01310506632,678715.0857,80.76,0.05
20121108,735181,21566.91,21785.83,21871.85,21555.75,166842.42,297.2913428,-27.36159676,544.1,21439.12808,21574.58018,21767.781,-74.91,21945.784,-130.64,-0.6020956283,0.0009894787895,568986.482,80.8,0.05
20121109,735182,21384.38,21433.6,21525.49,21330.34,145586.33,246.6683379,-117.2416164,236.57,21458.20885,21556.46588,21751.662,-437.49,21800.394,-379.4,-1.743263349,-0.00588860144,525875.7745,81.03,0.05
20121112,735185,21430.3,21367.57,21462.45,21339.19,92215.72,207.8585382,-105.9896282,123.26,21478.29923,21544.45008,21743.587,-681.03,21685.174,-379.93,-1.741980713,8.03E-05,693255.8208,81.06,0.05
20121113,735186,21188.65,21372.87,21399.61,21181.92,134993.72,155.8063186,-130.4751495,248.38,21485.07885,21510.56436,21719.594,-817.75,21534.018,-356.92,-1.65658184,-0.02093955129,569320.6635,81.1,0.05
20121114,735187,21441.99,21250.97,21446.36,21221.31,130216.59,133.4585532,-83.12466852,257.71,21508.82615,21504.03347,21699.611,-502.44,21402.446,-69.06,-0.3210443005,-0.01740822395,584500.8624,81.13,0.05
20121115,735188,21108.93,21188.94,21288.48,21098.41,140809.94,87.85983612,-118.5959759,343.58,21515.42808,21466.40457,21628.317,-990.92,21310.85,-319.65,-1.491699403,-0.04533422458,288511.7473,81.03,0.05
20121116,735189,21159.01,21203.82,21205.31,21105.21,114632.51,55.12807958,-105.7790317,100.1,21524.63615,21437.12889,21533.085,-407.9,21265.776,-482.81,-2.230912188,-0.03850652537,130503.9259,81.2,0.05
20121119,735192,21262.06,21209.95,21303.1,21136.32,110067.31,37.07581358,-78.84195987,166.78,21534.75192,21420.45567,21458.651,-122.32,21232.128,-559.81,-2.56536218,-0.03109536224,151506.4196,80.85,0.05
20121120,735193,21228.28,21478,21478,21213.12,116993.75,19.81508308,-54.52139215,264.88,21538.28462,21402.15322,21387.036,-202.02,21240.054,-883.05,-3.993653932,-0.03943782424,95964.16436,80.89,0.05
20121121,735194,21524.36,21367.55,21530.44,21229.14,135858.81,29.6848232,-23.96770423,302.16,21552.75038,21413.79196,21329.487,335.71,21256.528,-482.04,-2.190453686,-0.001972929826,176653.6721,80.92,0.05
20121122,735195,21743.2,21595.59,21774.4,21517.91,144947.85,54.53655892,45.14231859,256.49,21573.37077,21445.16416,21347.116,301.21,21383.382,-201.23,-0.9169980719,0.01650263071,213914.6092,80.69,0.05
20121123,735196,21913.98,21729.72,21924.06,21723.35,133722.99,87.00926857,101.1139192,200.71,21592.49923,21489.81328,21400.076,805.05,21534.376,-185.87,-0.8410464324,0.02207175511,370056.5216,80.2,0.05
20121126,735199,21861.81,21986.36,21986.36,21827.27,107431.08,107.2975822,114.0373445,159.09,21605.69538,21525.24154,21443.227,702.8,21654.326,294.9,1.367372517,0.03079159502,144906.8767,80.18,0.05
20121127,735200,21844.03,21969.71,22002.86,21820.15,120501.92,120.5518726,120.953318,182.71,21616.93654,21555.60235,21508.765,581.97,21777.476,459.65,2.149466106,0.01840502874,-66523.9852,80.36,0.05
20121128,735201,21708.98,21764.91,21764.91,21629.58,127289.67,118.7892582,63.70383583,214.45,21617.37615,21570.20974,21535.464,480.7,21814.4,278.68,1.300401768,0.02764063535,-141400.1302,80.3,0.05
20121129,735202,21922.89,21821.05,21996.4,21786.03,127203.84,133.1186144,99.01001827,287.42,21623.49577,21603.79834,21616.86,398.53,21850.338,734.24,3.465251444,0.03484394621,76390.52313,80.18,0.05
20121130,735203,22030.39,21949.4,22091.61,21918.55,182916.24,151.4037953,105.3765727,173.06,21631.96346,21644.42612,21703.998,287.19,21873.62,588.4,2.744148281,0.03487591459,133414.0132,80.23,0.05
20121203,735206,21767.85,22070.44,22162.47,21716.77,122293.14,143.0610305,65.64311989,445.7,21640.51269,21656.18077,21754.577,-146.13,21854.828,658.92,3.121522503,0.02478747327,123158.3495,79.9,0.03
20121204,735207,21799.97,21786.07,21853.15,21687.88,123679.92,137.4566304,36.16932136,165.27,21651.625,21669.87498,21811.746,-61.84,21846.016,640.96,3.029253259,0.01264267795,29282.37724,79.66,0.03
20121205,735208,22270.91,21819.01,22274.04,21804.93,246552.2,169.0671245,113.0433531,474.07,21684.02231,21727.11641,21886.401,426.88,21958.402,1008.85,4.744836577,0.02369503536,139887.8938,79.84,0.03
20121206,735209,22249.81,22355.89,22355.89,22215.08,147498.08,190.2232994,146.5368581,140.81,21707.40654,21776.89676,21937.062,540.83,22023.786,1021.53,4.812118551,0.01509361204,-35409.18339,80.23,0.03
20121207,735210,22191.17,22294.73,22371.4,22188.07,183083.32,199.9530285,133.663374,183.33,21721.61038,21816.35135,21964.781,268.28,22055.942,666.81,3.097931832,0.01484193938,-109539.2742,80.41,0.03
20121210,735213,22276.72,22377.56,22377.56,22235.76,138862.8,212.1218701,130.9185118,186.39,21727.97154,21860.19598,22006.272,246.33,22157.716,533.52,2.453732661,0.01942341601,-196680.0026,80.32,0.03
20121211,735214,22323.94,22295.99,22393.2,22244.02,158541.63,223.0053571,115.7116476,149.18,21740.18462,21904.36208,22054.263,556.09,22262.51,409.96,1.870769253,0.02754710862,-209783.3057,80.05,0.03
20121212,735215,22503.35,22412.9,22508.01,22412.9,185650.14,243.3028428,137.4324977,184.07,21761.68154,21961.40855,22133.7,703.38,22308.998,641.54,2.93452372,0.02579438173,82320.06673,79.86,0.03
20121213,735216,22445.58,22500.99,22563.14,22380.78,147596.4,251.8243164,111.1790085,182.36,21774.97885,22007.52012,22185.969,174.67,22348.152,601.55,2.753841667,0.01849762849,74192.20751,79.92,0.03
20121214,735217,22605.98,22396.72,22636.43,22396.72,177122.04,268.4263334,114.5440248,239.71,21814.94308,22064.5163,22243.528,356.17,22431.114,897,4.131930657,0.03707558796,181883.8879,79.57,0.03
20121217,735220,22513.61,22590.76,22625.41,22453.59,145126.35,271.006075,95.81398127,171.82,21858.375,22107.28712,22318.104,322.44,22478.492,590.72,2.694535255,0.03169815947,230958.1096,79.57,0.03
20121218,735221,22494.73,22525.46,22588.48,22449.74,321731.6,268.432755,83.93542594,138.74,21899.31462,22144.18645,22387.58,218.01,22512.65,464.34,2.107724829,0.00994988604,49170.24069,79.33,0.03
20121219,735222,22623.37,22654.65,22683.72,22562.02,157716.78,273.6194387,107.9104605,188.99,21954.49615,22189.82297,22422.826,299.43,22536.654,855.52,3.930199813,0.01651212883,67906.97986,79.35,0.03
20121220,735223,22659.78,22602.99,22661.74,22483.95,162096.77,277.4694109,88.41557903,177.79,22001.33423,22234.58079,22463.823,156.43,22579.494,859.81,3.944087996,0.02068025374,170999.7325,79.24,0.03
20121221,735224,22506.29,22565.09,22565.09,22423.16,180572.04,265.0795098,45.80483734,236.62,22055.07885,22260.45785,22495.335,60.71,22559.556,235.38,1.056894397,0.01020025957,61800.51087,79.58,0.03
20121224,735227,22541.18,22494.71,22577.56,22494.71,56026.48,255.1347211,54.92085969,82.85,22108.23923,22287.1933,22521.781,-64.8,22565.07,291.37,1.309539272,0.009637472395,203523.1738,79.66,0.03
20121227,735230,22619.78,22705.46,22718.83,22608.6,105337.26,250.7057873,112.3250855,177.65,22160.45923,22318.86822,22551.365,-3.59,22590.08,428.61,1.325214098,0.005147264916,50939.21868,79.65,0.03
20121228,735231,22666.59,22706.33,22706.33,22628.46,104381.62,248.1129099,115.4188842,86.55,22215.77885,22351.98458,22567.689,6.81,22598.724,389.87,0.7254031066,0.009750474156,-85748.15211,79.68,0.03
20121231,735234,22656.92,22584.44,22698.33,22566.89,68541.3,242.4825597,90.81838243,131.44,22259.33885,22381.02605,22588.823,150.63,22598.152,332.98,0.9415662237,0.002248319719,-170715.5832,79.76,0.03
20130102,735236,23311.98,22860.25,23317.39,22860.25,212925.28,287.5634813,327.9754941,660.47,22319.67654,22469.68833,22659.423,805.69,22759.29,808.63,3.860002727,0.03424719822,123796.5819,79.82,0.01
20130103,735237,23398.6,23390.54,23400.74,23234.43,221120.7,326.5160724,267.5958747,166.31,22376.77731,22558.15611,22747.922,892.31,22930.774,953.02,4.245913895,0.03862923423,217402.0877,80.43,0.01
20130104,735238,23331.09,23370.36,23370.36,23172.28,150575.28,347.9280903,162.6332066,226.32,22433.28808,22631.76886,22831.558,789.91,23073.036,725.11,3.20760259,0.03033377352,240157.0957,80.5,0.01
20130107,735241,23329.75,23345.2,23402.45,23254.23,140151.5,360.6320007,127.5765096,148.22,22490.43115,22698.24325,22902.196,788.57,23205.668,816.14,3.625096109,0.02871741017,163968.8233,80.22,0.01
20130108,735242,23111.19,23264.03,23264.03,23088.4,146167.91,349.0404548,71.31217456,241.35,22544.36231,22737.57152,22947.337,570.01,23296.522,616.46,2.7404641,0.02617346835,-48834.73148,80.34,0.01
20130109,735243,23218.47,23154.71,23235.39,23141.67,151855.48,344.5390389,67.75056368,124.2,22594.19231,22783.37137,23018.555,598.69,23277.82,595.1,2.630465753,0.02917031139,137502.2367,80.54,0.01
20130110,735244,23354.31,23240.07,23477.89,23165.64,191180.84,347.9221571,81.60163552,312.25,22645.11231,22837.74648,23099.868,687.72,23268.962,694.53,3.065034171,0.03145158217,197045.7158,79.75,0.01
20130111,735245,23264.07,23478.81,23486.6,23212.9,152686.74,339.409191,69.41277382,273.7,22702.65923,22878.34872,23164.297,607.15,23255.558,757.78,3.366969856,0.02568252245,-160256.5648,79.55,0.01
20130114,735248,23413.26,23326.82,23441.94,23292.07,155938.36,340.7727737,73.75276994,177.87,22764.70885,22929.29265,23238.964,82.17,23272.26,872.08,3.868830292,0.03230391667,40801.96457,79.49,0.01
20130115,735249,23381.51,23388.47,23515.86,23306.17,145014.77,335.4248938,73.39781662,209.69,22807.42423,22972.36097,23311.423,51.76,23326.324,761.73,3.727976974,0.002973717266,139409.3101,79.73,0.01
20130116,735250,23356.99,23390.19,23390.19,23203.24,137017.03,325.4564421,49.36201126,186.95,22850.00808,23008.99231,23315.924,245.8,23354.028,690.4,3.619198285,-0.001778311523,213828.0183,79.79,0.01
20130117,735251,23339.76,23471.67,23504.73,23222.96,131629.9,312.5630233,57.31782777,281.77,22894.18462,23040.49399,23310.04,121.29,23351.118,682.84,3.182966413,0.0003714691154,122501.8007,79.67,0.01
20130118,735252,23601.78,23509.49,23606.5,23450.77,193448.52,319.8012505,142.7137774,266.74,22945.14846,23093.9498,23337.109,247.47,23418.66,289.8,4.12585219,0.01152582559,60590.81742,80.05,0.01
20130121,735255,23590.91,23565.96,23639.63,23535.47,110420.8,320.9606451,195.7690636,104.16,22993.87808,23141.27934,23363.225,326.84,23454.19,192.31,4.122316714,0.02033495105,131887.5968,80.04,0.01
20130122,735256,23658.99,23596.38,23685.55,23498.96,136110.14,323.6422146,165.5588771,186.59,23038.32577,23190.58512,23418.005,245.73,23509.686,327.9,1.405420835,0.01861956068,22936.65977,79.85,0.01
20130123,735257,23635.1,23700.45,23710.87,23540.42,153696.33,320.1491741,133.4124827,170.45,23084.07654,23232.91987,23459.668,253.59,23565.308,305.35,1.308843858,0.01188021206,29174.07779,79.91,0.01
20130124,735258,23598.9,23585.1,23688.79,23547.79,142855.63,310.8762885,99.59192722,141,23122.26577,23267.77512,23484.127,241.91,23617.136,487.71,2.11027645,0.01418837319,114417.1318,79.97,0.01
20130125,735259,23580.43,23653.54,23666.39,23481.37,162095.9,298.5950671,68.58887307,185.02,23163.29731,23297.55178,23515.763,240.67,23612.866,361.96,1.558931316,0.007089353332,90902.7389,79.75,0.01
20130128,735262,23671.88,23621.95,23736.02,23621.95,144356.69,292.8653915,100.1091676,155.59,23208.57231,23333.20208,23541.625,70.1,23629.06,317.57,1.359791833,0.01226645285,102312.3972,79.79,0.01
20130129,735263,23655.17,23659.11,23707.11,23602.85,315397.6,283.7058406,80.19102281,104.26,23248.25692,23363.86569,23568.991,64.26,23628.296,391.1,1.681133181,0.01260527825,165202.4395,79.53,0.01
20130130,735264,23822.06,23767.33,23916.16,23765.57,196187.6,286.6096017,153.1610174,260.99,23292.96,23407.50325,23615.498,163.07,23665.688,408.8,1.746019136,0.02024594011,205079.4306,79.26,0.01
20130131,735265,23729.53,23799.17,23799.17,23667.94,182930.04,278.2371114,94.21440239,154.12,23340.00769,23438.17246,23654.475,94.43,23691.814,348.02,1.48844108,0.005383587454,189880.6533,79.24,0.01
20130201,735266,23721.84,23763.34,23763.34,23571.3,162906.35,267.8932274,61.82501845,192.04,23385.41769,23465.18842,23666.481,122.94,23720.096,364.85,1.562059152,0.005519386355,207946.339,79.21,0.02
20130204,735269,23685.01,23866.8,23944.74,23637.18,273906.24,253.7981248,98.15462975,307.56,23426.38808,23486.12381,23675.891,104.58,23722.722,345.25,1.479235433,0.001098585139,8252.372495,79.57,0.02
20130205,735270,23148.53,23406.99,23406.99,23104.27,248803.56,197.0665416,-244.3140213,580.74,23444.92423,23453.97202,23624.845,-523.35,23621.394,-453.25,-1.920406003,-0.02058675445,-414579.6137,79.52,0.02
20130206,735271,23256.93,23292.43,23355.37,23204.05,165452.5,159.0202408,-193.4317283,206.84,23468.00154,23435.20611,23587.028,-398.24,23508.368,-333.98,-1.415714782,-0.01449092966,-464111.4589,79.76,0.02
20130207,735272,23177,23259.82,23298.13,23134.78,202063.24,121.0235068,-168.4505843,163.35,23462.81,23410.61505,23544.838,-645.06,23397.862,-481.99,-2.037238276,-0.01710867868,-536707.4031,80.22,0.02
20130208,735273,23215.16,23101.09,23267.2,23101.09,182556.14,92.91890307,-126.7173462,166.11,23455.75462,23392.00028,23508.311,-514.37,23296.526,-419.94,-1.776764219,-0.0192937781,-396734.6505,80.23,0.02
20130214,735279,23413.25,23460.31,23469.26,23300.6,152891.93,85.64277307,-46.5926987,254.1,23458.91462,23394.02407,23482.448,-316.28,23242.174,-185.65,-0.9386463353,-0.01022693982,-312194.0452,80.37,0.02
20130215,735280,23444.56,23315.41,23446.77,23284.05,105554.52,81.46377921,-40.58882964,162.72,23463.33038,23398.83701,23461.387,-284.97,23301.38,-135.87,-0.8061738685,-0.01584665642,-331726.9669,80.46,0.02
20130218,735283,23381.94,23477.49,23477.49,23309.55,103322.78,72.26594894,-35.69776672,167.94,23473.74385,23397.22777,23417.375,-339.9,23326.382,-289.94,-0.9193648857,-0.01464799345,-460458.3468,80.65,0.02
20130219,735284,23143.91,23368.22,23454.19,23139.08,143454.09,45.24797993,-71.86978814,315.11,23470.87615,23373.10227,23358.813,-541.1,23319.764,-511.26,-1.851196098,-0.0243627813,-442780.4454,80.47,0.02
20130220,735285,23307.41,23310.93,23310.93,23163.86,156242.98,36.60714404,-59.99398531,167.02,23469.07231,23366.84586,23317.37,158.88,23338.214,-514.65,-1.539674922,-0.01594257296,-536460.0201,81.04,0.02
20130221,735286,22906.67,23026.18,23026.18,22828.17,206181.26,-2.547780302,-153.3649439,479.24,23455.32615,23323.01959,23239.536,-350.26,23236.898,-822.86,-3.164213151,-0.01044817965,-656088.5188,81.37,0.02
20130222,735287,22782.44,22840.32,22850.25,22674.59,162390.68,-43.10576627,-176.4488149,232.08,23431.06385,23271.53582,23202.927,-394.56,23104.474,-939.4,-4.364106211,-0.0204020909,-685263.7514,81.46,0.02
20130225,735290,22820.08,22852.89,22876.03,22777.63,107474.71,-71.38811121,-143.876482,98.4,23409.47038,23228.54003,23159.242,-395.08,22992.102,-864.93,-3.832566427,-0.01539974975,-659477.3315,81.8,0.02
20130226,735291,22519.69,22639.97,22769.07,22510.76,152093.44,-116.6958389,-169.2996772,309.32,23377.26654,23161.0305,23093.511,-862.25,22867.258,-628.84,-5.067692894,-0.02995757944,-844941.4951,81.84,0.02
20130227,735292,22577.01,22656.4,22656.4,22445.34,168232.96,-146.2909436,-139.4635266,211.06,23347.93,23105.4095,23029.696,-566.9,22721.178,-679.92,-4.678064312,-0.03571652803,-934671.8312,81.54,0.02
20130228,735293,23020.27,22826.42,23031.69,22734.84,210566.92,-132.4510861,-35.96727466,454.68,23325.56423,23097.30098,22990.398,-287.14,22743.898,-156.73,-0.55407406,-0.01809758852,-842838.2598,81.96,0.02
20130301,735294,22880.22,22957.09,23015.68,22868.69,206927.52,-131.2705586,-31.91729679,151.58,23298.23,23076.6266,22933.964,-26.45,22763.454,-334.94,-1.619775267,-0.0214575865,-892126.5349,82.27,0.04
20130304,735297,22537.81,22866.51,22866.51,22466.08,217213.76,-156.164441,-94.57659032,414.14,23255.10769,23025.31073,22849.551,-244.63,22707,-875.44,-2.757863399,-0.02618831477,-1084411.881,82.18,0.04
20130305,735298,22560.5,22621.6,22661.49,22523.69,184325.34,-172.0785147,-92.73774918,137.8,23213.77692,22981.04304,22791.21,-259.58,22715.162,-884.06,-2.819967642,-0.03204603171,-1102089.418,82.03,0.04
20130306,735299,22777.84,22750.58,22808.81,22664.94,175585.94,-165.2481336,-44.98438846,248.31,23182.19769,22961.69037,22738.253,258.15,22755.328,-604.1,-2.583617955,-0.005624126073,-1132006.888,82.57,0.04
20130307,735300,22771.44,22729.29,22843.73,22656.37,128219.31,-158.524067,-34.82256639,187.36,23151.08269,22943.57129,22724.73,194.43,22705.562,-372.47,-1.609365055,-0.0004828280026,-1091242.73,82.08,0.04
20130308,735301,23091.95,22839.27,23220.52,22839.27,185211.32,-125.8816324,76.28953925,449.08,23128.77769,22957.7026,22755.681,71.68,22747.908,-215.46,-0.9244270384,0.01177336691,-1039792.601,82.74,0.04
20130311,735304,23090.82,23131.44,23246.29,23064.93,129220.72,-98.96266926,115.5884741,181.36,23107.07192,22970.38044,22782.755,210.6,22858.51,184.15,0.8039143184,0.02473407181,-971659.0066,82.57,0.04
20130312,735305,22890.6,23133,23262.02,22879.18,156424.74,-92.71649963,84.26397724,382.84,23071.24654,22962.78231,22819.846,352.79,22924.53,108.16,0.4747516069,0.01369950984,-1035497.12,82.6,0.04
20130313,735306,22556.65,22901.12,22901.12,22487.33,182151.76,-113.4060648,-63.86033649,413.79,23026.13577,22924.10304,22817.81,-3.85,22880.292,-263.43,-1.154378074,-0.02013964215,-1025235.764,82.9,0.04
20130314,735307,22619.18,22484.25,22655.88,22305.54,192786.3,-123.335313,-99.11850895,350.34,22983.72577,22895.06275,22777.701,-158.66,22849.84,99.49,0.4417911614,-0.01140898121,-738559.4604,82.58,0.04
20130315,735308,22533.11,22705.92,22799.67,22494.04,290699.96,-136.5750909,-59.3200997,305.63,22939.42192,22860.59106,22742.99,-238.33,22738.072,-43.9,-0.1944455887,-0.0002085384516,-864112.1686,82.14,0.04
20130318,735311,22083.36,22185.32,22185.32,21997.72,224592.84,-181.2692178,-204.6129719,535.39,22898.45385,22786.56905,22697.545,-1008.59,22536.58,-936.91,-4.069934888,-0.02114935396,-883729.6788,82.62,0.04
20130319,735312,22041.86,22138.1,22218.85,22030.66,165500.88,-217.5307791,-165.1730738,188.19,22851.72038,22715.64438,22645.681,-1048.96,22366.832,-838.36,-3.664125607,-0.03231122881,-1093730.295,83.03,0.04
20130320,735313,22256.44,21990.04,22302.5,21975.9,177135.4,-226.3443582,-121.1376257,326.6,22816.31423,22671.91063,22593.541,-634.16,22306.79,-281.37,-1.248435407,-0.02261604888,-906584.7348,82.83,0.04
20130321,735314,22225.88,22285.81,22403.79,22179.5,162216.87,-233.1079958,-83.07498834,224.29,22778.265,22629.43152,22538.985,-330.77,22228.13,-334.62,-1.483211808,-0.03750527781,-1033706.936,82.85,0.04
20130322,735315,22115.3,22186.24,22232.07,22033.18,151550.51,-244.5718373,-97.58150861,198.89,22728.34385,22580.46662,22441.32,-503.88,22144.568,-662.54,-2.908704249,-0.04224709213,-1028976.081,82.37,0.04
20130325,735318,22251.15,22327.53,22351.08,22201.06,154364.69,-239.929299,-57.01245837,235.78,22682.44346,22549.10313,22357.353,-281.96,22178.126,-520.29,-2.284835742,-0.02793504757,-1005450.788,82.93,0.04
20130326,735319,22311.08,22208.06,22346.27,22088.56,173012.4,-228.777005,-52.81478475,257.71,22641.25654,22526.43426,22299.401,227.72,22231.97,-780.87,-3.381568036,-0.01088681165,-932549.2463,82.89,0.04
20130327,735320,22464.82,22385.47,22529.37,22366.02,167430.15,-205.1681477,-5.740746693,218.29,22615.13769,22520.56623,22290.218,422.96,22273.646,-626,-2.711034082,-0.006824296902,-726775.4372,83.21,0.04
20130328,735321,22299.63,22390.35,22390.35,22132.33,220309.44,-197.5106311,-37.98641942,332.49,22576.37692,22499.52469,22258.263,43.19,22288.396,-590.97,-2.581714765,-0.01036164116,-750728.6229,83,0.04
20130402,735326,22367.82,22203.93,22449.46,22203.93,152477.84,-183.8206607,-8.830915712,245.53,22555.65192,22486.98139,22241.734,116.67,22338.9,-188.83,-0.7335427733,0.01271737702,-613114.631,82.89,0.01
20130403,735327,22337.49,22527.12,22527.12,22283.16,123835.94,-173.4195653,27.4091458,243.96,22538.53846,22472.74411,22267.147,26.41,22356.168,-281.69,1.150775969,0.01323470094,-638551.1499,82.76,0.01
20130405,735329,21726.9,22230.93,22230.93,21703.28,232435.68,-212.0023018,-181.2183851,634.21,22496.49308,22401.71134,22235.651,-584.18,22239.332,-806.21,-1.614156541,-0.02379266406,-797301.3045,82.56,0.01
20130408,735332,21718.05,21733.78,21772.23,21612.05,136266.6,-240.5209437,-201.8957303,160.18,22465.66077,22336.60073,22181.812,-746.77,22089.978,-365.31,-1.4690684,-0.02284858912,-948188.0889,82.71,0.01
20130409,735333,21870.34,21800.24,21979.08,21800.24,135084.97,-247.9751396,-110.3046433,261.03,22438.48115,22292.19495,22146.258,-429.29,22004.12,-171.52,-1.734778788,-0.01107649455,-787023.7987,82.39,0.01
20130410,735334,22034.56,21963.37,22038.89,21858.81,148467.66,-237.8892231,-65.5528675,180.08,22400.56923,22267.65829,22138.184,-265.07,21937.468,-221.88,-0.8607983126,-0.009733878923,-550027.1941,82.49,0.01
20130411,735335,22101.27,22198.49,22251.62,22058.3,142311.05,-221.9545681,-5.791705594,217.06,22370.60962,22251.81178,22123.196,-198.36,21890.224,-124.61,-0.06344024273,-0.009403847774,-539865.7987,82.25,0.01
20130412,735336,22089.05,22185.36,22185.36,22049.58,130497.78,-207.9155697,-15.03793282,135.78,22353.34962,22236.31066,22100.993,-278.77,21962.654,-26.25,-0.7285016729,-0.01672704255,-665698.5004,82.1,0.01
20130415,735339,21772.67,21998.74,21998.74,21735.31,151431.66,-219.7852369,-100.3676245,353.74,22323.04846,22192.15441,22031.778,-564.82,21973.578,-478.48,-2.413195596,-0.02363088536,-824499.1556,82.3,0.01
20130416,735340,21672.03,21571.58,21813.55,21475.33,164127.17,-234.6084208,-128.5870329,338.22,22280.51731,22142.61875,21969.018,-46.02,21933.916,-639.05,-3.529028944,-0.03110674174,-898506.0267,81.83,0.01
20130417,735341,21569.67,21794.69,21798.57,21550.72,191372.62,-251.7138962,-110.2180984,247.85,22234.29538,22088.0522,21889.203,-300.67,21840.938,-895.15,-3.273417541,-0.03437360241,-1043308.765,82.65,0.01
20130418,735342,21512.52,21440.33,21618.07,21423.25,141371.33,-266.8060619,-122.1066516,194.82,22173.54808,22033.23961,21806.706,-522.04,21723.188,-787.11,-3.52969982,-0.009867031192,-891881.7113,82.56,0.01
20130419,735343,22013.57,21517.94,22016.97,21496.29,199823.32,-235.6200827,-29.44417301,520.68,22132.11538,22031.36632,21835.373,-87.7,21708.092,-354.25,-1.282801553,0.01342444683,-550035.0628,82.75,0.01
20130422,735346,22044.37,22038.13,22131.65,21956.53,129032.39,-206.044514,38.63604191,175.12,22099.56808,22032.60476,21868.005,-44.68,21762.432,-293.12,-1.446050621,0.007894532708,-619687.0336,82.65,0.01
20130423,735347,21806.61,22085.7,22085.7,21747.47,179862.2,-199.4912963,-4.775915094,338.23,22070.72038,22011.08145,21861.632,33.94,21789.348,79.71,-2.376632289,-0.01034511241,-603731.847,83,0.01
20130424,735348,22183.05,22067.04,22195.93,21962.9,175785.56,-162.0542021,107.3844147,389.32,22053.94615,22027.45941,21876.481,511.02,21912.024,465,2.141076202,0.003686598552,-394154.5221,82.95,0.01
20130425,735349,22401.24,22298.64,22486.45,22214.65,183560.1,-113.4709037,164.6081199,303.4,22048.87423,22063.05756,21906.478,831.57,22089.768,530.9,2.427488553,0.0139362821,-240226.7953,82.78,0.01
20130426,735350,22547.71,22559.97,22690.33,22528.95,182667.04,-62.42973374,187.0798711,289.09,22066.73385,22109.21494,21952.344,1035.19,22196.596,513.15,2.328841602,0.03437333547,-398589.1796,82.49,0.01
20130429,735353,22580.77,22567.63,22647.59,22488.65,135136.57,-19.09149819,143.8049331,158.94,22087.46115,22154.12494,22033.154,1068.25,22303.876,479.5,2.478878634,0.04024397751,-344072.9343,82.14,0.01
20130430,735354,22737.01,22769.59,22862.69,22669.54,159920.87,27.54411653,150.1983631,281.92,22105.94462,22209.6378,22139.652,1224.49,22489.956,647.96,3.187946571,0.05134096348,-316992.9669,81.72,0.01
20130502,735356,22668.3,22692.33,22706.07,22552.31,143495.42,58.28695865,104.4058706,184.7,22122.96077,22253.31992,22249.515,654.73,22587.006,895.63,2.565599171,0.05098662008,-260826.7712,82.23,0.02
20130503,735357,22689.96,22811.84,22886.17,22678.67,128029.19,83.43685537,101.4105911,217.87,22145.06308,22294.90469,22367.259,645.59,22644.75,1017.93,2.720397663,0.02981010103,-405189.7178,82.08,0.02
20130506,735360,22915.09,22967.78,22980.56,22864.91,132764.62,120.1494314,108.2423257,290.6,22170.59923,22353.96996,22457.411,1108.48,22718.226,1345.42,5.247036767,0.03799766879,-547009.1192,82.33,0.02
20130507,735361,23047.09,22924.29,23058.74,22855.58,142232.03,158.0735359,104.120935,203.16,22198.90731,22419.98139,22557.683,864.04,22811.49,1534.57,6.344860172,0.05382371484,-383576.0695,82.28,0.02
20130508,735362,23244.35,23215.95,23270,23156.26,176044.32,201.720586,125.7535487,222.91,22228.88923,22498.49268,22701.457,843.11,22912.958,1230.78,7.764050169,0.04565840731,-441397.3282,81.9,0.02
20130509,735363,23211.48,23353.68,23353.68,23126.81,141376.58,230.9960744,120.2114497,226.87,22263.96038,22566.39624,22804.3,663.77,23021.594,1167.11,7.897540595,0.03490686505,-433753.2286,82.68,0.02
20130510,735364,23321.22,23213.59,23330.6,23144.12,141341.92,260.0544648,113.288174,186.48,22300.62962,22638.28422,22896.298,652.92,23147.846,1514.61,5.940199613,0.03316764732,-130144.6061,83.1,0.02
20130513,735367,22989.81,23245.58,23245.58,22958.87,148862.68,253.4201613,66.49092263,362.35,22325.71885,22671.76286,22940.508,299.85,23162.79,806.76,4.288804806,0.01779223056,-249561.2751,83.2,0.02
20130514,735368,22930.28,23124.24,23145.91,22878.64,138263.34,240.5855343,39.82098837,267.27,22372.00269,22696.38354,22975.459,15.19,23139.428,529.04,5.152887129,0.008428593109,-402849.4189,83.62,0.02
20130515,735369,23044.24,23074.26,23163.56,23002.32,150598.87,236.8790255,51.73378196,233.28,22423.01,22729.51273,23006.182,-2.85,23099.406,496.53,3.882198345,0.01631383808,-489581.1049,83.79,0.02
