Num_Time,Matlab_time,Close
20150930,736237,3121.4
20151008,736245,3214.8
20151009,736246,3310
20151012,736249,3421
20151013,736250,3414.8
20151014,736251,3377
20151015,736252,3493.8
20151016,736253,3516.2
20151019,736256,3381.4
20151020,736257,3466.6
20151021,736258,3342.8
20151022,736259,3405
20151023,736260,3476.8
20151026,736263,3470.2
20151027,736264,3478.6
20151028,736265,3413
20151029,736266,3440
20151030,736267,3439.2
20151102,736270,3403
20151103,736271,3376.6
20151104,736272,3591.2
20151105,736273,3638.4
20151106,736274,3753
20151109,736277,3775.4
20151110,736278,3776
20151111,736279,3806
20151112,736280,3756.8
20151113,736281,3722.2
20151116,736284,3734.4
20151117,736285,3699.2
20151118,736286,3698.8
20151119,736287,3775
20151120,736288,3774.8
20151123,736291,3619.2
20151124,736292,3655.6
20151125,736293,3695
20151126,736294,3662
20151127,736295,3487.4
20151130,736298,3485.8
20151201,736299,3524.8
20151202,736300,3692
20151203,736301,3699.6
20151204,736302,3638
20151207,736305,3620
20151208,736306,3579.2
20151209,736307,3593.2
20151210,736308,3567
20151211,736309,3593
20151214,736312,3711.8
20151215,736313,3670.4
20151216,736314,3675
20151217,736315,3754.4
20151218,736316,3772
20151221,736319,3800.2
20151222,736320,3819
20151223,736321,3805
20151224,736322,3775.2
20151225,736323,3806.8
20151228,736326,3647.6
20151229,736327,3695.8
20151230,736328,3696.8
20151231,736329,3658.2
20160104,736333,3425
20160105,736334,3408.8
20160106,736335,3465
20160107,736336,3245.2
20160108,736337,3309
20160111,736340,3151.8
20160112,736341,3196.6
20160113,736342,3152.8
20160114,736343,3204.6
20160115,736344,3132.8
20160118,736347,3042
20160119,736348,3134
20160120,736349,3074
20160121,736350,3011
20160122,736351,3042
20160125,736354,3044.2
20160126,736355,2899
20160127,736356,2867.6
20160128,736357,2816.8
20160129,736358,2903.8
20160201,736361,2883.8
20160202,736362,2948.8
20160203,736363,2939.4
20160204,736364,2978.8
20160205,736365,2937.2
20160215,736375,2929.8
20160216,736376,3016.6
20160217,736377,3045.6
20160218,736378,3050.6
20160219,736379,3048.6
20160222,736382,3042
20160223,736383,3022.4
20160224,736384,3039.8
20160225,736385,2847
20160226,736386,2880
20160229,736389,2789
20160301,736390,2864.2
20160302,736391,3009
20160303,736392,3008.6
20160304,736393,3052.4
20160307,736396,3083.8
20160308,736397,3075.4
20160309,736398,3016.6
20160310,736399,2983
20160311,736400,2986.6
20160314,736403,3042
20160315,736404,3046.6
20160316,736405,3062
20160317,736406,3123
20160318,736407,3176.8
20160321,736410,3210.2
20160322,736411,3194.6
20160323,736412,3196
20160324,736413,3144.8
20160325,736414,3162.8
20160328,736417,3129.8
20160329,736418,3104
20160330,736419,3190
20160331,736420,3191
20160401,736421,3206.6
20160405,736425,3236.2
20160406,736426,3239.4
20160407,736427,3202.8
20160408,736428,3180
20160411,736431,3213.8
20160412,736432,3215.4
20160413,736433,3251.6
20160414,736434,3269.2
20160415,736435,3270.2
20160418,736438,3191.6
20160419,736439,3192.6
20160420,736440,3114.8
20160421,736441,3115
20160422,736442,3141.2
20160425,736445,3127.6
20160426,736446,3143
20160427,736447,3125.8
20160428,736448,3121.2
20160429,736449,3128
20160503,736453,3200
20160504,736454,3188.2
20160505,736455,3192.6
20160506,736456,3088.4
20160509,736459,3022
20160510,736460,3035.2
20160511,736461,3052.4
20160512,736462,3066.6
20160513,736463,3068
20160516,736466,3082.4
20160517,736467,3081.4
20160518,736468,3058.6
20160519,736469,3056.2
20160520,736470,3066
20160523,736473,3043
20160524,736474,3028.6
20160525,736475,3021.6
20160526,736476,3026
20160527,736477,3033.6
20160530,736480,3036.6
20160531,736481,3158.8
20160601,736482,3131.8
20160602,736483,3135.4
20160603,736484,3177.4
20160606,736487,3157.4
20160607,736488,3160
20160608,736489,3148
20160613,736494,3028.8
20160614,736495,3050.4
20160615,736496,3100
20160616,736497,3088
20160617,736498,3113.4
20160620,736501,3049.2
20160621,736502,3037.8
20160622,736503,3076
20160623,736504,3061.6
20160624,736505,3013.2
20160627,736508,3078
20160628,736509,3094
20160629,736510,3111
20160630,736511,3111.2
20160701,736512,3101
20160704,736515,3170
20160705,736516,3172.8
20160706,736517,3184.2
20160707,736518,3185.6
20160708,736519,3171.4
20160711,736522,3176.6
20160712,736523,3262.6
20160713,736524,3272.4
20160714,736525,3270.8
20160715,736526,3276.4
20160718,736529,3224.2
20160719,736530,3206
20160720,736531,3196
20160721,736532,3220.2
20160722,736533,3194.2
20160725,736536,3198
20160726,736537,3247
20160727,736538,3163
20160728,736539,3191
20160729,736540,3181.8
20160801,736543,3151.6
20160802,736544,3164.8
20160803,736545,3166
20160804,736546,3177.2
20160805,736547,3193
20160808,736550,3223
20160809,736551,3244
20160810,736552,3234.2
20160811,736553,3226.2
20160812,736554,3288
20160815,736557,3380
20160816,736558,3373.4
20160817,736559,3365.8
20160818,736560,3365.6
20160819,736561,3359.8
20160822,736564,3317
20160823,736565,3318
20160824,736566,3302.2
20160825,736567,3284.2
20160826,736568,3278.4
20160829,736571,3279.2
20160830,736572,3293.2
20160831,736573,3310.6
20160901,736574,3271.8
20160902,736575,3289
20160905,736578,3299.4
20160906,736579,3329
20160907,736580,3330.2
20160908,736581,3328.2
20160909,736582,3309
20160912,736585,3234.6
20160913,736586,3245.6
20160914,736587,3235
20160919,736592,3259.8
20160920,736593,3214.4
20160921,736594,3236.6
20160922,736595,3262.8
20160923,736596,3248.4
20160926,736599,3204.8
20160927,736600,3224.8
20160928,736601,3221.4
20160929,736602,3241.8
20160930,736603,3246
