Num_Time,Matlab_time,Close
20120120,734888,2498.2
20120130,734898,2469.2
20120131,734899,2476
20120201,734900,2439.8
20120202,734901,2487.2
20120203,734902,2509
20120206,734905,2504.4
20120207,734906,2464.2
20120208,734907,2536.4
20120209,734908,2532.6
20120210,734909,2532.2
20120213,734912,2531
20120214,734913,2519.6
20120215,734914,2546.6
20120216,734915,2533.6
20120217,734916,2537.4
20120220,734919,2552.4
20120221,734920,2568.8
20120222,734921,2595.8
20120223,734922,2606
20120224,734923,2658.4
20120227,734926,2669
20120228,734927,2668
20120229,734928,2650.8
20120301,734929,2639
20120302,734930,2684.6
20120305,734933,2668.8
20120306,734934,2633
20120307,734935,2613
20120308,734936,2637.8
20120309,734937,2665
20120312,734940,2647.6
20120313,734941,2676.8
20120314,734942,2613.8
20120315,734943,2586.8
20120316,734944,2598.2
20120319,734947,2629.4
20120320,734948,2596.2
20120321,734949,2601.6
20120322,734950,2596.4
20120323,734951,2571
20120326,734954,2568.8
20120327,734955,2564.8
20120328,734956,2493
20120329,734957,2464
20120330,734958,2453.6
20120405,734964,2511.4
20120406,734965,2520.6
20120409,734968,2501
20120410,734969,2517
20120411,734970,2521.4
20120412,734971,2572.2
20120413,734972,2586.2
20120416,734975,2574.2
20120417,734976,2549.6
20120418,734977,2593.4
20120419,734978,2596
20120420,734979,2621
20120423,734982,2619.4
20120424,734983,2605.4
20120425,734984,2628.8
20120426,734985,2638.8
20120427,734986,2638.6
20120502,734991,2686.8
20120503,734992,2694.8
20120504,734993,2717.2
20120507,734996,2714.2
20120508,734997,2702.2
20120509,734998,2663.6
20120510,734999,2663.4
20120511,735000,2631.2
20120514,735003,2603.8
20120515,735004,2604.2
20120516,735005,2563.2
20120517,735006,2603.2
20120518,735007,2576
20120521,735010,2583
20120522,735011,2607.6
20120523,735012,2587.8
20120524,735013,2582.2
20120525,735014,2565.4
20120528,735017,2598.8
20120529,735018,2645
20120530,735019,2632.4
20120531,735020,2635.6
20120601,735021,2629.2
20120604,735024,2545.4
20120605,735025,2552.4
20120606,735026,2549
20120607,735027,2533.8
20120608,735028,2513
20120611,735031,2552.2
20120612,735032,2540.8
20120613,735033,2568
20120614,735034,2558.8
20120615,735035,2556
20120618,735038,2572.4
20120619,735039,2558
20120620,735040,2549
20120621,735041,2510.8
20120625,735045,2467.6
20120626,735046,2461
20120627,735047,2454.8
20120628,735048,2439.4
20120629,735049,2469
20120702,735052,2464
20120703,735053,2469
20120704,735054,2469.6
20120705,735055,2444.8
20120706,735056,2479.6
20120709,735059,2430.8
20120710,735060,2422.6
20120711,735061,2428.6
20120712,735062,2446.4
20120713,735063,2457
20120716,735066,2417
20120717,735067,2422.4
20120718,735068,2419.2
20120719,735069,2422.8
20120720,735070,2402.6
20120723,735073,2378.2
20120724,735074,2382.4
20120725,735075,2374
20120726,735076,2365
20120727,735077,2372.2
20120730,735080,2363.8
20120731,735081,2363.2
20120801,735082,2369.6
20120802,735083,2351.2
20120803,735084,2367.8
20120806,735087,2384.4
20120807,735088,2392.2
20120808,735089,2391.2
20120809,735090,2418.2
20120810,735091,2411.6
20120813,735094,2367.8
20120814,735095,2357.6
20120815,735096,2339.6
20120816,735097,2329.2
20120817,735098,2303.4
20120820,735101,2316.4
20120821,735102,2323
20120822,735103,2309.8
20120823,735104,2323.6
20120824,735105,2295
20120827,735108,2249.4
20120828,735109,2248
20120829,735110,2232.2
20120830,735111,2221.8
20120831,735112,2216
20120903,735115,2234.4
20120904,735116,2210.8
20120905,735117,2210
20120906,735118,2241.2
20120907,735119,2341.2
20120910,735122,2337.8
20120911,735123,2323.6
20120912,735124,2330.4
20120913,735125,2300.8
20120914,735126,2329
20120917,735129,2269.4
20120918,735130,2232.4
20120919,735131,2246.8
20120920,735132,2195
20120921,735133,2203.6
20120924,735136,2221.4
20120925,735137,2218.6
20120926,735138,2200.2
20120927,735139,2257.2
20120928,735140,2315.6
20121008,735150,2276.6
20121009,735151,2323.8
20121010,735152,2321.4
20121011,735153,2320
20121012,735154,2307.2
20121015,735157,2302.4
20121016,735158,2298.8
20121017,735159,2309.4
20121018,735160,2332.6
20121019,735161,2333.8
20121022,735164,2351
20121023,735165,2324.4
20121024,735166,2322
20121025,735167,2307.4
20121026,735168,2252
20121029,735171,2244
20121030,735172,2245.4
20121031,735173,2255.2
20121101,735174,2306.2
20121102,735175,2307.2
20121105,735178,2307
20121106,735179,2290.8
20121107,735180,2292
20121108,735181,2245
20121109,735182,2244.6
20121112,735185,2249
20121113,735186,2214.4
20121114,735187,2217.4
20121115,735188,2192.8
20121116,735189,2169.4
20121119,735192,2176.2
20121120,735193,2181
20121121,735194,2192.4
20121122,735195,2187.6
20121123,735196,2194.4
20121126,735199,2180.2
20121127,735200,2158
20121128,735201,2141.8
20121129,735202,2125.6
20121130,735203,2138.4
20121203,735206,2117.4
20121204,735207,2131.4
20121205,735208,2215.8
20121206,735209,2204.4
20121207,735210,2254.8
20121210,735213,2268.4
20121211,735214,2261.4
20121212,735215,2268.4
20121213,735216,2252.6
20121214,735217,2374.2
20121217,735220,2373
20121218,735221,2366
20121219,735222,2369.6
20121220,735223,2390.8
20121221,735224,2378
20121224,735227,2390.8
20121225,735228,2453
20121226,735229,2461.8
20121227,735230,2466.6
20121228,735231,2499
20121231,735234,2538
20130104,735238,2533.2
20130107,735241,2533.2
20130108,735242,2531.2
20130109,735243,2525.4
20130110,735244,2537.8
20130111,735245,2498.6
20130114,735248,2586.6
20130115,735249,2596.4
20130116,735250,2570
20130117,735251,2561
20130118,735252,2592.6
20130121,735255,2608.2
20130122,735256,2602.6
20130123,735257,2615.6
20130124,735258,2590.6
20130125,735259,2592.8
20130128,735262,2654.4
20130129,735263,2671
20130130,735264,2699
20130131,735265,2699.8
20130201,735266,2746.4
20130204,735269,2749.4
20130205,735270,2773.4
20130206,735271,2785.6
20130207,735272,2779.8
20130208,735273,2765.2
20130218,735283,2745.6
20130219,735284,2709.2
20130220,735285,2710.4
20130221,735286,2615.2
20130222,735287,2593.2
20130225,735290,2605
20130226,735291,2564.6
20130227,735292,2587.6
20130228,735293,2678.4
20130301,735294,2666.6
20130304,735297,2548
20130305,735298,2616
20130306,735299,2648
20130307,735300,2615.6
20130308,735301,2611.6
20130311,735304,2592.6
20130312,735305,2552.8
20130313,735306,2529
20130314,735307,2524
20130315,735308,2568.6
20130318,735311,2510.8
20130319,735312,2529.8
20130320,735313,2610
20130321,735314,2617
20130322,735315,2625.8
20130325,735318,2622.6
20130326,735319,2572.4
20130327,735320,2573.6
20130328,735321,2506.8
20130329,735322,2483.8
20130401,735325,2483.2
20130402,735326,2505.8
20130403,735327,2478.6
20130408,735332,2463.8
20130409,735333,2480.6
20130410,735334,2481
20130411,735335,2472.4
20130412,735336,2461.8
20130415,735339,2441.2
20130416,735340,2450
20130417,735341,2454
20130418,735342,2459.8
20130419,735343,2528.2
20130422,735346,2531.8
20130423,735347,2448.4
20130424,735348,2492.6
20130425,735349,2460.8
20130426,735350,2439.8
20130502,735356,2439.4
20130503,735357,2486.6
20130506,735360,2509.2
20130507,735361,2525
20130508,735362,2542.8
20130509,735363,2520.8
20130510,735364,2541.4
20130513,735367,2514.6
20130514,735368,2484.6
20130515,735369,2488
20130516,735370,2549
20130517,735371,2576.6
20130520,735374,2593.8
20130521,735375,2599.6
20130522,735376,2602
20130523,735377,2570.8
20130524,735378,2588
20130527,735381,2573.6
20130528,735382,2633.2
20130529,735383,2627.2
20130530,735384,2625
20130531,735385,2600
20130603,735388,2597
20130604,735389,2562.6
20130605,735390,2553.8
20130606,735391,2534.8
20130607,735392,2476.4
20130613,735398,2383.6
20130614,735399,2395.6
20130617,735402,2396.2
20130618,735403,2405.2
20130619,735404,2395
20130620,735405,2329.8
20130621,735406,2315.6
20130624,735409,2133
20130625,735410,2112.8
20130626,735411,2122.4
20130627,735412,2119
20130628,735413,2168.6
20130701,735416,2163.4
20130702,735417,2161.4
20130703,735418,2146
20130704,735419,2171
20130705,735420,2173.6
20130708,735423,2128.8
20130709,735424,2127.2
20130710,735425,2204
20130711,735426,2321
20130712,735427,2277
20130715,735430,2291.4
20130716,735431,2305
20130717,735432,2282.4
20130718,735433,2243.4
20130719,735434,2217
20130722,735437,2168
20130723,735438,2243
20130724,735439,2232.4
20130725,735440,2209.8
20130726,735441,2192
20130729,735444,2163.6
20130730,735445,2168.2
20130731,735446,2165
20130801,735447,2244.2
20130802,735448,2240
20130805,735451,2265.8
20130806,735452,2278.8
20130807,735453,2258.4
20130808,735454,2265.4
20130809,735455,2288.2
20130812,735458,2348.4
20130813,735459,2354.6
20130814,735460,2349
20130815,735461,2324.2
20130816,735462,2330
20130819,735465,2329.4
20130820,735466,2308.6
20130821,735467,2314
20130822,735468,2309
20130823,735469,2279.2
20130826,735472,2340
20130827,735473,2338.4
20130828,735474,2322.8
20130829,735475,2314.8
20130830,735476,2302.2
20130902,735479,2329.2
20130903,735480,2349
20130904,735481,2342.6
20130905,735482,2341.8
20130906,735483,2355.2
20130909,735486,2434.8
20130910,735487,2472.6
20130911,735488,2480.8
20130912,735489,2503.4
20130913,735490,2497.2
20130916,735493,2479.4
20130917,735494,2440.4
20130918,735495,2432.2
20130923,735500,2463.6
20130924,735501,2448.4
20130925,735502,2434.8
20130926,735503,2391
20130927,735504,2398.4
20130930,735507,2409.6
20131008,735515,2440
20131009,735516,2457
20131010,735517,2429
20131011,735518,2466
20131014,735521,2468.8
20131015,735522,2461.4
20131016,735523,2426.4
20131017,735524,2411
20131018,735525,2428.4
20131021,735528,2466.4
20131022,735529,2446
20131023,735530,2418.8
20131024,735531,2405.4
20131025,735532,2360.6
20131028,735535,2363.6
20131029,735536,2368.2
20131030,735537,2391.8
20131031,735538,2381
20131101,735539,2391.4
20131104,735542,2384
20131105,735543,2381.4
20131106,735544,2350.8
20131107,735545,2349.4
20131108,735546,2311.2
20131111,735549,2319.2
20131112,735550,2332.6
20131113,735551,2294.4
20131114,735552,2301.4
20131115,735553,2359.8
20131118,735556,2415.6
20131119,735557,2415.2
20131120,735558,2430.2
20131121,735559,2414.6
20131122,735560,2407.2
20131125,735563,2390.2
20131126,735564,2391
20131127,735565,2422.4
20131128,735566,2448.6
20131129,735567,2457
20131202,735570,2433.4
20131203,735571,2451.6
20131204,735572,2482.2
20131205,735573,2483.8
20131206,735574,2467
20131209,735577,2461.4
20131210,735578,2462
20131211,735579,2421
20131212,735580,2412.6
20131213,735581,2414.2
20131216,735584,2365.6
20131217,735585,2357.8
20131218,735586,2368.2
20131219,735587,2341
20131220,735588,2289.2
20131223,735591,2306
20131224,735592,2305.4
20131225,735593,2319
20131226,735594,2294
20131227,735595,2326.8
20131230,735598,2324.2
20131231,735599,2345
20140102,735601,2331.8
20140103,735602,2302.4
20140106,735605,2240.8
20140107,735606,2238.4
20140108,735607,2241.2
20140109,735608,2223.6
20140110,735609,2218
20140113,735612,2204.4
20140114,735613,2217.6
20140115,735614,2211.6
20140116,735615,2211.2
20140117,735616,2182.8
20140120,735619,2184.6
20140121,735620,2206.4
20140122,735621,2254.6
20140123,735622,2244.2
20140124,735623,2251.8
20140127,735626,2227
20140128,735627,2230.8
20140129,735628,2240
20140130,735629,2199.2
20140207,735637,2214.6
20140210,735640,2260.4
20140211,735641,2277.4
20140212,735642,2284
20140213,735643,2273.4
20140214,735644,2288.4
20140217,735647,2305.4
20140218,735648,2280.4
20140219,735649,2304.2
20140220,735650,2284
20140221,735651,2261.2
20140224,735654,2206.2
20140225,735655,2145.6
20140226,735656,2149
20140227,735657,2148.2
20140228,735658,2174
20140303,735661,2163.8
20140304,735662,2169.8
20140305,735663,2149.6
20140306,735664,2167.4
20140307,735665,2141.2
20140310,735668,2062.8
20140311,735669,2088.6
20140312,735670,2085.8
20140313,735671,2105.4
20140314,735672,2100
20140317,735675,2137.4
20140318,735676,2114.4
20140319,735677,2123.2
20140320,735678,2081.6
20140321,735679,2143.6
20140324,735682,2150.8
20140325,735683,2152.6
20140326,735684,2153
20140327,735685,2134.8
20140328,735686,2145
20140331,735689,2143.4
20140401,735690,2158.4
20140402,735691,2175
20140403,735692,2159.6
20140404,735693,2188
20140408,735697,2247.2
20140409,735698,2236.2
20140410,735699,2285
20140411,735700,2272
20140414,735703,2272.4
20140415,735704,2236.8
20140416,735705,2233
20140417,735706,2229
20140418,735707,2221.4
20140421,735710,2179.8
20140422,735711,2188.6
20140423,735712,2185
20140424,735713,2183.2
20140425,735714,2172.4
20140428,735717,2143.6
20140429,735718,2160.8
20140430,735719,2147
20140505,735724,2156.6
20140506,735725,2144.8
20140507,735726,2136
20140508,735727,2137.4
20140509,735728,2138
20140512,735731,2178.8
20140513,735732,2166.6
20140514,735733,2165.6
20140515,735734,2147.4
20140516,735735,2142.2
20140519,735738,2099.6
20140520,735739,2099.4
20140521,735740,2119.2
20140522,735741,2114.2
20140523,735742,2143.2
20140526,735745,2148.2
20140527,735746,2142.2
20140528,735747,2173.8
20140529,735748,2153.4
20140530,735749,2147.8
20140603,735753,2139.2
20140604,735754,2125.2
20140605,735755,2149.6
20140606,735756,2125.6
20140609,735759,2128.2
20140610,735760,2157.6
20140611,735761,2151.2
20140612,735762,2150.4
20140613,735763,2177.2
20140616,735766,2186.6
20140617,735767,2173
20140618,735768,2164.2
20140619,735769,2135.6
20140620,735770,2130
20140623,735773,2123.2
20140624,735774,2132.2
20140625,735775,2126
20140626,735776,2135.6
20140627,735777,2142.4
20140630,735780,2154.2
20140701,735781,2156.2
20140702,735782,2163.2
20140703,735783,2167.4
20140704,735784,2166.6
20140707,735787,2163.2
20140708,735788,2167
20140709,735789,2132.2
20140710,735790,2133.2
20140711,735791,2138
20140714,735794,2162.4
20140715,735795,2163
20140716,735796,2163.4
20140717,735797,2155.8
20140718,735798,2167.4
20140721,735801,2157.4
20140722,735802,2186.4
20140723,735803,2190.6
20140724,735804,2240.4
20140725,735805,2274.6
20140728,735808,2336.4
20140729,735809,2335.4
20140730,735810,2328.8
20140731,735811,2370.8
20140801,735812,2342.6
20140804,735815,2386.4
20140805,735816,2368
20140806,735817,2362
20140807,735818,2334.4
20140808,735819,2338.6
20140811,735822,2360
20140812,735823,2365.8
20140813,735824,2358.8
20140814,735825,2335.6
20140815,735826,2360.2
20140818,735829,2376.2
20140819,735830,2374.4
20140820,735831,2364.4
20140821,735832,2354.8
20140822,735833,2372.2
20140825,735836,2348
20140826,735837,2337.6
20140827,735838,2336
20140828,735839,2330.6
20140829,735840,2351.6
20140901,735843,2349.6
20140902,735844,2389.4
20140903,735845,2411.6
20140904,735846,2445.6
20140905,735847,2470.2
20140909,735851,2457.6
20140910,735852,2441.4
20140911,735853,2418
20140912,735854,2439.2
20140915,735857,2433
20140916,735858,2394.2
20140917,735859,2402
20140918,735860,2405.8
20140919,735861,2419.4
20140922,735864,2389.2
20140923,735865,2403.8
20140924,735866,2468.4
20140925,735867,2454.6
20140926,735868,2450.8
20140929,735871,2455.2
20140930,735872,2453.2
20141008,735880,2483.6
20141009,735881,2475
20141010,735882,2469.8
20141013,735885,2454.4
20141014,735886,2438.6
20141015,735887,2455
20141016,735888,2446.6
20141017,735889,2438
20141020,735892,2453.8
20141021,735893,2439.4
20141022,735894,2428.6
20141023,735895,2405.6
20141024,735896,2396.6
20141027,735899,2381
20141028,735900,2425.8
20141029,735901,2457.6
20141030,735902,2469.6
20141031,735903,2523.2
20141103,735906,2511.2
20141104,735907,2511
20141105,735908,2515.2
20141106,735909,2517.2
20141107,735910,2496.4
20141110,735913,2564.8
20141111,735914,2549.4
20141112,735915,2584.2
20141113,735916,2570.8
20141114,735917,2578.2
20141117,735920,2567
20141118,735921,2545
20141119,735922,2533.6
20141120,735923,2543.4
20141121,735924,2566
20141124,735927,2674.4
20141125,735928,2724.4
20141126,735929,2745.6
20141127,735930,2754.8
20141128,735931,2826
20141201,735934,2809.2
20141202,735935,2936
20141203,735936,2996.2
20141204,735937,3195.8
20141205,735938,3183
20141208,735941,3327.2
20141209,735942,3143
20141210,735943,3229.6
20141211,735944,3207.8
20141212,735945,3215.8
20141215,735948,3244
20141216,735949,3322.8
20141217,735950,3363.6
20141218,735951,3361.8
20141219,735952,3352.2
20141222,735955,3399.4
20141223,735956,3313
20141224,735957,3259
20141225,735958,3381
20141226,735959,3483
20141229,735962,3474.6
20141230,735963,3482.6
20141231,735964,3593.2
20150105,735969,3671.4
20150106,735970,3656.8
20150107,735971,3663.2
20150108,735972,3562
20150109,735973,3528
20150112,735976,3537.6
20150113,735977,3529.6
20150114,735978,3504.2
20150115,735979,3625
20150116,735980,3641.2
20150119,735983,3316.2
20150120,735984,3394.4
20150121,735985,3546
20150122,735986,3561.2
20150123,735987,3597
20150126,735990,3626.8
20150127,735991,3574.6
20150128,735992,3523.6
20150129,735993,3493.6
20150130,735994,3429.2
20150202,735997,3397
20150203,735998,3455.4
20150204,735999,3392
20150205,736000,3355.2
20150206,736001,3344.6
20150209,736004,3376.2
20150210,736005,3437.4
20150211,736006,3447
20150212,736007,3455.8
20150213,736008,3466
20150216,736011,3506.8
20150217,736012,3519
20150225,736020,3493.2
20150226,736021,3612.6
20150227,736022,3587.2
20150302,736025,3606.2
20150303,736026,3539.6
20150304,736027,3533.2
20150305,736028,3506.6
20150306,736029,3490.2
20150309,736032,3564.4
20150310,736033,3527.8
20150311,736034,3542.2
20150312,736035,3592
20150313,736036,3622.8
20150316,736039,3713.8
20150317,736040,3765
20150318,736041,3813
20150319,736042,3829.8
20150320,736043,3886.6
20150323,736046,3994.2
20150324,736047,3963.6
20150325,736048,3951.8
20150326,736049,3934
20150327,736050,3985.6
20150330,736053,4140.6
20150331,736054,4035.8
20150401,736055,4122.8
20150402,736056,4106.2
20150403,736057,4206
20150407,736061,4239.8
20150408,736062,4247.6
20150409,736063,4226.2
20150410,736064,4377
20150413,736067,4421
20150414,736068,4416.6
20150415,736069,4382.4
20150416,736070,4521.2
20150417,736071,4599.2
20150420,736074,4516.4
20150421,736075,4618.8
20150422,736076,4761
20150423,736077,4716
20150424,736078,4722
20150427,736081,4804
20150428,736082,4721
20150429,736083,4771
20150430,736084,4767.8
20150504,736088,4757.6
20150505,736089,4618
20150506,736090,4582
20150507,736091,4503.2
20150508,736092,4541.4
20150511,736095,4658
20150512,736096,4704
20150513,736097,4674.2
20150514,736098,4691
20150515,736099,4634.6
20150518,736102,4536.8
20150519,736103,4774
20150520,736104,4775
20150521,736105,4891.8
20150522,736106,5022.8
20150525,736109,5156.4
20150526,736110,5274.2
20150527,736111,5290
20150528,736112,4943.2
20150529,736113,4897
20150601,736116,5249
20150602,736117,5264.2
20150603,736118,5182.6
20150604,736119,5250.4
20150605,736120,5230.4
20150608,736123,5335.4
20150609,736124,5250.4
20150610,736125,5252.8
20150611,736126,5299.6
20150612,736127,5361.6
20150615,736130,5199.8
20150616,736131,5069.2
20150617,736132,5113.8
20150618,736133,4934
20150619,736134,4768
20150623,736138,4730.8
20150624,736139,4858.2
20150625,736140,4587.2
20150626,736141,4212.4
20150629,736144,4014.2
20150630,736145,4381.4
20150701,736146,4059
20150702,736147,4130
20150703,736148,3931.8
20150706,736151,4040.6
20150707,736152,3696.8
20150708,736153,3463.4
20150709,736154,3810
20150710,736155,4166.6
20150713,736158,4085.4
20150714,736159,4001.6
20150715,736160,3858.4
20150716,736161,4008
20150717,736162,4124.4
20150720,736165,3950
20150721,736166,3969
20150722,736167,3945.2
20150723,736168,4183.8
20150724,736169,4012.2
20150727,736172,3647.8
20150728,736173,3654
20150729,736174,3821.4
20150730,736175,3653.8
20150731,736176,3693.4
20150803,736179,3638.2
20150804,736180,3837.6
20150805,736181,3762.6
20150806,736182,3766.8
20150807,736183,3854.6
20150810,736186,4032.8
20150811,736187,4001.2
20150812,736188,3966.8
20150813,736189,4015.6
20150814,736190,4008.6
20150817,736193,4003.8
20150818,736194,3755
20150819,736195,3808.2
20150820,736196,3748.4
20150821,736197,3645.4
20150824,736200,3132.2
20150825,736201,2821.6
20150826,736202,2749.6
20150827,736203,3030.8
20150828,736204,3188.4
20150831,736207,3070.2
20150901,736208,2999
20150902,736209,2965.8
20150907,736214,3096.2
20150908,736215,3338
20150909,736216,3328.2
20150910,736217,3296.6
20150911,736218,3311.4
20150914,736221,3130.6
20150915,736222,3142.2
20150916,736223,3304.8
20150917,736224,3240.6
20150918,736225,3255
20150921,736228,3232.2
20150922,736229,3232.8
20150923,736230,3161
20150924,736231,3187
20150925,736232,3118
20150928,736235,3150
20150929,736236,3082.8
