Ntime,Time,Open Price,Closing Price,High price,Low Price,Volume,MACD,CCI,ATR,BOLL_MID,EMA20,MA5,MA10,MTM6,MTM12,ROC,SMI,WVAD,US dollar Index,Interbank Offered Rate
20100930,734411,9554.83,9369.35,9566.84,9369.35,1458023296,74.45267452,-8.74879383,197.49,9255.610385,9397.140379,9499.86,9531.988,-256.74,270.96,2.978109314,-0.01546882487,9792350.743,78.8,0.14462
20101001,734412,9440.52,9404.23,9470.36,9358.62,1632170496,65.20235666,-41.53148347,111.74,9271.344615,9397.815581,9486.372,9520.755,-221.86,305.84,3.361473843,-0.01106998265,4702394.022,78.03,0.14462
20101004,734415,9410.92,9381.06,9508.36,9358.82,1611695360,55.36359074,-56.34765432,149.54,9291.947308,9396.219811,9441.956,9507.911,-245.03,282.67,3.106813403,-0.02545477967,-9375808.266,78.49,0.14385
20101005,734416,9337.43,9518.76,9538.35,9332.19,1937879040,58.00884718,-29.51280912,206.16,9315.496538,9407.890305,9446.556,9497.178,-107.33,420.37,4.620267981,-0.008680383791,7120278.385,77.81,0.14308
20101006,734417,9588.47,9691.43,9693.74,9567,2342529536,73.19451707,122.5720814,174.98,9342.433846,9434.894086,9472.966,9506.11,65.34,593.04,6.518076275,0.01290934362,37410000.36,77.43,0.13846
20101007,734418,9661.09,9684.81,9716.92,9649.17,1711726208,83.72990496,131.1549166,67.75,9363.031923,9458.695601,9536.058,9517.959,58.72,586.42,6.445316149,0.02200765942,35111553.61,77.42,0.13692
20101008,734419,9675.59,9588.88,9675.59,9588.88,1479160576,83.37740368,62.03418784,95.93,9392.448077,9471.094116,9572.988,9529.68,-37.21,349.71,3.785080262,-0.00148493097,20969134.32,77.2,0.13692
20101012,734423,9648.59,9388.64,9650.2,9387.73,1407404672,66.17749637,-51.54471446,262.47,9410.202692,9463.241343,9574.504,9508.23,-214.5,89.33,0.9606089054,-0.01128082428,5161576.135,77.33,0.13692
20101013,734424,9473.78,9403.51,9510.19,9393.52,1439841152,53.13383684,-75.06675877,121.55,9423.305385,9457.552643,9551.454,9499.005,-92.25,-113.05,-1.187929252,-0.01630545077,-11854564,77.08,0.13692
20101014,734425,9515.17,9583.51,9614.44,9481.51,1709770240,56.66790602,34.56414914,210.93,9441.358462,9469.548582,9529.87,9501.418,24.13,74.01,0.7782743572,0.02234671848,-2383077.5,76.53,0.13692
20101015,734426,9551.21,9500.25,9553.57,9478.64,1437869312,52.14915217,-9.895518727,104.87,9449.009615,9472.472527,9492.958,9514.508,130.9,-125.84,-1.307280526,0.01010710244,-4825720.927,76.97,0.13692
20101018,734429,9517.68,9498.49,9564.85,9471.48,1048237568,47.87412677,-4.815699731,93.37,9459.49,9474.950381,9474.88,9523.934,-90.39,-127.6,-1.32556417,0.0123630177,-3880704.291,77.15,0.13692
20101019,734430,9490.09,9539.45,9575.14,9489.68,1184631808,47.24663818,15.4271961,85.46,9479.291923,9481.093202,9505.042,9539.773,-49.43,-62.66,-0.652564905,0.002168888143,-8438295.544,78.19,0.13692
20101020,734431,9399.65,9381.6,9402.05,9316.97,1384425856,33.62457005,-121.1540126,222.48,9490.184615,9471.617659,9500.66,9526.057,-7.04,-221.54,-2.306953767,-0.03196948232,-10811267.82,77.17,0.13692
20101021,734432,9443.95,9376.48,9479.25,9326.78,1314951040,22.16039052,-91.17044606,152.47,9495.465769,9462.55693,9459.254,9494.562,-27.03,-119.28,-1.256139582,-0.03183645317,-13330509.21,77.44,0.13692
20101022,734433,9404.09,9426.71,9457.62,9390.14,1084774528,16.93289498,-66.97737787,81.14,9499.5,9459.142936,9444.546,9468.752,-156.8,-132.67,-1.387851513,-0.01691229841,-23205885.64,77.37,0.13692
20101025,734436,9424.44,9401.16,9460.7,9392.68,980067520,10.60613472,-72.91934071,68.02,9503.417308,9453.620752,9425.08,9449.98,-99.09,31.81,0.3395112788,0.00133175055,-16053894.95,77.19,0.13692
20101026,734437,9386.55,9377.38,9455.04,9362.13,1073292160,3.631423576,-81.22816885,92.91,9498.064231,9446.359728,9392.666,9448.854,-121.11,-211.5,-2.205679913,-0.002778749637,-23254302.12,77.65,0.13692
20101027,734438,9436.01,9387.03,9453.79,9329.86,1302344192,-1.104676877,-78.07503718,123.93,9493.353846,9440.709278,9393.752,9447.206,-152.42,-201.85,-2.105042508,-0.02050188292,-19709673.81,78.06,0.13692
20101028,734439,9368.61,9366.03,9413.68,9350.44,1467766784,-6.477921654,-82.52833308,63.24,9483.351538,9433.596965,9391.662,9425.458,-15.57,-22.61,-0.240822952,-0.01412804926,-20740708.48,77.28,0.13692
20101029,734440,9327.25,9202.45,9337.92,9179.15,1669207040,-23.66302316,-202.5975148,186.88,9467.98,9411.582969,9346.81,9395.678,-174.03,-201.06,-2.13813778,-0.03116705919,-36751345.1,77.05,0.13692
20101101,734443,9166.85,9154.72,9258.32,9134.47,1254218752,-40.66499131,-203.0246894,123.85,9452.149231,9387.119829,9297.522,9361.301,-271.99,-428.79,-4.474247953,-0.04033041737,-45522149.64,77.23,0.13692
20101102,734444,9140.28,9159.98,9172.03,9123.62,1152064384,-53.10260178,-175.7581508,48.41,9440.161154,9365.487464,9254.042,9323.354,-241.18,-340.27,-3.581695219,-0.02362283619,-34781893.02,76.72,0.13692
20101104,734446,9282.79,9358.78,9377.76,9276.71,1330581632,-46.38332107,-28.70705683,217.78,9430.762692,9364.848658,9248.392,9321.072,-28.25,-180.67,-1.893924702,-0.001887701995,-28782706.77,75.85,0.13692
20101105,734447,9500.6,9625.99,9680.68,9497.45,1609373824,-19.27444507,163.9669849,321.9,9435.771538,9389.719262,9300.384,9346.023,259.96,244.39,2.604992752,0.02070228621,-4075697.825,76.59,0.13692
20101108,734450,9699.79,9732.92,9737.01,9677.87,1181783296,10.71438309,207.3237775,111.02,9442.446154,9422.405047,9406.478,9376.644,530.47,356.44,3.801426548,0.03408637901,7845436.001,77.03,0.13692
20101109,734451,9667.44,9694.49,9726.6,9659.86,1220923392,31.02216146,163.1616462,73.06,9454.951538,9448.317899,9514.432,9405.977,539.77,267.78,2.840651723,0.0327103334,16012106.8,77.74,0.13692
20101110,734452,9748.61,9830.52,9842.9,9747.03,1687951744,57.43068114,161.4930624,148.41,9471.347308,9484.718099,9648.54,9451.291,670.54,429.36,4.567095975,0.04511358504,13388932.22,77.64,0.13692
20101111,734453,9878.11,9861.46,9885.37,9834.82,1395512448,79.93478424,137.4264717,54.85,9489.824231,9520.59828,9749.076,9498.734,701.48,484.08,5.162209487,0.05023901126,-10237611.79,78.12,0.13692
20101112,734454,9810.3,9724.81,9851.42,9724.81,1293647488,85.75441163,86.06663202,136.65,9497.749231,9540.047016,9768.84,9534.612,366.03,337.78,3.598369239,0.05371415997,-24965555.43,78.14,0.13692
20101115,734457,9782.11,9827.51,9830.59,9744.99,1285293568,97.5292831,81.84758986,105.78,9502.983077,9567.424443,9787.758,9597.118,201.52,461.48,4.927167647,0.0684598642,-3357088.921,78.62,0.13692
20101116,734458,9892.82,9797.1,9908.3,9774.12,1332958976,103.217296,77.47319291,134.18,9507.301923,9589.298305,9808.28,9661.356,64.18,594.65,6.461866133,0.06503148891,1072900.729,79.21,0.13692
20101117,734459,9693.21,9811.66,9817.37,9693.21,1126151936,107.6589323,55.69261326,124.16,9515.870385,9610.47561,9804.508,9726.524,117.17,656.94,7.175970428,0.0461573271,20488634.73,79.05,0.13692
20101118,734460,9820.6,10013.63,10013.63,9798.56,1889351040,126.0235314,93.80997751,215.07,9539.908462,9648.871266,9834.942,9792.009,183.11,853.65,9.319343492,0.03871123658,28655953.84,78.57,0.13692
20101119,734461,10124.84,10022.39,10130.23,10019.08,1607736832,139.6743878,121.7845832,116.6,9563.711538,9684.444479,9894.458,9831.649,160.93,862.41,9.414976889,0.02888233246,23615972.73,78.49,0.13692
20101122,734464,10133.48,10115.19,10157.97,10091.99,1217610752,156.1806214,141.6962929,135.58,9584.160769,9725.467862,9951.994,9869.876,390.38,756.41,8.082356888,0.04159091426,22395097.19,78.64,0.13692
20101124,734466,9942.54,10030.11,10064.31,9904.92,1501440000,160.5460109,93.20728146,210.27,9604.54,9754.481399,9998.596,9903.438,233.01,297.19,3.053451585,0.01989908386,23801917.14,79.76,0.13692
20101125,734467,10117.85,10079.76,10123.27,10038.79,1337782272,166.0972875,114.2949705,93.16,9626.896538,9785.460313,10052.216,9928.362,268.1,385.27,3.97411313,0.02165726168,20707283.34,79.68,0.13692
20101126,734468,10078.09,10039.56,10134.64,10039.56,1157889152,165.3468941,91.05943958,95.08,9646.131538,9809.660283,10057.402,9946.172,25.93,209.04,2.126438886,0.03135097554,21833913.03,80.39,0.13692
20101129,734471,10075.66,10125.99,10149.94,10044.01,1247720960,169.7693848,93.1490703,110.38,9674.761923,9839.786923,10078.122,9986.29,103.6,264.53,2.68246284,0.02947662401,24125870.89,80.76,0.13692
20101130,734472,10070.31,9937.04,10101.42,9937.04,1533413760,156.2266709,27.40178463,188.95,9696.321923,9849.049121,10042.492,9997.243,-178.15,212.23,2.182356262,0.01408266446,15048123.46,81.3,0.13692
20101201,734473,9939.8,9988.05,9988.05,9918.55,1226014592,147.9050953,6.31163162,69.5,9717.911923,9862.2873,10034.08,10016.338,-127.14,160.54,1.63357758,0.01766010382,24618977.91,80.7,0.13692
20101202,734474,10151.15,10168.52,10187.59,10143.08,1313565312,154.0962815,113.1074802,199.54,9747.425769,9891.452319,10051.832,10052.024,138.41,371.42,3.791121863,0.01523230519,34892323.64,80.23,0.13692
20101203,734475,10231.78,10178.32,10254,10154.99,1077392640,157.9726093,117.4160296,99.01,9778.231154,9918.77305,10079.584,10068.493,98.56,366.66,3.736982325,0.01531981702,29673795.28,79.17,0.13692
20101206,734478,10175.23,10167.23,10179.82,10143.58,953077440,158.3246883,87.13709104,36.24,9808.238846,9942.435617,10087.832,10082.977,127.67,153.6,1.533909282,0.005118404915,40690551.71,79.64,0.13692
20101207,734479,10152.92,10141.1,10167.1,10094.41,1147603072,154.7118192,61.35906982,72.82,9838.049231,9961.356034,10128.644,10085.568,15.11,118.71,1.184448021,0.01094457209,40052848.55,79.97,0.13615
20101208,734480,10200.16,10232.33,10258.9,10184.32,1265513600,157.395733,128.0126627,117.8,9877.66,9987.163079,10177.5,10105.79,295.29,117.14,1.158060303,0.01491058244,40823408.34,80,0.13615
20101209,734481,10277.87,10285.88,10298.25,10240.11,1534018432,161.9766257,151.4319274,65.92,9921.166154,10015.61231,10200.972,10126.402,297.83,170.69,1.687462124,0.02394739196,32930812.77,80.05,0.13615
20101210,734482,10373.7,10211.95,10373.7,10194.27,2406718464,157.8222069,115.9077829,179.43,9961.626538,10034.31114,10207.698,10143.641,43.43,181.84,1.812941234,0.008417589197,221623.3579,80.11,0.13615
20101213,734485,10212.52,10293.89,10293.89,10199.73,1452812800,159.305301,98.85219815,94.16,9997.592308,10059.03293,10233.03,10160.431,115.57,214.13,2.124356135,0.03466619519,6156053.127,79.34,0.13615
20101214,734486,10272.7,10316.77,10319.24,10267.22,1705273728,160.4770094,113.3783468,52.02,10024.16077,10083.57932,10268.164,10198.404,149.54,277.21,2.761176785,0.0318626857,15654238.21,79.42,0.13615
20101215,734487,10338.14,10309.78,10340.69,10282.85,1374273408,159.0086099,104.2748367,57.84,10046.34769,10105.12224,10283.654,10230.577,168.68,183.79,1.815032407,0.01370155328,-5505699.199,80.24,0.13615
20101216,734488,10297.55,10311.29,10347.39,10282.54,1407895552,156.1665464,92.89304034,64.85,10070.07077,10124.75727,10288.736,10244.854,78.96,374.25,3.766212071,0.01289557369,2073754.155,80.02,0.13615
20101217,734489,10307.17,10303.83,10327.42,10280.8,1404461312,151.5650829,75.44382085,46.62,10088.275,10141.81181,10307.112,10257.405,17.95,315.78,3.161578086,0.0132572063,9802561.941,80.36,0.13615
20101220,734492,10296.55,10216.41,10301.15,10182.74,1136107904,139.2590352,10.79903748,121.09,10101.92692,10148.9164,10291.616,10262.323,4.46,47.89,0.470963326,0.007371473933,-4703487.845,80.57,0.13615
20101221,734493,10277.14,10370.53,10372.51,10266.29,1132900864,140.3250201,109.5080317,156.1,10126.76231,10170.02246,10302.368,10285.266,76.64,192.21,1.888425595,0.01332622344,14766054.09,80.67,0.13769
20101222,734494,10348.48,10346.48,10394.22,10327.6,1421079808,137.6425295,121.1081725,66.62,10146.72269,10186.82794,10309.708,10296.681,29.71,179.25,1.763017066,0.005857064432,3595818.686,80.67,0.13692
20101224,734496,10275.97,10279.19,10290.89,10264.06,862064000,128.6044239,13.99075609,82.42,10165.26462,10195.62433,10303.288,10296.012,-32.1,46.86,0.4579602104,0.00654137145,-12326912.27,80.45,0.13692
20101227,734499,10292.84,10355.99,10376.91,10292.84,831455168,126.1842054,95.5101402,97.72,10186.20038,10210.89725,10313.72,10310.416,52.16,70.11,0.6816140184,0.005996529545,8737595.104,80.27,0.13692
20101228,734500,10330.01,10292.63,10340.84,10292.63,779483392,117.7956671,31.64899756,63.36,10196.93115,10218.68132,10328.964,10310.29,76.22,80.68,0.7900547888,-0.002339879633,6069090.237,80.38,0.13692
20101229,734501,10282.84,10344.54,10344.54,10276.61,875745216,114.0220184,52.41088385,67.93,10209.32154,10230.66786,10323.766,10313.067,-25.99,50.65,0.4920394525,0.003360226748,5774360.267,79.76,0.13615
20101230,734502,10303.13,10228.92,10315.47,10209.93,1077535744,100.542812,-106.0100766,134.61,10213.69577,10230.5014,10300.254,10304.981,-117.56,-87.85,-0.8515262044,-0.007988331237,4229452.217,79.52,0.13615
20110104,734507,10352.19,10398.1,10409.17,10321.28,1140936064,102.3322335,153.3180537,180.25,10227.84923,10246.46317,10324.036,10313.662,118.91,86.81,0.8418927215,0.00906607938,14881420.53,79.43,0.13615
20110105,734508,10387.95,10380.77,10413.45,10358.01,1146172800,101.1855726,143.2623599,55.44,10239.42654,10259.2543,10328.992,10321.356,24.78,76.94,0.7467126302,0.01583312221,7468784.012,80.23,0.13615
