Ntime,Matlab_time,Close
20160511,736461,19898
20160512,736462,19803
20160513,736463,19604
20160516,736466,19816
20160517,736467,19946
20160518,736468,19686
20160519,736469,19606
20160520,736470,19855
20160523,736473,19833
20160524,736474,19862
20160525,736475,20360
20160526,736476,20381
20160527,736477,20577
20160530,736480,20666
20160531,736481,20474
20160601,736482,20532
20160602,736483,20611
20160603,736484,20711
20160606,736487,20776
20160607,736488,21103
20160608,736489,21114
20160610,736491,20808
20160613,736494,20378
20160614,736495,20180
20160615,736496,20269
20160616,736497,19871
20160617,736498,19977
20160620,736501,20336
20160621,736502,20475
20160622,736503,20743
20160623,736504,20893
20160624,736505,20156
20160627,736508,20115
20160628,736509,20153
20160629,736510,20349
20160630,736511,20947
20160704,736515,21038
20160705,736516,20725
20160706,736517,20510
20160707,736518,20706
20160708,736519,20559
20160711,736522,20875
20160712,736523,21277
20160713,736524,21316
20160714,736525,21586
20160715,736526,21731
20160718,736529,21760
20160719,736530,21670
20160720,736531,21890
20160721,736532,22003
20160722,736533,21992
20160725,736536,22050
20160726,736537,22108
20160727,736538,22168
20160728,736539,22143
20160729,736540,21774
20160801,736543,22120
20160803,736545,21679
20160804,736546,21812
20160805,736547,22123
20160808,736550,22448
20160809,736551,22429
20160810,736552,22420
20160811,736553,22560
20160812,736554,22757
20160815,736557,22927
20160816,736558,22919
20160817,736559,22739
20160818,736560,23055
20160819,736561,22912
20160822,736564,22963
20160823,736565,23041
20160824,736566,22818
20160825,736567,22790
20160826,736568,22914
20160829,736571,22824
20160830,736572,23003
20160831,736573,22929
20160901,736574,23177
20160902,736575,23210
20160905,736578,23598
20160906,736579,23714
20160907,736580,23659
20160908,736581,23884
20160909,736582,24084
20160912,736585,23290
20160913,736586,23247
20160914,736587,23252
20160915,736588,23349
20160919,736592,23531
20160920,736593,23509
20160921,736594,23657
20160922,736595,23800
20160923,736596,23680
20160926,736599,23315
20160927,736600,23622
20160928,736601,23641
20160929,736602,23702
20160930,736603,23313
