0.1467 ,-0.3122,2.0027 ,-0.7734,0.2064 ,-1.4604,-0.4139,0.4166 ,-0.5089,-0.2294
0.1467 ,-0.3122,2.0027 ,-0.7734,0.2026 ,-1.4604,-0.4139,0.4166 ,-0.5088,-0.2294
0.1467 ,-0.3122,2.0027 ,-0.7734,0.2026 ,-1.4604,-0.4139,0.4166 ,-0.5088,-0.2294
0.1467 ,-0.3122,2.0027 ,-0.7734,0.2026 ,-1.4604,-0.4139,0.4146 ,-0.5085,-0.2294
0.0073 ,-0.1694,1.8464 ,-0.6030,0.3108 ,-1.4604,-0.2777,0.5049 ,-0.5906,-0.3350
0.0073 ,-0.1694,1.8464 ,-0.6030,0.3108 ,-1.4604,-0.2777,0.5049 ,-0.5905,-0.3350
0.0073 ,-0.1694,1.8464 ,-0.6030,0.3108 ,-1.4604,-0.2777,0.5049 ,-0.5904,-0.3350
0.0073 ,-0.1694,1.8464 ,-0.6030,0.3108 ,-1.4604,-0.2777,0.5049 ,-0.5904,-0.3350
-0.0783,-0.0640,1.7439 ,-0.4879,0.3993 ,-1.1900,-0.1361,0.5821 ,-0.6628,-0.4222
-0.0783,-0.0640,1.7439 ,-0.4879,0.3993 ,-1.1900,-0.1361,0.5821 ,-0.6627,-0.4222
-0.0783,-0.0640,1.7439 ,-0.4879,0.3993 ,-1.1900,-0.1361,0.5821 ,-0.6626,-0.4222
-0.0783,-0.0640,1.7439 ,-0.4879,0.3993 ,-1.1900,-0.1361,0.5821 ,-0.6626,-0.4172
-0.7973,0.7626 ,0.1172 ,0.6441 ,0.8367 ,0.1893 ,0.7297 ,0.8527 ,-0.8566,-0.8411
-0.7973,0.7626 ,0.1172 ,0.6441 ,0.8367 ,0.1893 ,0.7297 ,0.8527 ,-0.8565,-0.8361
-0.7973,0.7626 ,0.1172 ,0.6441 ,0.8367 ,0.1893 ,0.7297 ,0.8527 ,-0.8564,-0.8361
-0.7973,0.7626 ,0.1172 ,0.6441 ,0.8367 ,0.1893 ,0.7297 ,0.8527 ,-0.8564,-0.8361
-0.6579,0.6174 ,0.3761 ,0.4602 ,0.7487 ,-0.1082,0.6045 ,0.7909 ,-0.8061,-0.7561
-0.6579,0.6174 ,0.3761 ,0.4602 ,0.7487 ,-0.1082,0.6045 ,0.7909 ,-0.8061,-0.7561
-0.6579,0.6174 ,0.3761 ,0.4543 ,0.7487 ,-0.1082,0.6045 ,0.7909 ,-0.8060,-0.7561
-0.6579,0.6174 ,0.3761 ,0.4543 ,0.7487 ,-0.1082,0.6045 ,0.7909 ,-0.8059,-0.7561
-0.8683,0.8505 ,-0.0440,0.7726 ,0.8810 ,0.4868 ,0.8659 ,0.8759 ,-0.8719,-0.8822
-0.8683,0.8505 ,-0.0440,0.7726 ,0.8810 ,0.4868 ,0.8659 ,0.8759 ,-0.8719,-0.8822
-0.8683,0.8505 ,-0.0440,0.7726 ,0.8810 ,0.4868 ,0.8659 ,0.8759 ,-0.8718,-0.8822
-0.8683,0.8505 ,-0.0440,0.7726 ,0.8810 ,0.4868 ,0.8659 ,0.8759 ,-0.8717,-0.8822
-0.9392,0.9445 ,-0.3029,0.9187 ,0.9132 ,0.7573 ,0.9312 ,0.8809 ,-0.8654,-0.9100
-0.9392,0.9445 ,-0.3029,0.9187 ,0.9132 ,0.7573 ,0.9312 ,0.8809 ,-0.8654,-0.9100
-0.9392,0.9445 ,-0.3029,0.9187 ,0.9132 ,0.7573 ,0.9312 ,0.8809 ,-0.8653,-0.9100
-0.9392,0.9445 ,-0.3029,0.9187 ,0.9132 ,0.7573 ,0.9312 ,0.8809 ,-0.8653,-0.9100
-1.0248,1.0300 ,-0.4592,1.0338 ,0.9652 ,0.7573 ,1.0674 ,0.9170 ,-0.8939,-0.9589
-1.0248,1.0300 ,-0.4592,1.0338 ,0.9652 ,0.7573 ,1.0674 ,0.9170 ,-0.8939,-0.9589
-1.0248,1.0300 ,-0.4592,1.0338 ,0.9613 ,0.7573 ,1.0674 ,0.9170 ,-0.8938,-0.9589
