Date,Ntime,close price
20150624,736139,8350.3
20150625,736140,8398
20150626,736141,8381.65
20150629,736144,8319.15
20150630,736145,8377.8
20150701,736146,8455.2
20150702,736147,8438.3
20150703,736148,8488
20150706,736151,8537.75
20150707,736152,8516.6
20150708,736153,8378
20150709,736154,8346.1
20150710,736155,8385.55
20150713,736158,8481.95
20150714,736159,8465.9
20150715,736160,8542.05
20150716,736161,8626.65
20150717,736162,8625.05
20150720,736165,8628.25
20150721,736166,8545
20150722,736167,8648.4
20150723,736168,8603.7
20150724,736169,8534.35
20150727,736172,8372.8
20150728,736173,8350.95
20150729,736174,8377.65
20150730,736175,8421.8
20150731,736176,8569.65
20150803,736179,8561.7
20150804,736180,8547.55
20150805,736181,8592.65
20150806,736182,8615
20150807,736183,8594.1
20150810,736186,8544.3
20150811,736187,8490.8
20150812,736188,8365.45
20150813,736189,8381
20150814,736190,8542.7
20150817,736193,8488.05
20150818,736194,8481.7
20150819,736195,8505.4
20150820,736196,8380.05
20150821,736197,8306.35
20150824,736200,7806.35
20150825,736201,7896.2
20150826,736202,7800.7
20150827,736203,7948.95
20150828,736204,8022.7
20150831,736207,8000.05
20150901,736208,7798.8
20150902,736209,7742.15
20150903,736210,7842.55
20150904,736211,7664.35
20150907,736214,7574.5
20150908,736215,7719.4
20150909,736216,7826.7
20150910,736217,7808.25
20150911,736218,7789.35
20150914,736221,7875.2
20150915,736222,7828.55
20150916,736223,7896.3
20150918,736225,7982.55
20150921,736228,7980.05
20150922,736229,7797.1
20150923,736230,7855.45
20150924,736231,7868.5
20150928,736235,7825.5
20150929,736236,7875.85
20150930,736237,7980.35
20151001,736238,7976.95
20151005,736242,8132.8
20151006,736243,8160.55
20151007,736244,8194.65
20151008,736245,8157.25
20151009,736246,8205.35
20151012,736249,8149.6
20151013,736250,8138.8
20151014,736251,8121.4
20151015,736252,8187
20151016,736253,8259.45
20151019,736256,8270.75
20151020,736257,8253.9
20151021,736258,8262.3
20151023,736260,8304.15
20151026,736263,8263.6
20151027,736264,8244.25
20151028,736265,8173.6
20151029,736266,8111.75
20151030,736267,8094.7
20151102,736270,8076.15
20151103,736271,8087.25
20151104,736272,8070.05
20151105,736273,7989.4
20151106,736274,7977.4
20151109,736277,7936.05
20151110,736278,7802.5
20151111,736279,7825.05
20151113,736281,7774.3
20151116,736284,7827.25
20151117,736285,7852.6
20151118,736286,7731.95
20151119,736287,7858.35
20151120,736288,7851.6
20151123,736291,7851.25
20151124,736292,7832.25
20151126,736294,7883.8
20151127,736295,7972.2
20151130,736298,7980.1
20151201,736299,7987.75
20151202,736300,7962.9
20151203,736301,7890.8
20151204,736302,7820.5
20151207,736305,7808.8
20151208,736306,7728.6
20151209,736307,7644.35
20151210,736308,7710.75
20151211,736309,7627.9
20151214,736312,7668
20151215,736313,7709.4
20151216,736314,7758.2
20151217,736315,7856.4
20151218,736316,7790.1
20151221,736319,7841.45
20151222,736320,7785.1
20151223,736321,7864
20151224,736322,7871.75
20151228,736326,7908.55
20151229,736327,7932.05
20151230,736328,7901.9
20151231,736329,7946.35
20160101,736330,7982
20160104,736333,7809.8
20160105,736334,7802.75
20160106,736335,7750.05
20160107,736336,7582.05
20160108,736337,7605.2
20160111,736340,7583.75
20160112,736341,7534.05
20160113,736342,7574.55
20160114,736343,7540.55
20160115,736344,7446.25
20160118,736347,7372.25
20160119,736348,7438.1
20160120,736349,7306.95
20160121,736350,7290.85
20160122,736351,7430.7
20160125,736354,7435.45
20160127,736356,7433.4
20160128,736357,7424.65
20160129,736358,7568.05
20160201,736361,7565.35
20160202,736362,7474.95
20160203,736363,7383.5
20160204,736364,7422.65
20160205,736365,7519.2
20160208,736368,7393.45
20160209,736369,7325.05
20160210,736370,7246.55
20160211,736371,6993.45
20160212,736372,6990
20160215,736375,7161.45
20160216,736376,7054.1
20160217,736377,7120.9
20160218,736378,7190.85
20160219,736379,7212.45
20160222,736382,7240.7
20160223,736383,7113.1
20160224,736384,7019.05
20160225,736385,6970.6
20160226,736386,7055.15
20160229,736389,7008.95
20160301,736390,7229.05
20160302,736391,7361.55
20160303,736392,7449.55
20160304,736393,7460.35
20160308,736397,7452.65
20160309,736398,7535.05
20160310,736399,7483.7
20160311,736400,7512.2
20160314,736403,7546.85
20160315,736404,7485.4
20160316,736405,7527
20160317,736406,7512.75
20160318,736407,7605.3
20160321,736410,7713.35
20160322,736411,7726.25
20160323,736412,7736.3
20160328,736417,7638.6
20160329,736418,7620.05
20160330,736419,7741
20160331,736420,7738.4
20160401,736421,7748.75
20160404,736424,7790.75
20160405,736425,7623.5
20160406,736426,7634.7
20160407,736427,7565.05
20160408,736428,7578.1
20160411,736431,7702.1
20160412,736432,7732.8
20160413,736433,7867.85
20160418,736438,7920.3
20160420,736440,7929.85
20160421,736441,7913.35
20160422,736442,7911.15
20160425,736445,7865
20160426,736446,7979.15
20160427,736447,7990.35
20160428,736448,7847.25
20160429,736449,7894.8
20160502,736452,7840.1
20160503,736453,7783.8
20160504,736454,7732.75
20160505,736455,7773.1
20160506,736456,7760.25
20160509,736459,7904.3
20160510,736460,7919.75
20160511,736461,7865.85
20160512,736462,7928.2
20160513,736463,7830.55
20160516,736466,7887.2
20160517,736467,7907.6
20160518,736468,7879.3
20160519,736469,7785.1
20160520,736470,7763.35
20160523,736473,7744.85
20160524,736474,7759.3
20160525,736475,7943
20160526,736476,8069.65
20160527,736477,8172.45
20160530,736480,8194.3
20160531,736481,8190.9
20160601,736482,8194.55
20160602,736483,8243.25
20160603,736484,8238.9
20160606,736487,8229.8
20160607,736488,8283.15
20160608,736489,8284.2
20160609,736490,8229.35
20160610,736491,8190.4
20160613,736494,8130.65
20160614,736495,8120.55
20160615,736496,8221.35
20160616,736497,8158.75
20160617,736498,8174.4
20160620,736501,8251.9
20160621,736502,8225.1
20160622,736503,8205.05
20160623,736504,8282.25
20160624,736505,8086.9
20160627,736508,8104.6
20160628,736509,8136.05
20160629,736510,8204.5
20160630,736511,8287.75
20160701,736512,8355.15
20160704,736515,8387.35
20160705,736516,8354
20160707,736518,8358.3
20160708,736519,8336.45
20160711,736522,8489.4
20160712,736523,8528.75
20160713,736524,8520.05
20160714,736525,8576.55
20160715,736526,8554.85
20160718,736529,8520.5
20160719,736530,8540.45
20160720,736531,8584.15
20160721,736532,8519.75
20160722,736533,8554.3
20160725,736536,8639.7
20160726,736537,8592.85
20160727,736538,8614.75
20160728,736539,8666.3
20160729,736540,8686.6
20160801,736543,8682
20160802,736544,8660.3
20160803,736545,8582.55
20160804,736546,8594.4
20160805,736547,8708.2
20160808,736550,8742.3
20160809,736551,8702.55
20160810,736552,8598.05
20160811,736553,8612.45
20160812,736554,8678.4
20160816,736558,8659.9
20160817,736559,8631.4
20160818,736560,8685.1
20160819,736561,8677.25
20160822,736564,8633.2
20160823,736565,8641.75
20160824,736566,8654.65
20160825,736567,8592.2
20160826,736568,8625
20160829,736571,8649.75
20160830,736572,8794.6
20160831,736573,8836.15
20160901,736574,8808.35
20160902,736575,8840.15
20160906,736579,8961.2
20160907,736580,8952.1
20160908,736581,8982.55
20160909,736582,8903.75
20160912,736585,8742.35
20160914,736587,8768.55
20160915,736588,8773.5
20160916,736589,8808.2
20160919,736592,8832.1
20160920,736593,8807.2
20160921,736594,8806.95
20160922,736595,8884.45
20160923,736596,8843.65
20160926,736599,8735.15
20160927,736600,8716.55
20160928,736601,8758.45
20160929,736602,8591.25
20160930,736603,8640.65
