Ntime,Time,Close Price
20160510,736460,16580
20160511,736461,16580
20160512,736462,16710
20160513,736463,16340
20160516,736466,16520
20160517,736467,16700
20160518,736468,16590
20160519,736469,16640
20160520,736470,16740
20160523,736473,16650
20160524,736474,16480
20160525,736475,16770
20160526,736476,16790
20160527,736477,16820
20160530,736480,17080
20160531,736481,17230
20160601,736482,16970
20160602,736483,16590
20160603,736484,16660
20160606,736487,16560
20160607,736488,16700
20160608,736489,16850
20160609,736490,16630
20160610,736491,16530
20160613,736494,15970
20160614,736495,15780
20160615,736496,15900
20160616,736497,15370
20160617,736498,15530
20160620,736501,15920
20160621,736502,16160
20160622,736503,15990
20160623,736504,16170
20160624,736505,14950
20160627,736508,15360
20160628,736509,15300
20160629,736510,15570
20160630,736511,15570
20160701,736512,15670
20160704,736515,15760
20160705,736516,15600
20160706,736517,15280
20160707,736518,15260
20160708,736519,15120
20160711,736522,15710
20160712,736523,16150
20160713,736524,16230
20160714,736525,16400
20160715,736526,16560
20160719,736530,16720
20160720,736531,16690
20160721,736532,16810
20160722,736533,16630
20160725,736536,16610
20160726,736537,16340
20160727,736538,16710
20160728,736539,16410
20160729,736540,16610
20160801,736543,16590
20160802,736544,16340
20160803,736545,16030
20160804,736546,16190
20160805,736547,16210
20160808,736550,16610
20160809,736551,16730
20160810,736552,16770
20160812,736554,16920
20160815,736557,16870
20160816,736558,16600
20160817,736559,16750
20160818,736560,16500
20160819,736561,16520
20160822,736564,16570
20160823,736565,16510
20160824,736566,16540
20160825,736567,16520
20160826,736568,16400
20160829,736571,16730
20160830,736572,16740
20160831,736573,16890
20160901,736574,16940
20160902,736575,16940
20160905,736578,17030
20160906,736579,17080
20160907,736580,16990
20160908,736581,16940
20160909,736582,16860
20160912,736585,16540
20160913,736586,16600
20160914,736587,16480
20160915,736588,16260
20160916,736589,16350
20160920,736593,16320
20160921,736594,16730
20160923,736596,16570
20160926,736599,16400
20160927,736600,16540
20160928,736601,16460
20160929,736602,16720
20160930,736603,16450
