Close Price,Volume,EMA20,WVAD,US Dollar Index,Federal Fund Rate
1105.65,370082.0,1088.88176,10379666.12,75.11,0.12
1110.63,303635.0,1090.953021,7894928.866,74.26,0.11
1091.49,236291.0,1091.004162,13421281.73,74.9,0.12
1095.63,389552.0,1091.444718,23931319.03,74.81,0.13
1108.86,424931.0,1093.103316,34874303.63,74.44,0.13
1109.24,394134.0,1094.640143,47095913.83,74.63,0.13
1099.92,481003.0,1095.142987,30028471.72,74.8,0.13
1105.98,578114.0,1096.175083,45906841.71,75.77,0.12
1103.25,410336.0,1096.8488849999999,40261216.67,75.75,0.12
1091.94,474803.0,1096.381372,28575004.2,76.22,0.12
1095.95,411541.0,1096.340289,32948813.32,76.01,0.12
1102.35,399649.0,1096.912642,26585541.67,76.01,0.12
1106.41,379109.0,1097.817153,26125334.68,76.53,0.12
1114.11,454849.0,1099.368852,23899266.54,76.32,0.12
1107.93,504510.0,1100.1842,15706306.81,76.91,0.13
1109.18,482982.0,1101.040943,14581311.2,76.9,0.14
1096.08,761507.04,1100.5684720000002,5115211.531,77.75,0.13
1102.47,632589.0,1100.74957,14175811.58,77.71,0.12
1114.05,397734.0,1102.016277,12583517.25,78.08,0.12
1118.02,364113.0,1103.540441,16015970.26,78.28,0.12
1120.59,316687.0,1105.164209,17569627.63,77.88,0.11
1126.48,126771.0,1107.194284,26371165.85,77.73,0.11
1127.78,271640.0,1109.1548289999998,30966428.07,77.65,0.12
1126.2,249102.0,1110.778178,22996064.59,77.83,0.12
1126.42,227730.0,1112.267876,24133915.49,77.89,0.11
1115.1,207699.0,1112.5376019999999,15154378.95,77.92,0.05
1132.99,399140.0,1114.485449,26487809.69,77.51,0.12
1136.52,249102.0,1116.583978,27418348.88,77.63,0.12
1137.14,497266.0,1118.541694,23012791.59,77.47,0.12
1141.69,527068.0,1120.746295,27936879.92,77.99,0.1
1144.98,438959.0,1123.054267,37744780.86,77.48,0.11
1146.98,425578.0,1125.332908,35547290.79,77.02,0.11
1136.22,471616.0,1126.369774,31563184.02,77.0,0.11
1145.68,417036.0,1128.208843,43783565.97,76.84,0.11
1148.46,391520.0,1130.137525,43323590.53,76.76,0.11
1136.03,475873.0,1130.698713,29250636.31,77.2,0.12
1150.23,472483.0,1132.558835,35230016.08,77.53,0.13
1138.04,481056.0,1133.080851,22101733.02,78.36,0.13
1116.48,687428.96,1131.499818,17789015.59,78.43,0.12
1091.76,620865.0,1127.715073,4359085.75,78.27,0.11
1096.78,448139.0,1124.768876,23448010.71,78.2,0.12
1092.17,473191.0,1121.664221,7805549.402000001,78.5,0.12
1097.5,531912.0,1119.362866,5923372.187000001,78.72,0.12
1084.53,545240.0,1116.045451,-4929068.71,78.93,0.12
1073.87,541285.0,1112.028741,-15119445.44,79.49,0.12
1089.19,407761.0,1109.853623,-8587439.545,79.19,0.14
1103.32,474954.0,1109.231373,-486365.6963,79.0,0.14
1097.28,428545.0,1108.093147,-1628413.346,79.41,0.13
1063.11,585969.0,1103.809038,-15810347.05,80.0,0.14
1066.19,643890.0,1100.226272,-9662442.273,80.25,0.13
1056.74,408982.0,1096.084723,-23297341.91,80.38,0.13
1070.52,511426.0,1093.649987,-22888170.11,79.77,0.13
1068.13,425145.0,1091.219512,-26345654.0,80.04,0.12
1078.47,440087.0,1090.005273,-26004794.52,79.99,0.12
1075.51,416068.0,1088.624771,-30540987.74,80.24,0.12
1094.87,408077.0,1089.219554,-22603456.22,79.64,0.13
1099.51,425923.0,1090.199597,-11809070.42,80.47,0.12
1106.75,387862.0,1091.775826,-10506039.7,80.92,0.12
1109.17,394428.0,1093.432414,-10634863.43,80.53,0.13
1108.01,381444.0,1094.820755,-3293517.0089999996,80.56,0.12
1094.6,452105.0,1094.799731,-19209483.26,80.92,0.12
1105.24,416836.0,1095.794042,-6746438.091,80.77,0.11
1102.94,452113.0,1096.47461,5560253.176,80.74,0.12
1104.49,394519.0,1097.23798,19772058.37,80.35,0.13
1115.71,384764.0,1098.99722,23860805.17,80.72,0.14
1118.31,413468.0,1100.836533,28363404.92,80.47,0.14
1118.79,395132.0,1102.5463869999999,23826805.21,80.01,0.15
1122.97,394501.0,1104.491493,34650581.09,80.55,0.16
1138.7,413300.0,1107.749446,51174703.65,80.44,0.17
1138.5,377468.0,1110.67807,42239247.73,80.43,0.15
1140.45,518557.0,1113.513492,36700771.05,80.56,0.14
1145.61,546912.0,1116.5703019999999,47097289.62,80.4,0.14
1150.24,466906.0,1119.77694,65039042.6,80.26,0.15
1149.99,492816.0,1122.654374,61380791.25,79.8,0.17
1150.51,416411.0,1125.307291,68921694.64,80.23,0.2
1159.46,436977.0,1128.5599300000001,70974037.26,79.67,0.2
1166.21,496320.0,1132.145651,77401918.33,79.75,0.18
1165.83,423451.0,1135.353684,71608375.99,80.31,0.18
1159.9,521241.0,1137.691429,63322067.21,80.77,0.18
1165.81,426168.0,1140.369388,59026233.38,80.53,0.18
1174.17,441164.0,1143.5884939999999,60228393.69,80.88,0.17
1167.72,470575.0,1145.886732,48177129.22,81.91,0.17
1165.73,566890.0,1147.776567,42015628.89,82.15,0.17
1166.59,470842.0,1149.568323,43740479.15,81.62,0.17
1173.22,437558.0,1151.820864,56871613.13,81.29,0.16
1173.27,408500.0,1153.863638,48989125.61,81.47,0.16
1169.43,448434.0,1155.346149,45531853.12,81.07,0.09
1178.1,400687.0,1157.5131820000001,49018953.05,80.72,0.17
1187.44,388162.0,1160.363356,47804711.49,81.11,0.2
1189.44,408618.0,1163.13256,48937665.14,81.39,0.2
1182.45,510143.0,1164.972316,45042364.7,81.61,0.19
1186.44,472697.0,1167.016857,43611081.52,81.5,0.19
