Date,Ntime,Open Price,High Price,Low price,Closing Price,Volume,MACD,CCI,ATR,BOLL_MID,EMA20,MA5,MA10,MTM6,MTM12,ROC,SMI,WVAD,US dollar Index,Interbank Offered Rate
20101104,734446,6209.6,6290.15,6199.35,6281.8,125032367,53.02,201.67,129.65,6097.08,6087.162007,6139.31,6095.075,269.15,254.5,4.222454499,0.034345251,-334690478,75.85,7.08
20101105,734447,6321.85,6338.5,6303.1,6312.45,27174949,64.86,219.26,56.7,6107.53,6108.618006,6198.26,6119.715,324.75,330.35,5.52230822,0.032736893,-377085446.1,76.59,7.114
20101108,734450,6335.25,6335.9,6265.35,6273.2,153925612,70.27,161.18,70.55,6114.4,6124.292482,6229.39,6136.455,255.5,171.7,2.814062116,0.030478862,-484265712,77.03,7.2
20101109,734451,6281,6310.9,6243.55,6301.55,139822783,75.97,128.54,67.35,6124.93,6141.17415,6265.9,6158.41,184,235.5,3.882262757,0.045845863,-513977862.5,77.74,7.46
20101110,734452,6303.2,6307.65,6269.25,6275.7,125609850,77.51,114.98,38.4,6127.03,6153.986136,6288.94,6184.715,156.7,169.9,2.782600151,0.045891295,-481703073.3,77.64,7.2
20101111,734453,6286.35,6296.55,6179.5,6194.25,169295911,71.33,67.74,117.05,6127.87,6157.82079,6271.43,6205.37,33.75,112.25,1.845609997,0.02850224,-585295197.7,78.12,7.07
20101112,734454,6182.3,6202.5,6056.75,6071.65,155200157,55.9,-16.66,145.75,6128.32,6149.614048,6223.27,6210.765,-210.15,59,0.981264501,-0.007503004,-745438889.7,78.14,6.99
20101115,734457,6079.9,6128.75,6039.4,6121.6,124265953,47.16,-28.72,89.35,6130.6,6146.946043,6192.95,6211.17,-190.85,133.9,2.236250981,0.000424726,-630512772.6,78.62,7.04
20101116,734458,6143.45,6144.05,5970.6,5988.7,139191484,29.17,-74.4,173.45,6128.67,6131.874992,6130.38,6198.14,-284.5,-29,-0.481911694,-0.027887347,-895408546,79.21,6.91
20101118,734460,6075.95,6076.2,5906.75,5998.8,190221312,15.55,-104.7,169.45,6129.51,6119.201183,6075,6181.97,-302.75,-118.75,-1.941136566,-0.045050782,-924033878.4,78.57,6.82
20101119,734461,6011.3,6013.25,5863.95,5890.3,150744322,-3.96,-144.66,149.3,6118.95,6097.40107,6014.21,6142.82,-385.4,-228.7,-3.737538814,-0.066875777,-962494834.8,78.49,6.64
20101122,734464,5920.9,6020.25,5905.15,6010,123423130,-9.64,-97.89,129.95,6116.14,6089.077159,6001.88,6112.575,-184.25,-150.5,-2.442983524,-0.041956258,-827674693.5,78.64,6.92
20101123,734465,5971.55,5973.35,5824.95,5934.75,158866285,-19.99,-126.77,185.05,6107.59,6074.379334,5964.51,6078.73,-136.9,-347.05,-5.524690375,-0.058207901,-771448102.6,79.71,6.91
20101124,734466,5946.8,5976.65,5833.6,5865.75,125846538,-33.38,-121.04,143.05,6096.78,6054.509874,5939.92,6035.15,-255.85,-446.7,-7.076491695,-0.06532339,-812036355.3,79.76,6.98
20101125,734467,5883.95,5907.1,5780.35,5799.75,371673464,-48.75,-139.28,126.75,6086.14,6030.247029,5900.11,5987.555,-188.95,-473.45,-7.54718485,-0.063688098,-1147579545,79.68,6.91
20101126,734468,5828.55,5838.5,5690.35,5751.95,287201252,-64.05,-152.59,148.15,6074.35,6003.74255,5872.44,5943.325,-246.85,-549.6,-8.721663718,-0.05265455,-1231135899,80.39,6.89
20101129,734471,5789.95,5843.15,5754.7,5830,155071028,-69.08,-116.08,91.2,6064.96,5987.19564,5836.44,5919.16,-60.3,-445.7,-7.10199659,-0.047634605,-1170799865,80.76,6.79
20101130,734472,5811.6,5892.25,5768.35,5862.7,217959199,-69.62,-90.23,123.9,6052.22,5975.338913,5822.03,5893.27,-147.3,-331.55,-5.352544699,-0.021039625,-995569621.1,81.3,6.64
20101201,734473,5871,5971,5865.55,5960.9,173354997,-61.43,-47.32,108.3,6044.32,5973.963778,5841.06,5890.49,26.15,-110.75,-1.824051123,-0.00631793,-764866074.2,80.7,6.45
20101202,734474,6023.05,6029.5,5980.6,6011.7,197376731,-50.25,-13.57,68.6,6036.88,5977.557704,5883.45,5891.78,145.95,-109.9,-1.795282279,0.020193955,-694619226.6,80.23,6.4
20101203,734475,6013.35,6025.4,5964.25,5992.8,165379301,-42.43,-14.66,61.15,6022.43,5979.009351,5931.62,5902.03,193.05,4.1,0.068462271,-0.002861897,-745218075.7,79.17,6.69
20101206,734478,6033.65,6069.45,5981.7,5992.25,145317173,-35.86,2.06,87.75,6006.42,5980.270365,5964.07,5900.255,240.3,-6.55,-0.109188504,0.009595728,-882087846.9,79.64,6.87
20101207,734479,5995.05,6001,5939.7,5976.55,145410821,-31.56,-13.48,61.3,5991.58,5979.916045,5986.84,5904.435,146.55,86.25,1.464271769,0.018539124,-902084417.2,79.97,6.75
20101208,734480,5954.4,5960,5878.6,5903.7,122572793,-33.64,-42.31,97.95,5971.69,5972.657374,5975.4,5908.23,41,-106.3,-1.768718802,0.017607602,-1009300373,80,6.77
20101209,734481,5924.25,5927.3,5742.3,5766.5,169510906,-45.83,-103.93,185,5946.23,5953.023338,5926.36,5904.905,-194.4,-168.25,-2.834997262,0.002523194,-1253262791,80.05,6.59
20101210,734482,5761,5865.5,5721.15,5857.35,167487929,-47.62,-96.09,144.35,5929.39,5943.911592,5899.27,5915.445,-154.35,-8.4,-0.143204194,0.004669347,-1134252857,80.11,6.6
20101213,734485,5882.65,5913.8,5795.9,5907.65,138228657,-44.46,-42.65,117.9,5921.19,5940.458107,5882.35,5923.21,-85.15,107.9,1.860425018,0.007608778,-969561928,79.34,6.75
20101214,734486,5928.7,5953.95,5888.75,5944.1,125296903,-38.57,17.25,65.2,5912.31,5940.804954,5875.86,5931.35,-48.15,192.15,3.340606229,-0.002818366,-982630337,79.42,6.69
20101215,734487,5931.15,5942.75,5865.8,5892.3,126323113,-37.65,-5.17,78.3,5907.49,5936.185434,5873.58,5924.49,-84.25,62.3,1.068610635,-0.019861271,-956452532.6,80.24,6.74
20101216,734488,5910.55,5956.15,5855.05,5948.75,149826681,-31.99,21.39,101.1,5904.99,5937.38206,5910.03,5918.195,45.05,86.05,1.467753765,-0.007350487,-766632120.9,80.02,6.85
20101220,734492,5926.85,5985,5900.25,5947.05,121821490,-27.33,47.03,84.75,5907.83,5938.302816,5927.97,5913.62,180.55,-13.85,-0.232347464,-0.007543076,-619771863.6,80.57,7.01
20101221,734493,5960.4,6007.45,5960.05,6000.65,126542972,-19.1,96.72,60.4,5907.36,5944.240643,5946.57,5914.46,143.3,-11.05,-0.183808241,0.004016232,-570312538.7,80.67,7.02
20101222,734494,6019,6023.8,5958,5984.4,118823292,-13.72,86.56,65.8,5909.84,5948.065344,5954.63,5915.245,76.75,-8.4,-0.140168202,0.013485061,-508609122.5,80.67,7.02
20101223,734495,6005.9,6006.45,5964.6,5980,85460029,-9.71,73.82,41.85,5915.55,5951.106739,5972.17,5922.875,35.9,-12.25,-0.204430723,0.035702341,-474891257.2,80.49,7.01
20101224,734496,5940.25,6017.35,5940.25,6011.6,123574629,-3.93,74.16,77.1,5926.14,5956.868002,5984.74,5947.385,119.3,35.05,0.586458743,0.025658726,-238362086,80.45,7.01
20101227,734499,6013.3,6045.75,5991.1,5998.1,95958318,-0.43,92.2,54.65,5938.45,5960.794859,5994.95,5961.46,49.35,94.4,1.598997239,0.015079775,-360594330,80.27,6.93
20101228,734500,6005.35,6010.9,5982.25,5996,90722187,2.14,68.32,28.65,5946.75,5964.14773,5994.02,5970.295,48.95,229.5,3.979883812,0.008655771,-350806332.3,80.38,6.92
20101229,734501,6005.15,6067.55,6002.85,6060.35,92994810,9.27,116.97,71.55,5956.63,5973.309851,6009.21,5981.92,59.7,203,3.46573109,0.027729422,-200163317.9,79.76,6.85
20101230,734502,6062.35,6106.4,6062.35,6101.85,194348266,18.06,153.31,46.05,5963.68,5985.55177,6033.58,6002.875,117.45,194.2,3.287263125,0.025090751,221012991.4,79.52,6.77
20101231,734503,6105.1,6147.3,6103.55,6134.5,113754901,27.34,176.04,45.45,5969.82,5999.737316,6058.16,6021.45,154.5,190.4,3.203176259,0.030556688,445951836,78.96,6.71
20110103,734506,6177.45,6178.55,6147.2,6157.6,96028639,36.15,182.18,44.05,5978.06,6014.771857,6090.06,6042.505,146,265.3,4.502486296,0.025488827,314933132.6,79.17,6.76
20110104,734507,6172.75,6181.05,6124.4,6146.35,181727905,41.74,151.77,56.65,5985.77,6027.303109,6120.13,6057.075,148.25,197.6,3.321706241,0.026348971,140351623.2,79.43,6.64
20110105,734508,6141.35,6141.35,6062.35,6079.8,139614193,40.33,90.91,84,5990.93,6032.302813,6124.02,6066.615,83.8,132.75,2.232199158,0.016415014,-116215243.9,80.23,6.4
20110106,734509,6107,6116.15,6022.3,6048.25,152338978,36.26,57.36,93.85,5998.16,6033.821592,6113.3,6073.44,-12.1,47.6,0.793247398,0.006059604,-165766891.2,80.84,6.36
20110107,734510,6030.9,6051.2,5883.6,5904.6,171809106,21.19,-49.3,167.6,6005.06,6021.514774,6067.32,6062.74,-197.25,-79.8,-1.333467014,-0.01558827,-239661607.9,81.14,6.38
20110110,734513,5901.3,5907.25,5740.95,5762.85,156945855,-2.17,-177.17,166.3,6000.34,5996.880034,5988.37,6039.215,-371.65,-217.15,-3.631270903,-0.038884256,-301764089.8,80.88,6.34
20110111,734514,5767.95,5842.6,5698.2,5754.1,161261704,-21.14,-195.47,144.4,5992.66,5973.758126,5909.92,6015.025,-403.5,-257.5,-4.283385455,-0.050533385,-273347186.2,80.83,6.34
20110112,734515,5800.05,5874.2,5711.3,5863.25,188116995,-27.05,-138.07,162.9,5988.62,5963.233542,5866.61,5995.315,-283.1,-134.85,-2.248211934,-0.039102895,-124019317.9,80.02,6.34
20110113,734516,5850.75,5857.75,5736.7,5751.9,175347539,-40.26,-148.08,126.55,5981.6,5943.106538,5807.34,5960.32,-327.9,-244.1,-4.071047365,-0.062368571,-122666536.3,79.16,6.34
20110114,734517,5752.1,5833.65,5639.65,5654.55,174568442,-57.92,-168.45,194,5966.89,5915.624963,5757.33,5912.325,-393.7,-405.8,-6.695982905,-0.081695791,-322239654.4,79.07,6.39
20110117,734520,5648.8,5696.15,5624.15,5654.75,148497108,-71.07,-162.87,72,5952.27,5890.779729,5735.71,5862.04,-249.85,-447.1,-7.327285987,-0.079982429,-339278590.2,79.34,6.72
20110118,734521,5682.55,5730.5,5671.25,5724.05,141008889,-75.04,-114.94,75.75,5938.44,5874.900707,5729.7,5819.81,-38.8,-410.45,-6.69084685,-0.058513438,-270107537.8,78.97,6.76
20110119,734522,5737.35,5747.65,5662.55,5691.05,146719934,-79.93,-102.28,85.1,5923.78,5857.391116,5695.26,5780.935,-63.05,-466.55,-7.576815642,-0.059058405,-286155670.6,78.56,6.73
20110120,734523,5656,5729.45,5634.5,5711.6,130496983,-81.21,-92.95,94.95,5910.36,5843.506248,5687.2,5747.27,-151.65,-434.75,-7.073303668,-0.03268638,-266351446,78.83,6.72
20110121,734524,5692.05,5717.55,5674.5,5696.5,119990780,-82.49,-81.37,43.05,5894.6,5829.505653,5695.59,5726.46,-55.4,-383.3,-6.3044837,-0.0115134,-282984136.4,78.11,6.73
20110124,734527,5717.1,5756,5697.75,5743.25,108832157,-78.82,-60.91,59.5,5881.86,5821.290828,5713.29,5724.5,88.7,-305,-5.04278097,-0.001885612,-341581177.3,78.04,6.72
20110125,734528,5763.3,5801.55,5680.65,5687.4,126128667,-79.51,-59.13,120.9,5866.43,5808.539321,5705.96,5717.83,32.65,-217.2,-3.678487959,-0.029991899,-358282141.7,77.93,6.77
20110127,734530,5725.3,5726.1,5594.95,5604.3,201496674,-85.77,-84.79,131.15,5843.62,5789.087957,5688.61,5691.935,-119.75,-158.55,-2.751242875,-0.025661086,-491295283.5,77.72,6.72
20110128,734531,5614,5614.4,5459.55,5512.15,173107003,-97.05,-124.02,154.85,5814.14,5762.712914,5648.72,5667.96,-178.9,-241.95,-4.204827862,-0.025183259,-719512144.5,78.15,6.73
20110131,734534,5452.55,5526.85,5416.65,5505.9,177847681,-105.28,-138.98,110.2,5782.71,5738.254541,5610.6,5653.095,-205.7,-357.35,-6.094742677,-0.026323003,-606723333.6,77.75,7
20110201,734535,5537.3,5539.15,5402,5417.2,171232063,-117.6,-149.11,137.15,5745.69,5707.677918,5545.39,5629.34,-279.3,-334.7,-5.818946783,-0.053607149,-727061020.5,77,6.98
20110202,734536,5469.55,5490.6,5415.65,5432,172198228,-124.73,-150.06,74.95,5709.97,5681.422878,5494.31,5600.135,-311.25,-222.55,-3.93576854,-0.045518841,-892672687.4,77.08,6.79
20110203,734537,5430.45,5532.65,5418,5526.75,154228754,-121.34,-116.59,114.65,5682.32,5666.692128,5478.8,5583.705,-160.65,-128,-2.263583713,-0.032363961,-937402305.8,77.76,6.59
20110204,734538,5519.9,5556.3,5369.05,5395.75,187819542,-127.75,-128.55,187.25,5649.69,5640.888116,5455.52,5552.12,-208.55,-328.3,-5.735449551,-0.052795576,-1138373215,78.02,6.59
20110207,734541,5430.15,5440.35,5376.95,5396,150447066,-131.3,-128.63,63.4,5624.26,5617.565438,5433.54,5522.07,-116.15,-295.05,-5.184456295,-0.060462282,-1158607732,78.05,6.65
20110208,734542,5432.35,5432.35,5303.4,5312.55,155600262,-139.24,-135.07,128.95,5601.75,5588.516349,5412.61,5479,-193.35,-399.05,-6.98665873,-0.065908851,-1218478220,77.99,6.69
20110209,734543,5293.05,5339.45,5225.65,5253.55,246525934,-148.58,-148.45,113.8,5576.72,5556.614792,5376.92,5435.615,-163.65,-442.95,-7.775827262,-0.062585872,-1195272053,77.59,6.65
20110210,734544,5246.05,5272.6,5196.8,5225.8,225237990,-156.42,-147.55,75.8,5544.85,5525.108621,5316.73,5397.765,-206.2,-517.45,-9.009707047,-0.051948877,-1160080433,78.2,6.65
20110211,734545,5219.65,5319.45,5177.7,5310,211250584,-154.06,-118.52,141.75,5522.75,5504.622086,5299.58,5377.55,-216.75,-377.4,-6.635721068,-0.035580014,-895959573.9,78.42,6.72
20110214,734548,5340.25,5463.8,5340.25,5456,175710338,-138.81,-45.41,153.8,5512.83,5499.991411,5311.58,5372.56,60.25,-148.3,-2.646182396,0.007111437,-600679860.8,78.58,6.96
20110215,734549,5467.75,5506.5,5408.35,5481,170459703,-123.29,-20.67,98.15,5504.14,5498.182705,5345.27,5378.94,85,-31.15,-0.565115245,0.008939974,-562200959.5,78.59,6.87
20110216,734550,5467.6,5504.8,5460.35,5481.7,140517190,-109.66,-7.49,44.45,5492.02,5496.612924,5390.9,5383.91,169.15,-24.2,-0.439528506,-0.008151264,-590610841.7,78.23,6.77
20110217,734551,5501.7,5553,5463.4,5546.45,143669623,-92.57,19.89,89.6,5484.79,5501.359312,5455.03,5385.88,292.9,129.25,2.385918925,0.027170533,-375666577,77.97,6.87
20110218,734552,5557.55,5599.25,5441.95,5458.95,180906498,-85.11,14.57,157.3,5472.16,5497.32033,5484.82,5392.2,233.15,26.95,0.496134021,0.011531522,-401284652.7,77.62,6.87
20110221,734555,5456.6,5526.25,5413.1,5518.6,137634026,-73.53,13.66,113.15,5463.26,5499.346965,5497.34,5404.46,208.6,-8.15,-0.147464604,0.037337368,-338140384.1,77.69,6.84
20110222,734556,5504.4,5519.45,5437.3,5469.2,166271411,-67.57,17.48,82.15,5449.56,5496.475825,5494.98,5420.125,13.2,73.45,1.361256545,0.039429898,-508150822.8,77.82,6.77
20110223,734557,5452.45,5495.2,5427.55,5437.35,173584660,-64.66,12,67.65,5437.06,5490.844794,5486.11,5438.505,-43.65,41.35,0.766308377,0.03890682,-467070954.2,77.38,6.78
20110224,734558,5408.75,5423.4,5242.5,5262.7,259347677,-75.58,-107.32,194.85,5419.98,5469.116719,5429.36,5442.195,-219,-49.85,-0.93834411,-0.008907721,-752871148.1,77.1,6.77
20110225,734559,5321.05,5338.2,5232.75,5303.55,193536325,-80.02,-106.31,105.45,5409.55,5453.34846,5398.28,5441.55,-242.9,50,0.951737397,-0.027941716,-797392780.1,77.25,6.8
20110228,734562,5330.15,5477,5308.6,5333.25,317245759,-80.21,-29.99,173.45,5400.92,5441.910511,5361.21,5429.275,-125.7,107.45,2.056144514,-0.02695676,-840410443.3,76.9,7
20110301,734563,5382,5533.05,5373.55,5522.3,210498269,-64.37,59.72,199.8,5406.17,5449.566653,5371.83,5433.405,3.7,212.3,3.998116761,0.007352009,-576068637.9,77.02,7
20110303,734565,5478.45,5570.75,5468.25,5536.2,218804792,-50.12,94.97,102.5,5411.38,5457.817448,5391.6,5438.855,67,80.2,1.469941349,-0.001848029,-266888432.8,76.46,6.95
20110304,734566,5586.2,5608.2,5524.1,5538.75,162006860,-38.17,115.33,84.1,5411.98,5465.52531,5446.81,5438.085,101.4,57.75,1.053639847,0.014407583,-244435967.2,76.38,6.95
20110307,734569,5490.05,5491.25,5408.45,5463.15,134581629,-34.41,31.02,130.3,5415.35,5465.29909,5478.73,5438.505,200.45,-18.55,-0.338398672,-0.010047838,-374258323.4,76.48,6.92
20110308,734570,5466.1,5530.55,5464.75,5520.8,127506672,-26.47,66.21,67.4,5421.59,5470.584891,5516.24,5438.725,217.25,-25.65,-0.462457969,0.009346472,-118316033.4,76.78,6.91
20110309,734571,5542.4,5563.3,5477.45,5531,149822867,-19.14,74.84,85.85,5432.52,5476.338711,5517.98,5444.905,197.75,72.05,1.319850887,0.016931839,-51939547.23,76.69,6.85
20110310,734572,5516.1,5516.3,5468.45,5494.4,135730117,-16.09,46.63,62.55,5444.56,5478.058834,5509.62,5450.61,-27.9,-24.2,-0.438517015,0.04217021,-243037308.3,77.26,6.85
20110311,734573,5456.15,5502.7,5411.55,5445.45,133441964,-17.43,1.69,91.15,5455.54,5474.953231,5490.96,5468.885,-90.75,-23.75,-0.434249982,0.026058452,-134174300,76.71,6.86
20110314,734576,5436.5,5537.3,5434.25,5531.5,173521756,-11.41,51.45,103.05,5466.62,5480.338637,5504.63,5491.68,-7.25,94.15,1.73154202,0.035840188,106829723.5,76.36,6.9
20110315,734577,5420,5497.85,5373.65,5449.65,191037598,-13.1,-33.62,157.85,5466.3,5477.41591,5490.4,5503.32,-13.5,186.95,3.552359055,-0.01315575,296994939.9,76.35,7.02
20110316,734578,5475.95,5535.1,5475.95,5511.15,135196748,-9.36,55.73,85.45,5467.81,5480.62868,5486.43,5502.205,-9.65,207.6,3.91435925,-0.004524764,463019342.5,76.18,7.16
20110317,734579,5455.4,5510.05,5435.3,5446.65,135255698,-11.48,-2.11,75.85,5466.05,5477.392615,5476.88,5493.25,-84.35,113.4,2.126283223,-0.016628301,507359153.9,75.99,7.52
20110318,734580,5475.35,5483.05,5366.4,5373.7,129492420,-18.82,-70.1,116.65,5457.42,5467.517128,5462.53,5476.745,-120.7,-148.6,-2.690907774,-0.016373338,259869176.8,75.56,7.53
20110321,734583,5408.75,5413.3,5348.2,5364.75,107174731,-25.07,-99.33,65.1,5452.71,5457.729783,5429.18,5466.905,-80.7,-171.45,-3.096889563,-0.028265831,22814236.51,75.45,7.68
20110322,734584,5390.85,5428.15,5376.15,5413.85,94938100,-25.77,-53.43,63.4,5447.47,5453.550756,5422.02,5456.21,-117.65,-124.9,-2.25502144,-0.021180618,41794462.71,75.47,7.74
20110323,734585,5411.4,5484.95,5401.95,5480.25,112036402,-20.73,8.75,83,5448.02,5456.093541,5415.84,5451.135,30.6,17.1,0.313006233,-0.002575349,90157176.09,75.9,7.77
20110324,734586,5501.8,5529,5496.1,5522.4,115262055,-13.17,76.39,48.75,5452.27,5462.408442,5430.99,5453.935,11.25,1.6,0.028981307,0.013934159,90572699.46,75.7,7.77
20110325,734587,5588.65,5667.1,5560.95,5654.25,133451382,3.41,191.69,144.7,5471.85,5480.679066,5487.1,5474.815,207.6,123.25,2.228349304,0.021709334,286441980.8,76.14,7.79
20110328,734590,5645.25,5709.1,5643.2,5687.25,130717964,19,227.45,65.9,5491.03,5500.352489,5551.6,5490.39,313.55,192.85,3.509937391,0.041777661,294336462.9,76.21,7.5
20110329,734591,5686.5,5770.35,5680.7,5736.35,140479340,34.91,238.47,89.65,5511.19,5522.828442,5616.1,5519.06,371.6,290.9,5.342074576,0.039258413,443694903,76.17,7.29
20110330,734592,5755.8,5803.15,5753.9,5787.65,133208726,51.07,222.62,66.8,5524.46,5548.049543,5677.58,5546.71,373.8,256.15,4.630751152,0.058918559,568586484.1,76.09,7.23
20110331,734593,5803.05,5872,5778.65,5833.75,219441114,66.83,196.94,93.35,5539.33,5575.25911,5739.85,5585.42,353.5,384.1,7.048159056,0.078860081,850138948.2,75.98,9.24
20110401,734594,5835,5860.2,5810.4,5826.05,118321855,77.8,159.44,49.8,5553.7,5599.143957,5774.21,5630.655,303.65,314.9,5.713870971,0.07917886,860992681.3,75.82,7.81
20110404,734597,5842,5918.7,5833.2,5908.45,106392427,92.08,153.79,92.65,5575.96,5628.601675,5818.45,5685.025,254.2,461.8,8.478606116,0.083710618,937840094.2,75.92,7.814
20110405,734598,5923.85,5928.65,5855.85,5910.05,110625437,102.35,133.22,72.8,5595.43,5655.406278,5853.19,5734.645,222.8,536.35,9.981018665,0.072723581,731710595.3,75.92,6.81
20110406,734599,5908,5944.45,5868.8,5891.75,125960708,107.76,115.92,75.65,5613.46,5677.915204,5874.01,5775.795,155.4,527,9.823384128,0.062689354,581375780.7,75.55,6.02
20110407,734600,5888.55,5906.1,5866.25,5885.7,98160761,110.3,97.2,39.85,5633.03,5697.704232,5884.4,5812.125,98.05,471.85,8.71560904,0.039324125,665761273.4,75.57,5.96
20110408,734601,5886.75,5926.95,5822,5842,99854772,107.54,79.65,104.95,5652.86,5711.446686,5887.59,5830.9,8.25,361.75,6.600976233,0.026489216,666906621.2,74.85,5.92
20110411,734604,5805.35,5830.3,5777.9,5785.7,92734132,99.66,50.13,64.1,5665.57,5718.51843,5863.04,5840.745,-40.35,263.3,4.767854556,0.008529651,526134133.9,75.06,6.74
20110413,734606,5747.95,5923.6,5735.55,5911.5,145699909,102.39,66.35,188.05,5688.66,5736.897627,5863.33,5858.26,3.05,257.25,4.549675023,0.020950689,672746544.3,74.99,6.85
20110415,734608,5898.75,5907.35,5806.45,5824.55,140590405,96.43,57.04,105.05,5704.33,5745.245472,5849.89,5861.95,-85.5,137.3,2.414172052,-0.00157703,630912631.1,74.83,6.85
20110418,734611,5824.35,5897.9,5722.25,5729.1,121111083,83.04,27.87,175.65,5718.45,5743.707808,5818.57,5851.485,-162.65,-7.25,-0.126386988,-0.016640777,580902142.8,75.49,6.86
20110419,734612,5716,5762.95,5693.25,5740.75,101237488,72.53,-0.93,69.7,5736.81,5743.426112,5798.32,5842.955,-144.95,-46.9,-0.810346168,-0.028383078,456884207.8,75.07,6.8
20110420,734613,5786.05,5857.35,5759.65,5851.65,117896054,72.32,38.45,116.6,5761.15,5753.733149,5811.51,5837.275,9.65,17.9,0.306835226,-0.009881473,490438714.1,74.35,6.12
20110421,734614,5882.85,5912.9,5864.35,5884.7,119753918,73.97,75.37,61.25,5784.69,5766.206183,5806.15,5834.74,99,58.65,1.00668549,-0.001196588,414546735.1,74.11,6.16
20110425,734618,5859.6,5906.6,5857,5874.5,94377009,73.6,67.37,49.6,5804.41,5776.519879,5816.14,5833.015,-37,-33.95,-0.574600784,-0.001902917,458730499.9,74.02,7
20110426,734619,5876.85,5893.2,5791.55,5868.4,117166769,71.99,36.15,101.65,5821.71,5785.270367,5844,5831.285,43.85,-41.65,-0.70473177,0.004498671,561831631.8,73.76,7.03
20110427,734620,5884.2,5892.35,5819.95,5833.9,108740523,67.16,26.39,72.4,5830.69,5789.901761,5862.63,5830.475,104.8,-57.85,-0.981881444,0.008262055,558721609.4,73.38,7.01
20110428,734621,5851.35,5856.4,5776.95,5785.45,159344933,58.74,-48.28,79.45,5835.6,5789.477784,5849.39,5830.45,44.7,-100.25,-1.703280833,-0.021322845,384560706.7,73.11,6.89
20110429,734622,5782.5,5804.3,5706.05,5749.5,184751755,48.6,-140.93,98.25,5836.26,5785.670376,5822.35,5814.25,-102.15,-92.5,-1.583361862,-0.012885116,229570461.9,73.03,6.89
20110502,734625,5766.9,5775.25,5687.7,5701.3,86514383,36.27,-174.83,87.55,5831.94,5777.635102,5787.71,5801.925,-183.4,-84.4,-1.458769034,-0.00485242,92576273.28,73.05,6.5
20110503,734626,5689.7,5710.8,5554.85,5565.25,125522829,15.33,-254.14,155.95,5818.51,5757.407949,5727.08,5785.54,-309.25,-346.25,-5.857227438,-0.030570918,-90064547.6,73.13,7
20110504,734627,5567.7,5578.8,5503,5537.15,119083244,-3.48,-247.39,75.8,5804.07,5736.431002,5667.73,5765.18,-331.25,-287.4,-4.934286769,-0.053745525,-221369566.3,73.13,6.85
20110505,734628,5531.6,5560.3,5443.65,5459.85,126424541,-24.35,-224.55,116.65,5781.64,5710.089954,5602.61,5726,-374.05,-269.25,-4.699691051,-0.072195694,-377245489.1,74.12,6.72
20110506,734629,5477.65,5564.4,5472.45,5551.45,122684321,-33.12,-157.79,104.55,5763.71,5694.981387,5563,5692.675,-234,-189.3,-3.297478552,-0.054991914,-364923962.9,74.91,6.9
20110509,734632,5575.2,5586.05,5502.4,5551.1,75438946,-39.64,-124.84,83.65,5746.68,5681.278398,5532.96,5660.335,-198.4,-300.55,-5.136158178,-0.054069252,-458825880.6,74.67,7.41
20110510,734633,5555.55,5592.9,5514.55,5541.25,88822800,-45.08,-106.2,78.35,5729.45,5667.94236,5528.16,5627.62,-160.05,-343.45,-5.836321308,-0.050163698,-453772646.3,74.54,7.48
20110511,734634,5547.2,5574.7,5525,5565.05,82509136,-46.93,-90.09,49.7,5715.61,5658.143087,5533.74,5600.735,-0.2,-309.45,-5.267682356,-0.038095567,-506826531,75.32,7.48
20110512,734635,5537.8,5572.5,5476.3,5486.15,91624740,-54.14,-98.31,96.2,5700.63,5641.762793,5539,5570.805,-51,-382.25,-6.513700498,-0.045803983,-535049857,75.21,7.47
20110513,734636,5492.35,5605,5472.15,5544.75,119423852,-54.49,-74.34,132.85,5682.29,5632.52348,5537.66,5550.33,84.9,-289.15,-4.956375666,-0.02745865,-460888537.2,75.71,7.47
20110516,734639,5541.7,5541.8,5487.65,5499,94219161,-57.8,-80.72,57.1,5666.01,5619.806958,5527.24,5530.1,-52.45,-286.45,-4.951213821,-0.011904227,-528164806.7,75.59,7.46
20110517,734640,5496.1,5523.85,5421.05,5438.95,109199263,-64.53,-94.11,102.8,5651.51,5602.582486,5506.78,5517.47,-112.15,-310.55,-5.401339247,-0.017734755,-546294945.9,75.36,7.46
20110518,734641,5448.2,5460.5,5401.25,5420.6,107357672,-70.52,-99.68,59.25,5635.5,5585.25082,5477.89,5505.815,-120.65,-280.7,-4.923438514,-0.007188842,-561529296.1,75.37,7.45
20110519,734642,5448.15,5452.6,5411.25,5428.1,94180687,-73.82,-91.87,41.35,5614.32,5570.284076,5466.28,5502.64,-136.95,-137.15,-2.464399623,-0.02221942,-733913579.9,75.11,7.36
20110520,734643,5450.65,5517.55,5432.75,5486.35,127399855,-70.91,-65.26,89.45,5594.4,5562.290354,5454.6,5496.13,0.2,-50.8,-0.917439477,-0.011664355,-576891850.6,75.43,7.42
20110523,734646,5456.7,5456.7,5373,5386.55,94674110,-75.79,-102.71,113.35,5570.01,5545.553177,5432.11,5479.675,-158.2,-73.3,-1.342527725,-0.027917889,-590564291,76.15,7.5
20110524,734647,5385.1,5422.6,5367.45,5394.85,100052471,-78.08,-111.09,55.15,5546.33,5531.200494,5423.29,5465.035,-104.15,-156.6,-2.820884634,-0.030583732,-608824706.8,75.92,7.45
