0.6291 ,0.3894 ,0.0008 ,0.3296 ,0.3297 ,0.0002 ,0.0001 ,0.0001 ,0.0001 ,0.6291 
0.6291 ,0.3894 ,0.0008 ,0.3296 ,0.3297 ,0.0002 ,0.0001 ,0.0001 ,0.0001 ,0.6291 
0.6291 ,0.3894 ,0.0008 ,0.3296 ,0.3297 ,0.0002 ,0.0001 ,0.0001 ,0.0001 ,0.6291 
0.6291 ,0.3894 ,0.0008 ,0.3296 ,0.3297 ,0.0002 ,0.0001 ,0.0001 ,0.0001 ,0.6291 
0.6291 ,0.3894 ,0.0008 ,0.3296 ,0.3297 ,0.0002 ,0.0001 ,0.0001 ,0.0001 ,0.6291 
0.6291 ,0.3894 ,0.0008 ,0.3296 ,0.3297 ,0.0002 ,0.0001 ,0.0001 ,0.0001 ,0.6291 
0.6291 ,0.3894 ,0.0008 ,0.3296 ,0.3297 ,0.0002 ,0.0001 ,0.0001 ,0.0001 ,0.6291 
0.6291 ,0.3894 ,0.0008 ,0.3296 ,0.3297 ,0.0002 ,0.0001 ,0.0001 ,0.0001 ,0.6291 
0.6291 ,0.3894 ,0.0008 ,0.3296 ,0.3297 ,0.0002 ,0.0001 ,0.0001 ,0.0001 ,0.6291 
0.6291 ,0.3894 ,0.0008 ,0.3296 ,0.3297 ,0.0002 ,0.0001 ,0.0001 ,0.0001 ,0.6291 
0.6291 ,0.3894 ,0.0008 ,0.3296 ,0.3297 ,0.0002 ,0.0001 ,0.0001 ,0.0001 ,0.6291 
0.6291 ,0.3894 ,0.0008 ,0.3296 ,0.3297 ,0.0002 ,0.0001 ,0.0001 ,0.0001 ,0.6291 
0.6129 ,0.4007 ,0.0008 ,0.3338 ,0.3338 ,0.0002 ,0.0001 ,0.0001 ,0.0001 ,0.6129 
0.6129 ,0.4007 ,0.0008 ,0.3338 ,0.3338 ,0.0002 ,0.0001 ,0.0001 ,0.0001 ,0.6129 
0.6129 ,0.4007 ,0.0008 ,0.3338 ,0.3338 ,0.0002 ,0.0001 ,0.0001 ,0.0001 ,0.6129 
0.6129 ,0.4007 ,0.0008 ,0.3338 ,0.3338 ,0.0002 ,0.0001 ,0.0001 ,0.0001 ,0.6129 
0.3530 ,0.5783 ,0.0008 ,0.4031 ,0.4031 ,0.0002 ,0.0001 ,0.0001 ,0.0001 ,0.3530 
0.3530 ,0.5783 ,0.0008 ,0.4031 ,0.4031 ,0.0002 ,0.0001 ,0.0001 ,0.0001 ,0.3530 
0.3530 ,0.5783 ,0.0008 ,0.4031 ,0.4031 ,0.0002 ,0.0001 ,0.0001 ,0.0001 ,0.3530 
0.3530 ,0.5783 ,0.0008 ,0.4031 ,0.4031 ,0.0002 ,0.0001 ,0.0001 ,0.0001 ,0.3530 
0.3435 ,0.5783 ,0.0008 ,0.4126 ,0.4127 ,0.0002 ,0.0001 ,0.0001 ,0.0001 ,0.3435 
0.3435 ,0.5783 ,0.0008 ,0.4126 ,0.4127 ,0.0002 ,0.0001 ,0.0001 ,0.0001 ,0.3435 
0.3435 ,0.5783 ,0.0008 ,0.4126 ,0.4127 ,0.0002 ,0.0001 ,0.0001 ,0.0001 ,0.3435 
0.3435 ,0.5783 ,0.0008 ,0.4126 ,0.4127 ,0.0002 ,0.0001 ,0.0001 ,0.0001 ,0.3435 
