'Ntime', 'Time', 'Open_Price', 'Closing_Price', 'High_price', 'Low_Price', 'Volume', 'MACD', 'CCI', 'ATR', 'BOLL_MID', 'EMA20', 'MA5', 'MA10', 'MTM6', 'MTM12', 'ROC', 'SMI', 'WVAD', 'US_dollar_Index', 'Interbank_Offered_Rate' 
20080701.0000,733590.0000,13363.0000,13313.2150,13420.4450,13237.4375,1323946240.0000,-156.8577,-124.6459,183.0075,14015.6427,13813.5511,13475.6880,13689.0010,-526.6025,-969.1075,-6.7619,-0.0554,-35216122.7625,72.4425,0.6029 
20080702.0000,733591.0000,13363.0000,13313.2150,13420.4450,13237.4375,1323946240.0000,-156.8577,-124.6459,183.0075,14015.6427,13813.5511,13475.6880,13689.0010,-526.6025,-969.1075,-6.7619,-0.0554,-35216122.7625,72.4425,0.6029 
20080703.0000,733592.0000,13363.0000,13313.2150,13420.4450,13237.4375,1323946240.0000,-156.8577,-124.6459,183.0075,14015.6427,13813.5511,13475.6880,13689.0010,-526.6025,-969.1075,-6.7619,-0.0554,-35216122.7625,72.4425,0.6029 
20080704.0000,733593.0000,13363.0000,13313.2150,13420.4450,13237.4375,1323946240.0000,-156.8577,-124.6459,183.0075,14015.6427,13813.5511,13475.6880,13689.0010,-526.6025,-969.1075,-6.7619,-0.0554,-35216122.7625,72.4425,0.6029 
20080707.0000,733596.0000,13150.8750,13128.1200,13282.1925,13030.7950,1179840224.0000,-228.3147,-102.3996,269.0825,13862.0627,13609.8217,13224.7315,13395.0423,-315.7075,-816.7000,-5.8576,-0.0460,-53517932.5325,72.6875,0.6021 
20080708.0000,733597.0000,13150.8750,13128.1200,13282.1925,13030.7950,1179840224.0000,-228.3147,-102.3996,269.0825,13862.0627,13609.8217,13224.7315,13395.0423,-315.7075,-816.7000,-5.8576,-0.0460,-53517932.5325,72.6875,0.6021 
20080709.0000,733598.0000,13150.8750,13128.1200,13282.1925,13030.7950,1179840224.0000,-228.3147,-102.3996,269.0825,13862.0627,13609.8217,13224.7315,13395.0423,-315.7075,-816.7000,-5.8576,-0.0460,-53517932.5325,72.6875,0.6021 
20080710.0000,733599.0000,13150.8750,13128.1200,13282.1925,13030.7950,1179840224.0000,-228.3147,-102.3996,269.0825,13862.0627,13609.8217,13224.7315,13395.0423,-315.7075,-816.7000,-5.8576,-0.0460,-53517932.5325,72.6875,0.6021 
20080711.0000,733600.0000,12928.2600,12891.3025,13016.8825,12818.8250,1278140096.0000,-274.6127,-119.6712,225.0650,13654.5264,13402.2072,13015.5315,13144.7283,-332.8050,-778.1925,-5.6915,-0.0361,-40691996.0550,71.9075,0.6013 
20080714.0000,733603.0000,12928.2600,12891.3025,13016.8825,12818.8250,1278140096.0000,-274.6127,-119.6712,225.0650,13654.5264,13402.2072,13015.5315,13144.7283,-332.8050,-778.1925,-5.6915,-0.0361,-40691996.0550,71.9075,0.6013 
20080715.0000,733604.0000,12928.2600,12891.3025,13016.8825,12818.8250,1278140096.0000,-274.6127,-119.6712,225.0650,13654.5264,13402.2072,13015.5315,13144.7283,-332.8050,-778.1925,-5.6915,-0.0361,-40691996.0550,71.9075,0.6013 
20080716.0000,733605.0000,12928.2600,12891.3025,13016.8825,12818.8250,1278140096.0000,-274.6127,-119.6712,225.0650,13654.5264,13402.2072,13015.5315,13144.7283,-332.8050,-778.1925,-5.6915,-0.0361,-40691996.0550,71.9075,0.6013 
20080717.0000,733606.0000,13017.5575,13047.3850,13125.7425,12943.7075,1159791552.0000,-266.4717,-11.0829,247.7950,13470.2012,13240.4210,12900.6320,12986.0305,76.3700,-289.4900,-2.1645,-0.0092,-40276913.3925,72.3650,0.6008 
20080718.0000,733607.0000,13017.5575,13047.3850,13125.7425,12943.7075,1159791552.0000,-266.4717,-11.0829,247.7950,13470.2012,13240.4210,12900.6320,12986.0305,76.3700,-289.4900,-2.1645,-0.0092,-40276913.3925,72.3650,0.6008 
20080722.0000,733611.0000,13017.5575,13047.3850,13125.7425,12943.7075,1159791552.0000,-266.4717,-11.0829,247.7950,13470.2012,13240.4210,12900.6320,12986.0305,76.3700,-289.4900,-2.1645,-0.0092,-40276913.3925,72.3650,0.6008 
20080723.0000,733612.0000,13017.5575,13047.3850,13125.7425,12943.7075,1159791552.0000,-266.4717,-11.0829,247.7950,13470.2012,13240.4210,12900.6320,12986.0305,76.3700,-289.4900,-2.1645,-0.0092,-40276913.3925,72.3650,0.6008 
20080724.0000,733613.0000,13372.8350,13362.8250,13440.6025,13265.7825,1089734784.0000,-133.6620,103.2606,261.7125,13331.1955,13274.1745,13279.3240,13082.0300,548.7875,314.7925,2.4130 ,0.0295 ,-24990997.1475,72.9125,0.6023 
20080725.0000,733614.0000,13372.8350,13362.8250,13440.6025,13265.7825,1089734784.0000,-133.6620,103.2606,261.7125,13331.1955,13274.1745,13279.3240,13082.0300,548.7875,314.7925,2.4130 ,0.0295 ,-24990997.1475,72.9125,0.6023 
20080728.0000,733617.0000,13372.8350,13362.8250,13440.6025,13265.7825,1089734784.0000,-133.6620,103.2606,261.7125,13331.1955,13274.1745,13279.3240,13082.0300,548.7875,314.7925,2.4130 ,0.0295 ,-24990997.1475,72.9125,0.6023 
20080729.0000,733618.0000,13372.8350,13362.8250,13440.6025,13265.7825,1089734784.0000,-133.6620,103.2606,261.7125,13331.1955,13274.1745,13279.3240,13082.0300,548.7875,314.7925,2.4130 ,0.0295 ,-24990997.1475,72.9125,0.6023 
20080730.0000,733619.0000,13259.4050,13193.0925,13312.0150,13117.4600,1307520832.0000,-88.0466,24.2920,241.3725,13227.7772,13269.5805,13284.7960,13236.7128,-165.8975,339.7250,2.6485 ,0.0213 ,-28790938.0250,73.3425,0.6021 
20080731.0000,733620.0000,13259.4050,13193.0925,13312.0150,13117.4600,1307520832.0000,-88.0466,24.2920,241.3725,13227.7772,13269.5805,13284.7960,13236.7128,-165.8975,339.7250,2.6485 ,0.0213 ,-28790938.0250,73.3425,0.6021 
20080801.0000,733621.0000,13259.4050,13193.0925,13312.0150,13117.4600,1307520832.0000,-88.0466,24.2920,241.3725,13227.7772,13269.5805,13284.7960,13236.7128,-165.8975,339.7250,2.6485 ,0.0213 ,-28790938.0250,73.3425,0.6021 
20080804.0000,733624.0000,13259.4050,13193.0925,13312.0150,13117.4600,1307520832.0000,-88.0466,24.2920,241.3725,13227.7772,13269.5805,13284.7960,13236.7128,-165.8975,339.7250,2.6485 ,0.0213 ,-28790938.0250,73.3425,0.6021 
20080805.0000,733625.0000,13075.2400,13115.7375,13215.7025,12984.8200,1498006080.0000,-98.2002,-32.1580,264.4600,13145.0514,13206.0484,13098.9800,13212.6983,-198.7200,89.4150,0.7125 ,-0.0213,-18545999.6183,74.6475,0.6010 
20080806.0000,733626.0000,13075.2400,13115.7375,13215.7025,12984.8200,1498006080.0000,-98.2002,-32.1580,264.4600,13145.0514,13206.0484,13098.9800,13212.6983,-198.7200,89.4150,0.7125 ,-0.0213,-18545999.6183,74.6475,0.6010 
20080807.0000,733627.0000,13075.2400,13115.7375,13215.7025,12984.8200,1498006080.0000,-98.2002,-32.1580,264.4600,13145.0514,13206.0484,13098.9800,13212.6983,-198.7200,89.4150,0.7125 ,-0.0213,-18545999.6183,74.6475,0.6010 
20080808.0000,733628.0000,13075.2400,13115.7375,13215.7025,12984.8200,1498006080.0000,-98.2002,-32.1580,264.4600,13145.0514,13206.0484,13098.9800,13212.6983,-198.7200,89.4150,0.7125 ,-0.0213,-18545999.6183,74.6475,0.6010 
20080811.0000,733631.0000,13201.4250,13178.5900,13296.3075,13103.9825,1201620768.0000,-58.0207,-15.5783,242.2800,13134.0139,13212.3297,13205.5195,13165.6420,129.2600,-184.2350,-1.3794,-0.0054,-11107669.1608,76.3525,0.6008 
20080812.0000,733632.0000,13201.4250,13178.5900,13296.3075,13103.9825,1201620768.0000,-58.0207,-15.5783,242.2800,13134.0139,13212.3297,13205.5195,13165.6420,129.2600,-184.2350,-1.3794,-0.0054,-11107669.1608,76.3525,0.6008 
20080813.0000,733633.0000,13201.4250,13178.5900,13296.3075,13103.9825,1201620768.0000,-58.0207,-15.5783,242.2800,13134.0139,13212.3297,13205.5195,13165.6420,129.2600,-184.2350,-1.3794,-0.0054,-11107669.1608,76.3525,0.6008 
20080814.0000,733634.0000,13201.4250,13178.5900,13296.3075,13103.9825,1201620768.0000,-58.0207,-15.5783,242.2800,13134.0139,13212.3297,13205.5195,13165.6420,129.2600,-184.2350,-1.3794,-0.0054,-11107669.1608,76.3525,0.6008 
20080815.0000,733635.0000,12933.4700,12975.4000,13060.0275,12855.6275,1056066464.0000,-81.9788,-89.6677,241.6375,13122.6574,13148.6339,13054.5120,13117.8498,-281.5775,-217.6925,-1.6423,-0.0061,-4778237.5937,76.9975,0.6000 
20080818.0000,733638.0000,12933.4700,12975.4000,13060.0275,12855.6275,1056066464.0000,-81.9788,-89.6677,241.6375,13122.6574,13148.6339,13054.5120,13117.8498,-281.5775,-217.6925,-1.6423,-0.0061,-4778237.5937,76.9975,0.6000 
20080819.0000,733639.0000,12933.4700,12975.4000,13060.0275,12855.6275,1056066464.0000,-81.9788,-89.6677,241.6375,13122.6574,13148.6339,13054.5120,13117.8498,-281.5775,-217.6925,-1.6423,-0.0061,-4778237.5937,76.9975,0.6000 
20080820.0000,733640.0000,12933.4700,12975.4000,13060.0275,12855.6275,1056066464.0000,-81.9788,-89.6677,241.6375,13122.6574,13148.6339,13054.5120,13117.8498,-281.5775,-217.6925,-1.6423,-0.0061,-4778237.5937,76.9975,0.6000 
20080821.0000,733641.0000,12780.3200,12768.9050,12842.1425,12702.3500,916935664.0000,-128.3467,-111.2125,196.9100,13112.4295,13035.9428,12844.7605,12975.2455,-272.2725,-346.8325,-2.6341,-0.0348,-8257641.4330,76.7250,0.5998 
20080822.0000,733642.0000,12780.3200,12768.9050,12842.1425,12702.3500,916935664.0000,-128.3467,-111.2125,196.9100,13112.4295,13035.9428,12844.7605,12975.2455,-272.2725,-346.8325,-2.6341,-0.0348,-8257641.4330,76.7250,0.5998 
20080825.0000,733645.0000,12780.3200,12768.9050,12842.1425,12702.3500,916935664.0000,-128.3467,-111.2125,196.9100,13112.4295,13035.9428,12844.7605,12975.2455,-272.2725,-346.8325,-2.6341,-0.0348,-8257641.4330,76.7250,0.5998 
20080826.0000,733646.0000,12780.3200,12768.9050,12842.1425,12702.3500,916935664.0000,-128.3467,-111.2125,196.9100,13112.4295,13035.9428,12844.7605,12975.2455,-272.2725,-346.8325,-2.6341,-0.0348,-8257641.4330,76.7250,0.5998 
20080827.0000,733647.0000,12856.0925,12857.0650,12912.7525,12788.2950,962209280.0000,-123.6096,-28.1224,195.0975,13063.2775,12964.6638,12806.5810,12848.9480,73.3175,-321.5250,-2.4089,-0.0111,-11123368.0923,77.2925,0.5973 
20080828.0000,733648.0000,12856.0925,12857.0650,12912.7525,12788.2950,962209280.0000,-123.6096,-28.1224,195.0975,13063.2775,12964.6638,12806.5810,12848.9480,73.3175,-321.5250,-2.4089,-0.0111,-11123368.0923,77.2925,0.5973 
20080829.0000,733649.0000,12856.0925,12857.0650,12912.7525,12788.2950,962209280.0000,-123.6096,-28.1224,195.0975,13063.2775,12964.6638,12806.5810,12848.9480,73.3175,-321.5250,-2.4089,-0.0111,-11123368.0923,77.2925,0.5973 
20080901.0000,733652.0000,12856.0925,12857.0650,12912.7525,12788.2950,962209280.0000,-123.6096,-28.1224,195.0975,13063.2775,12964.6638,12806.5810,12848.9480,73.3175,-321.5250,-2.4089,-0.0111,-11123368.0923,77.2925,0.5973 
20080902.0000,733653.0000,12624.1350,12517.2375,12683.5600,12453.9875,1391773952.0000,-140.9126,-151.0652,289.2850,12964.4413,12874.0578,12733.9495,12763.2738,-277.4075,-458.1625,-3.5320,-0.0210,-20264036.9225,78.4850,0.5958 
20080903.0000,733654.0000,12624.1350,12517.2375,12683.5600,12453.9875,1391773952.0000,-140.9126,-151.0652,289.2850,12964.4413,12874.0578,12733.9495,12763.2738,-277.4075,-458.1625,-3.5320,-0.0210,-20264036.9225,78.4850,0.5958 
20080904.0000,733655.0000,12624.1350,12517.2375,12683.5600,12453.9875,1391773952.0000,-140.9126,-151.0652,289.2850,12964.4413,12874.0578,12733.9495,12763.2738,-277.4075,-458.1625,-3.5320,-0.0210,-20264036.9225,78.4850,0.5958 
20080905.0000,733656.0000,12624.1350,12517.2375,12683.5600,12453.9875,1391773952.0000,-140.9126,-151.0652,289.2850,12964.4413,12874.0578,12733.9495,12763.2738,-277.4075,-458.1625,-3.5320,-0.0210,-20264036.9225,78.4850,0.5958 
20080908.0000,733659.0000,12344.1375,12368.5600,12466.3525,12232.3925,1353477216.0000,-186.4622,-126.7060,314.5175,12855.3027,12726.6592,12450.3050,12624.7233,-432.9675,-400.3450,-3.1300,-0.0367,-17480919.2755,79.7825,0.5958 
20080909.0000,733660.0000,12344.1375,12368.5600,12466.3525,12232.3925,1353477216.0000,-186.4622,-126.7060,314.5175,12855.3027,12726.6592,12450.3050,12624.7233,-432.9675,-400.3450,-3.1300,-0.0367,-17480919.2755,79.7825,0.5958 
20080910.0000,733661.0000,12344.1375,12368.5600,12466.3525,12232.3925,1353477216.0000,-186.4622,-126.7060,314.5175,12855.3027,12726.6592,12450.3050,12624.7233,-432.9675,-400.3450,-3.1300,-0.0367,-17480919.2755,79.7825,0.5958 
20080911.0000,733662.0000,12344.1375,12368.5600,12466.3525,12232.3925,1353477216.0000,-186.4622,-126.7060,314.5175,12855.3027,12726.6592,12450.3050,12624.7233,-432.9675,-400.3450,-3.1300,-0.0367,-17480919.2755,79.7825,0.5958 
20080912.0000,733663.0000,11899.9475,11765.8925,11940.9825,11655.1625,1749233536.0000,-284.2118,-151.0784,400.1200,12676.2711,12481.7777,12077.6365,12294.3873,-682.8575,-1091.1725,-8.4734,-0.0717,-44232098.9400,78.6475,0.6217 
20080916.0000,733667.0000,11899.9475,11765.8925,11940.9825,11655.1625,1749233536.0000,-284.2118,-151.0784,400.1200,12676.2711,12481.7777,12077.6365,12294.3873,-682.8575,-1091.1725,-8.4734,-0.0717,-44232098.9400,78.6475,0.6217 
20080917.0000,733668.0000,11899.9475,11765.8925,11940.9825,11655.1625,1749233536.0000,-284.2118,-151.0784,400.1200,12676.2711,12481.7777,12077.6365,12294.3873,-682.8575,-1091.1725,-8.4734,-0.0717,-44232098.9400,78.6475,0.6217 
20080918.0000,733669.0000,11899.9475,11765.8925,11940.9825,11655.1625,1749233536.0000,-284.2118,-151.0784,400.1200,12676.2711,12481.7777,12077.6365,12294.3873,-682.8575,-1091.1725,-8.4734,-0.0717,-44232098.9400,78.6475,0.6217 
20080919.0000,733670.0000,11906.7950,12033.2525,12081.3125,11848.2425,1503299488.0000,-297.9708,-40.1109,316.2075,12480.7047,12281.4245,11841.6285,12022.6425,81.0925,-500.6850,-3.9680,-0.0292,-27986504.7675,76.5825,0.8325 
20080922.0000,733673.0000,11906.7950,12033.2525,12081.3125,11848.2425,1503299488.0000,-297.9708,-40.1109,316.2075,12480.7047,12281.4245,11841.6285,12022.6425,81.0925,-500.6850,-3.9680,-0.0292,-27986504.7675,76.5825,0.8325 
20080924.0000,733675.0000,11906.7950,12033.2525,12081.3125,11848.2425,1503299488.0000,-297.9708,-40.1109,316.2075,12480.7047,12281.4245,11841.6285,12022.6425,81.0925,-500.6850,-3.9680,-0.0292,-27986504.7675,76.5825,0.8325 
20080925.0000,733676.0000,11906.7950,12033.2525,12081.3125,11848.2425,1503299488.0000,-297.9708,-40.1109,316.2075,12480.7047,12281.4245,11841.6285,12022.6425,81.0925,-500.6850,-3.9680,-0.0292,-27986504.7675,76.5825,0.8325 
20080926.0000,733677.0000,11717.9750,11566.2225,11791.9125,11496.2225,1403346976.0000,-293.8929,-97.7279,353.7725,12311.0315,12120.7881,11858.2350,11838.5258,76.9225,-834.4275,-6.7289,-0.0296,-30853906.5175,78.3975,0.7113 
20080929.0000,733680.0000,11717.9750,11566.2225,11791.9125,11496.2225,1403346976.0000,-293.8929,-97.7279,353.7725,12311.0315,12120.7881,11858.2350,11838.5258,76.9225,-834.4275,-6.7289,-0.0296,-30853906.5175,78.3975,0.7113 
20080930.0000,733681.0000,11717.9750,11566.2225,11791.9125,11496.2225,1403346976.0000,-293.8929,-97.7279,353.7725,12311.0315,12120.7881,11858.2350,11838.5258,76.9225,-834.4275,-6.7289,-0.0296,-30853906.5175,78.3975,0.7113 
20081001.0000,733682.0000,11717.9750,11566.2225,11791.9125,11496.2225,1403346976.0000,-293.8929,-97.7279,353.7725,12311.0315,12120.7881,11858.2350,11838.5258,76.9225,-834.4275,-6.7289,-0.0296,-30853906.5175,78.3975,0.7113 
20081002.0000,733683.0000,10905.2600,10680.4725,10938.6900,10593.1300,1816377408.0000,-430.6841,-169.9163,411.4650,12045.8823,11760.1596,11158.4270,11542.1033,-1067.0400,-1632.1350,-13.2749,-0.1018,-78099237.9650,81.0035,0.6646 
20081003.0000,733684.0000,10905.2600,10680.4725,10938.6900,10593.1300,1816377408.0000,-430.6841,-169.9163,411.4650,12045.8823,11760.1596,11158.4270,11542.1033,-1067.0400,-1632.1350,-13.2749,-0.1018,-78099237.9650,81.0035,0.6646 
20081006.0000,733687.0000,10905.2600,10680.4725,10938.6900,10593.1300,1816377408.0000,-430.6841,-169.9163,411.4650,12045.8823,11760.1596,11158.4270,11542.1033,-1067.0400,-1632.1350,-13.2749,-0.1018,-78099237.9650,81.0035,0.6646 
20081007.0000,733688.0000,10905.2600,10680.4725,10938.6900,10593.1300,1816377408.0000,-430.6841,-169.9163,411.4650,12045.8823,11760.1596,11158.4270,11542.1033,-1067.0400,-1632.1350,-13.2749,-0.1018,-78099237.9650,81.0035,0.6646 
20081008.0000,733689.0000,9151.0200,9021.2025,9481.7625,8696.0225,2088951584.0000,-779.9995,-162.5053,889.9700,11539.5964,11011.0727,9768.0045,10567.7475,-2650.1075,-2852.5800,-24.0212,-0.2299,-105597231.7900,81.6303,0.6952 
20081009.0000,733690.0000,9151.0200,9021.2025,9481.7625,8696.0225,2088951584.0000,-779.9995,-162.5053,889.9700,11539.5964,11011.0727,9768.0045,10567.7475,-2650.1075,-2852.5800,-24.0212,-0.2299,-105597231.7900,81.6303,0.6952 
20081010.0000,733691.0000,9151.0200,9021.2025,9481.7625,8696.0225,2088951584.0000,-779.9995,-162.5053,889.9700,11539.5964,11011.0727,9768.0045,10567.7475,-2650.1075,-2852.5800,-24.0212,-0.2299,-105597231.7900,81.6303,0.6952 
20081014.0000,733695.0000,9151.0200,9021.2025,9481.7625,8696.0225,2088951584.0000,-779.9995,-162.5053,889.9700,11539.5964,11011.0727,9768.0045,10567.7475,-2650.1075,-2852.5800,-24.0212,-0.2299,-105597231.7900,81.6303,0.6952 
20081015.0000,733696.0000,9036.5400,8926.3325,9201.0775,8738.7875,1770731072.0000,-909.4885,-79.8006,519.2100,10995.1035,10346.0702,9004.8165,9582.6465,-271.9525,-3149.3525,-26.0771,-0.1868,-94292930.8050,82.4950,0.7127 
20081016.0000,733697.0000,9036.5400,8926.3325,9201.0775,8738.7875,1770731072.0000,-909.4885,-79.8006,519.2100,10995.1035,10346.0702,9004.8165,9582.6465,-271.9525,-3149.3525,-26.0771,-0.1868,-94292930.8050,82.4950,0.7127 
20081017.0000,733698.0000,9036.5400,8926.3325,9201.0775,8738.7875,1770731072.0000,-909.4885,-79.8006,519.2100,10995.1035,10346.0702,9004.8165,9582.6465,-271.9525,-3149.3525,-26.0771,-0.1868,-94292930.8050,82.4950,0.7127 
20081020.0000,733701.0000,9036.5400,8926.3325,9201.0775,8738.7875,1770731072.0000,-909.4885,-79.8006,519.2100,10995.1035,10346.0702,9004.8165,9582.6465,-271.9525,-3149.3525,-26.0771,-0.1868,-94292930.8050,82.4950,0.7127 
20081021.0000,733702.0000,8819.0575,8522.7500,8873.8700,8368.4450,1817041312.0000,-893.2832,-89.1580,614.1175,10459.3978,9828.9625,8819.4150,8939.3110,-409.7300,-1908.6175,-18.1249,-0.0732,-70509928.4550,85.3573,0.7190 
20081022.0000,733703.0000,8819.0575,8522.7500,8873.8700,8368.4450,1817041312.0000,-893.2832,-89.1580,614.1175,10459.3978,9828.9625,8819.4150,8939.3110,-409.7300,-1908.6175,-18.1249,-0.0732,-70509928.4550,85.3573,0.7190 
20081023.0000,733704.0000,8819.0575,8522.7500,8873.8700,8368.4450,1817041312.0000,-893.2832,-89.1580,614.1175,10459.3978,9828.9625,8819.4150,8939.3110,-409.7300,-1908.6175,-18.1249,-0.0732,-70509928.4550,85.3573,0.7190 
20081024.0000,733705.0000,8819.0575,8522.7500,8873.8700,8368.4450,1817041312.0000,-893.2832,-89.1580,614.1175,10459.3978,9828.9625,8819.4150,8939.3110,-409.7300,-1908.6175,-18.1249,-0.0732,-70509928.4550,85.3573,0.7190 
20081027.0000,733708.0000,7680.7325,8006.6200,8187.0350,7536.8500,2303915072.0000,-974.6719,-93.1988,694.5375,9851.2657,9174.5771,7980.2905,8451.2605,-913.4675,-782.8600,-8.7228,-0.1089,-90554152.3900,85.5775,0.7244 
20081028.0000,733709.0000,7680.7325,8006.6200,8187.0350,7536.8500,2303915072.0000,-974.6719,-93.1988,694.5375,9851.2657,9174.5771,7980.2905,8451.2605,-913.4675,-782.8600,-8.7228,-0.1089,-90554152.3900,85.5775,0.7244 
20081029.0000,733710.0000,7680.7325,8006.6200,8187.0350,7536.8500,2303915072.0000,-974.6719,-93.1988,694.5375,9851.2657,9174.5771,7980.2905,8451.2605,-913.4675,-782.8600,-8.7228,-0.1089,-90554152.3900,85.5775,0.7244 
20081030.0000,733711.0000,7680.7325,8006.6200,8187.0350,7536.8500,2303915072.0000,-974.6719,-93.1988,694.5375,9851.2657,9174.5771,7980.2905,8451.2605,-913.4675,-782.8600,-8.7228,-0.1089,-90554152.3900,85.5775,0.7244 
20081031.0000,733712.0000,9064.6725,9027.9900,9264.0350,8824.9400,1888637568.0000,-651.6747,64.4429,534.8150,9361.9956,9058.9499,8637.7410,8394.5415,1163.5650,-110.2925,-0.9934,0.0175 ,-49196094.7325,85.2805,0.5785 
20081104.0000,733716.0000,9064.6725,9027.9900,9264.0350,8824.9400,1888637568.0000,-651.6747,64.4429,534.8150,9361.9956,9058.9499,8637.7410,8394.5415,1163.5650,-110.2925,-0.9934,0.0175 ,-49196094.7325,85.2805,0.5785 
20081105.0000,733717.0000,9064.6725,9027.9900,9264.0350,8824.9400,1888637568.0000,-651.6747,64.4429,534.8150,9361.9956,9058.9499,8637.7410,8394.5415,1163.5650,-110.2925,-0.9934,0.0175 ,-49196094.7325,85.2805,0.5785 
20081106.0000,733718.0000,9064.6725,9027.9900,9264.0350,8824.9400,1888637568.0000,-651.6747,64.4429,534.8150,9361.9956,9058.9499,8637.7410,8394.5415,1163.5650,-110.2925,-0.9934,0.0175 ,-49196094.7325,85.2805,0.5785 
20081107.0000,733719.0000,8786.6700,8792.3100,8953.2950,8564.2100,1672969888.0000,-438.3496,31.4345,442.0775,8970.9315,9009.9459,8942.8430,8653.6380,-32.2700,805.3975,10.7102,0.1276 ,-3839582.9418,86.6075,0.5329 
20081110.0000,733722.0000,8786.6700,8792.3100,8953.2950,8564.2100,1672969888.0000,-438.3496,31.4345,442.0775,8970.9315,9009.9459,8942.8430,8653.6380,-32.2700,805.3975,10.7102,0.1276 ,-3839582.9418,86.6075,0.5329 
20081111.0000,733723.0000,8786.6700,8792.3100,8953.2950,8564.2100,1672969888.0000,-438.3496,31.4345,442.0775,8970.9315,9009.9459,8942.8430,8653.6380,-32.2700,805.3975,10.7102,0.1276 ,-3839582.9418,86.6075,0.5329 
20081112.0000,733724.0000,8786.6700,8792.3100,8953.2950,8564.2100,1672969888.0000,-438.3496,31.4345,442.0775,8970.9315,9009.9459,8942.8430,8653.6380,-32.2700,805.3975,10.7102,0.1276 ,-3839582.9418,86.6075,0.5329 
20081113.0000,733725.0000,8431.2700,8388.0050,8615.6775,8261.8725,1531113632.0000,-390.3194,-35.1511,441.9800,8683.2918,8847.8623,8583.5550,8790.0325,-633.1975,27.8650,0.6567 ,-0.0728,28300639.4425,86.7725,0.5454 
20081114.0000,733726.0000,8431.2700,8388.0050,8615.6775,8261.8725,1531113632.0000,-390.3194,-35.1511,441.9800,8683.2918,8847.8623,8583.5550,8790.0325,-633.1975,27.8650,0.6567 ,-0.0728,28300639.4425,86.7725,0.5454 
20081117.0000,733729.0000,8431.2700,8388.0050,8615.6775,8261.8725,1531113632.0000,-390.3194,-35.1511,441.9800,8683.2918,8847.8623,8583.5550,8790.0325,-633.1975,27.8650,0.6567 ,-0.0728,28300639.4425,86.7725,0.5454 
20081118.0000,733730.0000,8431.2700,8388.0050,8615.6775,8261.8725,1531113632.0000,-390.3194,-35.1511,441.9800,8683.2918,8847.8623,8583.5550,8790.0325,-633.1975,27.8650,0.6567 ,-0.0728,28300639.4425,86.7725,0.5454 
20081119.0000,733731.0000,8021.3825,8052.7450,8217.8475,7812.6550,1596229088.0000,-402.9697,-125.0575,464.7750,8546.7866,8621.9158,8219.6155,8447.1065,-513.7625,-896.2100,-9.7403,-0.0892,15193594.4325,87.0250,0.5754 
20081120.0000,733732.0000,8021.3825,8052.7450,8217.8475,7812.6550,1596229088.0000,-402.9697,-125.0575,464.7750,8546.7866,8621.9158,8219.6155,8447.1065,-513.7625,-896.2100,-9.7403,-0.0892,15193594.4325,87.0250,0.5754 
20081121.0000,733733.0000,8021.3825,8052.7450,8217.8475,7812.6550,1596229088.0000,-402.9697,-125.0575,464.7750,8546.7866,8621.9158,8219.6155,8447.1065,-513.7625,-896.2100,-9.7403,-0.0892,15193594.4325,87.0250,0.5754 
20081125.0000,733737.0000,8021.3825,8052.7450,8217.8475,7812.6550,1596229088.0000,-402.9697,-125.0575,464.7750,8546.7866,8621.9158,8219.6155,8447.1065,-513.7625,-896.2100,-9.7403,-0.0892,15193594.4325,87.0250,0.5754 
20081126.0000,733738.0000,8351.3425,8374.0250,8439.7500,8273.4750,1219320512.0000,-325.5265,-3.9297,201.5950,8439.9993,8501.6854,8205.1100,8255.0662,320.1600,-332.1950,-3.6728,-0.0121,31506477.2868,86.2275,0.6040 
20081127.0000,733739.0000,8351.3425,8374.0250,8439.7500,8273.4750,1219320512.0000,-325.5265,-3.9297,201.5950,8439.9993,8501.6854,8205.1100,8255.0662,320.1600,-332.1950,-3.6728,-0.0121,31506477.2868,86.2275,0.6040 
20081128.0000,733740.0000,8351.3425,8374.0250,8439.7500,8273.4750,1219320512.0000,-325.5265,-3.9297,201.5950,8439.9993,8501.6854,8205.1100,8255.0662,320.1600,-332.1950,-3.6728,-0.0121,31506477.2868,86.2275,0.6040 
20081201.0000,733743.0000,8351.3425,8374.0250,8439.7500,8273.4750,1219320512.0000,-325.5265,-3.9297,201.5950,8439.9993,8501.6854,8205.1100,8255.0662,320.1600,-332.1950,-3.6728,-0.0121,31506477.2868,86.2275,0.6040 
20081202.0000,733744.0000,8059.2200,7927.3850,8113.6800,7878.0000,1361248032.0000,-299.2714,-82.7913,274.9375,8415.3993,8368.7068,8165.9370,8153.5075,-277.9475,-469.2650,-5.5777,-0.0149,20526314.7658,86.6525,0.6146 
20081203.0000,733745.0000,8059.2200,7927.3850,8113.6800,7878.0000,1361248032.0000,-299.2714,-82.7913,274.9375,8415.3993,8368.7068,8165.9370,8153.5075,-277.9475,-469.2650,-5.5777,-0.0149,20526314.7658,86.6525,0.6146 
20081204.0000,733746.0000,8059.2200,7927.3850,8113.6800,7878.0000,1361248032.0000,-299.2714,-82.7913,274.9375,8415.3993,8368.7068,8165.9370,8153.5075,-277.9475,-469.2650,-5.5777,-0.0149,20526314.7658,86.6525,0.6146 
