'Ntime', 'time', 'Close_Price', 'Open_Price', 'High_Price', 'Low_Price', 'Volume', 'MACD', 'CCI', 'ATR', 'BOLL', 'EMA20', 'MA10', 'MTM6', 'MA5', 'MTM12', 'ROC', 'SMI', 'WVAD', 'US_Dollar_Index', 'Federal_Fund_Rate' 
20101028.0000,734439.0000,1184.3725,1184.4825,1189.1550,1177.8150,426104.7500,14.9378,83.9432,12.2050,1161.5422,1167.4979,1179.2180,8.1300 ,1182.1710,19.7975,2.0797 ,0.0084 ,19637908.3875,77.5450,0.1900 
20101029.0000,734440.0000,1189.7925,1187.8075,1193.8625,1182.1925,404968.5000,13.3098,116.4948,12.5400,1168.9528,1173.6305,1183.1405,6.1425 ,1185.5325,11.5900,0.9836 ,0.0105 ,22435877.9425,76.8475,0.2000 
20101101.0000,734443.0000,1189.7925,1187.8075,1193.8625,1182.1925,404968.5000,13.3098,116.4948,12.5400,1168.9528,1173.6305,1183.1405,6.1425 ,1185.5325,11.5900,0.9836 ,0.0105 ,22435877.9425,76.8475,0.2000 
20101102.0000,734444.0000,1189.7925,1187.8075,1193.8625,1182.1925,404968.5000,13.3098,116.4948,12.5400,1168.9528,1173.6305,1183.1405,6.1425 ,1185.5325,11.5900,0.9836 ,0.0105 ,22435877.9425,76.8475,0.2000 
20101103.0000,734445.0000,1189.7925,1187.8075,1193.8625,1182.1925,404968.5000,13.3098,116.4948,12.5400,1168.9528,1173.6305,1183.1405,6.1425 ,1185.5325,11.5900,0.9836 ,0.0105 ,22435877.9425,76.8475,0.2000 
20101104.0000,734446.0000,1220.8900,1216.5925,1224.9350,1211.2800,502955.0000,17.1366,193.7959,14.0700,1179.3275,1186.4826,1195.8633,37.4225,1207.3130,44.0375,3.7458 ,0.0300 ,39546557.4000,76.8025,0.1800 
20101105.0000,734447.0000,1220.8900,1216.5925,1224.9350,1211.2800,502955.0000,17.1366,193.7959,14.0700,1179.3275,1186.4826,1195.8633,37.4225,1207.3130,44.0375,3.7458 ,0.0300 ,39546557.4000,76.8025,0.1800 
20101108.0000,734450.0000,1220.8900,1216.5925,1224.9350,1211.2800,502955.0000,17.1366,193.7959,14.0700,1179.3275,1186.4826,1195.8633,37.4225,1207.3130,44.0375,3.7458 ,0.0300 ,39546557.4000,76.8025,0.1800 
20101109.0000,734451.0000,1220.8900,1216.5925,1224.9350,1211.2800,502955.0000,17.1366,193.7959,14.0700,1179.3275,1186.4826,1195.8633,37.4225,1207.3130,44.0375,3.7458 ,0.0300 ,39546557.4000,76.8025,0.1800 
20101110.0000,734452.0000,1207.3025,1208.9225,1213.0325,1200.0125,405235.2500,16.1047,32.1717,14.5950,1188.7047,1195.3788,1207.8858,-2.3075,1215.3870,22.9300,1.9354 ,0.0174 ,32724984.5900,78.1300,0.1850 
20101111.0000,734453.0000,1207.3025,1208.9225,1213.0325,1200.0125,405235.2500,16.1047,32.1717,14.5950,1188.7047,1195.3788,1207.8858,-2.3075,1215.3870,22.9300,1.9354 ,0.0174 ,32724984.5900,78.1300,0.1850 
20101112.0000,734454.0000,1207.3025,1208.9225,1213.0325,1200.0125,405235.2500,16.1047,32.1717,14.5950,1188.7047,1195.3788,1207.8858,-2.3075,1215.3870,22.9300,1.9354 ,0.0174 ,32724984.5900,78.1300,0.1850 
20101115.0000,734457.0000,1207.3025,1208.9225,1213.0325,1200.0125,405235.2500,16.1047,32.1717,14.5950,1188.7047,1195.3788,1207.8858,-2.3075,1215.3870,22.9300,1.9354 ,0.0174 ,32724984.5900,78.1300,0.1850 
20101116.0000,734458.0000,1188.3375,1188.2475,1194.6525,1180.5025,434595.2500,8.4833 ,-73.0335,16.1800,1192.3135,1193.6496,1205.5828,-28.8875,1193.8330,-1.4550,-0.1239,-0.0235,17814041.6625,78.8300,0.2050 
20101117.0000,734459.0000,1188.3375,1188.2475,1194.6525,1180.5025,434595.2500,8.4833 ,-73.0335,16.1800,1192.3135,1193.6496,1205.5828,-28.8875,1193.8330,-1.4550,-0.1239,-0.0235,17814041.6625,78.8300,0.2050 
20101118.0000,734460.0000,1188.3375,1188.2475,1194.6525,1180.5025,434595.2500,8.4833 ,-73.0335,16.1800,1192.3135,1193.6496,1205.5828,-28.8875,1193.8330,-1.4550,-0.1239,-0.0235,17814041.6625,78.8300,0.2050 
20101119.0000,734461.0000,1188.3375,1188.2475,1194.6525,1180.5025,434595.2500,8.4833 ,-73.0335,16.1800,1192.3135,1193.6496,1205.5828,-28.8875,1193.8330,-1.4550,-0.1239,-0.0235,17814041.6625,78.8300,0.2050 
20101122.0000,734464.0000,1191.5800,1192.1100,1196.0575,1183.0300,320516.0000,5.2366 ,-60.9468,16.3475,1194.9534,1193.4735,1195.3083,-1.4175,1192.2080,-29.3100,-2.5057,-0.0162,19657570.0825,79.6250,0.1975 
20101123.0000,734465.0000,1191.5800,1192.1100,1196.0575,1183.0300,320516.0000,5.2366 ,-60.9468,16.3475,1194.9534,1193.4735,1195.3083,-1.4175,1192.2080,-29.3100,-2.5057,-0.0162,19657570.0825,79.6250,0.1975 
20101124.0000,734466.0000,1191.5800,1192.1100,1196.0575,1183.0300,320516.0000,5.2366 ,-60.9468,16.3475,1194.9534,1193.4735,1195.3083,-1.4175,1192.2080,-29.3100,-2.5057,-0.0162,19657570.0825,79.6250,0.1975 
20101126.0000,734468.0000,1191.5800,1192.1100,1196.0575,1183.0300,320516.0000,5.2366 ,-60.9468,16.3475,1194.9534,1193.4735,1195.3083,-1.4175,1192.2080,-29.3100,-2.5057,-0.0162,19657570.0825,79.6250,0.1975 
20101129.0000,734471.0000,1198.9775,1191.3625,1201.8100,1185.2975,436926.5000,3.3578 ,22.5976,18.3000,1196.8169,1193.1209,1191.6880,4.8150 ,1191.9155,-8.3250,0.1699 ,0.0092 ,19373123.9125,80.7475,0.1975 
20101130.0000,734472.0000,1198.9775,1191.3625,1201.8100,1185.2975,436926.5000,3.3578 ,22.5976,18.3000,1196.8169,1193.1209,1191.6880,4.8150 ,1191.9155,-8.3250,0.1699 ,0.0092 ,19373123.9125,80.7475,0.1975 
20101201.0000,734473.0000,1198.9775,1191.3625,1201.8100,1185.2975,436926.5000,3.3578 ,22.5976,18.3000,1196.8169,1193.1209,1191.6880,4.8150 ,1191.9155,-8.3250,0.1699 ,0.0092 ,19373123.9125,80.7475,0.1975 
20101202.0000,734474.0000,1198.9775,1191.3625,1201.8100,1185.2975,436926.5000,3.3578 ,22.5976,18.3000,1196.8169,1193.1209,1191.6880,4.8150 ,1191.9155,-8.3250,0.1699 ,0.0092 ,19373123.9125,80.7475,0.1975 
20101203.0000,734475.0000,1224.9650,1224.0175,1228.8375,1220.0600,471034.2600,8.3800 ,150.9062,8.8100 ,1202.1821,1201.8233,1202.9055,35.9500,1214.8585,36.6275,2.6663 ,0.0251 ,30226881.6950,79.6950,0.1750 
20101206.0000,734478.0000,1224.9650,1224.0175,1228.8375,1220.0600,471034.2600,8.3800 ,150.9062,8.8100 ,1202.1821,1201.8233,1202.9055,35.9500,1214.8585,36.6275,2.6663 ,0.0251 ,30226881.6950,79.6950,0.1750 
20101207.0000,734479.0000,1224.9650,1224.0175,1228.8375,1220.0600,471034.2600,8.3800 ,150.9062,8.8100 ,1202.1821,1201.8233,1202.9055,35.9500,1214.8585,36.6275,2.6663 ,0.0251 ,30226881.6950,79.6950,0.1750 
20101208.0000,734480.0000,1224.9650,1224.0175,1228.8375,1220.0600,471034.2600,8.3800 ,150.9062,8.8100 ,1202.1821,1201.8233,1202.9055,35.9500,1214.8585,36.6275,2.6663 ,0.0251 ,30226881.6950,79.6950,0.1750 
20101209.0000,734481.0000,1238.8625,1237.0875,1242.1075,1234.4850,439085.2500,12.3596,104.0949,7.6225 ,1207.8706,1212.3368,1219.8030,20.0050,1231.5515,47.2825,3.9595 ,0.0387 ,17398503.2075,79.7300,0.1700 
20101210.0000,734482.0000,1238.8625,1237.0875,1242.1075,1234.4850,439085.2500,12.3596,104.0949,7.6225 ,1207.8706,1212.3368,1219.8030,20.0050,1231.5515,47.2825,3.9595 ,0.0387 ,17398503.2075,79.7300,0.1700 
20101213.0000,734485.0000,1238.8625,1237.0875,1242.1075,1234.4850,439085.2500,12.3596,104.0949,7.6225 ,1207.8706,1212.3368,1219.8030,20.0050,1231.5515,47.2825,3.9595 ,0.0387 ,17398503.2075,79.7300,0.1700 
20101214.0000,734486.0000,1238.8625,1237.0875,1242.1075,1234.4850,439085.2500,12.3596,104.0949,7.6225 ,1207.8706,1212.3368,1219.8030,20.0050,1231.5515,47.2825,3.9595 ,0.0387 ,17398503.2075,79.7300,0.1700 
20101215.0000,734487.0000,1242.2725,1241.8275,1246.0025,1237.0600,433119.2500,13.7528,83.5244,8.9425 ,1211.2238,1221.7190,1234.3665,10.9150,1240.2985,43.2950,3.6261 ,0.0153 ,17525799.3425,80.2975,0.2025 
20101216.0000,734488.0000,1242.2725,1241.8275,1246.0025,1237.0600,433119.2500,13.7528,83.5244,8.9425 ,1211.2238,1221.7190,1234.3665,10.9150,1240.2985,43.2950,3.6261 ,0.0153 ,17525799.3425,80.2975,0.2025 
20101217.0000,734489.0000,1242.2725,1241.8275,1246.0025,1237.0600,433119.2500,13.7528,83.5244,8.9425 ,1211.2238,1221.7190,1234.3665,10.9150,1240.2985,43.2950,3.6261 ,0.0153 ,17525799.3425,80.2975,0.2025 
20101220.0000,734492.0000,1242.2725,1241.8275,1246.0025,1237.0600,433119.2500,13.7528,83.5244,8.9425 ,1211.2238,1221.7190,1234.3665,10.9150,1240.2985,43.2950,3.6261 ,0.0153 ,17525799.3425,80.2975,0.2025 
20101221.0000,734493.0000,1256.9375,1254.1400,1258.0575,1252.4750,231818.7500,15.2931,131.4735,6.3175 ,1219.1192,1231.9650,1244.6510,16.6400,1250.3510,31.9725,2.5124 ,0.0170 ,36434419.9875,80.5250,0.1925 
20101222.0000,734494.0000,1256.9375,1254.1400,1258.0575,1252.4750,231818.7500,15.2931,131.4735,6.3175 ,1219.1192,1231.9650,1244.6510,16.6400,1250.3510,31.9725,2.5124 ,0.0170 ,36434419.9875,80.5250,0.1925 
20101223.0000,734495.0000,1256.9375,1254.1400,1258.0575,1252.4750,231818.7500,15.2931,131.4735,6.3175 ,1219.1192,1231.9650,1244.6510,16.6400,1250.3510,31.9725,2.5124 ,0.0170 ,36434419.9875,80.5250,0.1925 
20101227.0000,734499.0000,1256.9375,1254.1400,1258.0575,1252.4750,231818.7500,15.2931,131.4735,6.3175 ,1219.1192,1231.9650,1244.6510,16.6400,1250.3510,31.9725,2.5124 ,0.0170 ,36434419.9875,80.5250,0.1925 
20101228.0000,734500.0000,1258.4525,1258.5200,1260.7325,1256.3775,211583.0000,15.0187,86.5072,4.4225 ,1229.4963,1240.6397,1252.5600,4.1300 ,1257.9765,19.5900,1.5359 ,0.0139 ,34392298.8575,79.6550,0.1700 
20101229.0000,734501.0000,1258.4525,1258.5200,1260.7325,1256.3775,211583.0000,15.0187,86.5072,4.4225 ,1229.4963,1240.6397,1252.5600,4.1300 ,1257.9765,19.5900,1.5359 ,0.0139 ,34392298.8575,79.6550,0.1700 
20101230.0000,734502.0000,1258.4525,1258.5200,1260.7325,1256.3775,211583.0000,15.0187,86.5072,4.4225 ,1229.4963,1240.6397,1252.5600,4.1300 ,1257.9765,19.5900,1.5359 ,0.0139 ,34392298.8575,79.6550,0.1700 
20101231.0000,734503.0000,1258.4525,1258.5200,1260.7325,1256.3775,211583.0000,15.0187,86.5072,4.4225 ,1229.4963,1240.6397,1252.5600,4.1300 ,1257.9765,19.5900,1.5359 ,0.0139 ,34392298.8575,79.6550,0.1700 
20110103.0000,734506.0000,1273.1200,1268.9100,1276.5225,1264.0175,467302.7500,15.2286,143.9606,12.5050,1241.2102,1249.5268,1261.2583,15.7225,1265.3660,30.8475,2.4841 ,0.0148 ,37166029.3450,79.9175,0.1800 
20110104.0000,734507.0000,1273.1200,1268.9100,1276.5225,1264.0175,467302.7500,15.2286,143.9606,12.5050,1241.2102,1249.5268,1261.2583,15.7225,1265.3660,30.8475,2.4841 ,0.0148 ,37166029.3450,79.9175,0.1800 
20110105.0000,734508.0000,1273.1200,1268.9100,1276.5225,1264.0175,467302.7500,15.2286,143.9606,12.5050,1241.2102,1249.5268,1261.2583,15.7225,1265.3660,30.8475,2.4841 ,0.0148 ,37166029.3450,79.9175,0.1800 
20110106.0000,734509.0000,1273.1200,1268.9100,1276.5225,1264.0175,467302.7500,15.2286,143.9606,12.5050,1241.2102,1249.5268,1261.2583,15.7225,1265.3660,30.8475,2.4841 ,0.0148 ,37166029.3450,79.9175,0.1800 
20110107.0000,734510.0000,1275.4225,1273.3700,1278.1175,1267.2875,431931.2500,14.5694,96.2749,11.1225,1251.8550,1257.4446,1267.9018,14.0475,1273.3760,18.4850,1.4864 ,0.0133 ,25459572.0700,80.7175,0.1675 
20110110.0000,734513.0000,1275.4225,1273.3700,1278.1175,1267.2875,431931.2500,14.5694,96.2749,11.1225,1251.8550,1257.4446,1267.9018,14.0475,1273.3760,18.4850,1.4864 ,0.0133 ,25459572.0700,80.7175,0.1675 
20110111.0000,734514.0000,1275.4225,1273.3700,1278.1175,1267.2875,431931.2500,14.5694,96.2749,11.1225,1251.8550,1257.4446,1267.9018,14.0475,1273.3760,18.4850,1.4864 ,0.0133 ,25459572.0700,80.7175,0.1675 
20110112.0000,734515.0000,1275.4225,1273.3700,1278.1175,1267.2875,431931.2500,14.5694,96.2749,11.1225,1251.8550,1257.4446,1267.9018,14.0475,1273.3760,18.4850,1.4864 ,0.0133 ,25459572.0700,80.7175,0.1675 
20110113.0000,734516.0000,1288.4850,1289.1050,1292.6500,1282.6975,475028.2500,15.2671,136.9119,10.0575,1260.8623,1266.7452,1277.6775,14.8250,1283.2500,30.0325,2.4320 ,0.0151 ,27970943.0600,78.9400,0.1725 
20110114.0000,734517.0000,1288.4850,1289.1050,1292.6500,1282.6975,475028.2500,15.2671,136.9119,10.0575,1260.8623,1266.7452,1277.6775,14.8250,1283.2500,30.0325,2.4320 ,0.0151 ,27970943.0600,78.9400,0.1725 
20110118.0000,734521.0000,1288.4850,1289.1050,1292.6500,1282.6975,475028.2500,15.2671,136.9119,10.0575,1260.8623,1266.7452,1277.6775,14.8250,1283.2500,30.0325,2.4320 ,0.0151 ,27970943.0600,78.9400,0.1725 
20110119.0000,734522.0000,1288.4850,1289.1050,1292.6500,1282.6975,475028.2500,15.2671,136.9119,10.0575,1260.8623,1266.7452,1277.6775,14.8250,1283.2500,30.0325,2.4320 ,0.0151 ,27970943.0600,78.9400,0.1725 
20110120.0000,734523.0000,1286.4075,1283.9850,1289.4375,1279.2175,459212.2500,13.4580,57.7113,10.6725,1268.1466,1273.0182,1283.1893,-2.6425,1286.3465,13.2875,1.0514 ,0.0109 ,30325117.3075,78.2275,0.1750 
20110121.0000,734524.0000,1286.4075,1283.9850,1289.4375,1279.2175,459212.2500,13.4580,57.7113,10.6725,1268.1466,1273.0182,1283.1893,-2.6425,1286.3465,13.2875,1.0514 ,0.0109 ,30325117.3075,78.2275,0.1750 
20110124.0000,734527.0000,1286.4075,1283.9850,1289.4375,1279.2175,459212.2500,13.4580,57.7113,10.6725,1268.1466,1273.0182,1283.1893,-2.6425,1286.3465,13.2875,1.0514 ,0.0109 ,30325117.3075,78.2275,0.1750 
20110125.0000,734528.0000,1286.4075,1283.9850,1289.4375,1279.2175,459212.2500,13.4580,57.7113,10.6725,1268.1466,1273.0182,1283.1893,-2.6425,1286.3465,13.2875,1.0514 ,0.0109 ,30325117.3075,78.2275,0.1750 
20110126.0000,734529.0000,1289.6575,1291.4025,1297.7175,1284.4950,470649.0000,12.2516,52.3818,13.4600,1275.2325,1279.0572,1288.6855,4.5200 ,1290.4070,14.2350,0.8798 ,0.0001 ,28302976.1650,77.8300,0.1700 
20110127.0000,734530.0000,1289.6575,1291.4025,1297.7175,1284.4950,470649.0000,12.2516,52.3818,13.4600,1275.2325,1279.0572,1288.6855,4.5200 ,1290.4070,14.2350,0.8798 ,0.0001 ,28302976.1650,77.8300,0.1700 
20110128.0000,734531.0000,1289.6575,1291.4025,1297.7175,1284.4950,470649.0000,12.2516,52.3818,13.4600,1275.2325,1279.0572,1288.6855,4.5200 ,1290.4070,14.2350,0.8798 ,0.0001 ,28302976.1650,77.8300,0.1700 
20110131.0000,734534.0000,1289.6575,1291.4025,1297.7175,1284.4950,470649.0000,12.2516,52.3818,13.4600,1275.2325,1279.0572,1288.6855,4.5200 ,1290.4070,14.2350,0.8798 ,0.0001 ,28302976.1650,77.8300,0.1700 
20110201.0000,734535.0000,1307.3975,1301.2075,1309.0175,1297.0650,438992.5000,12.2704,140.1166,12.7075,1281.6633,1285.7337,1293.0653,16.5575,1296.8365,18.9125,1.0947 ,0.0178 ,36767017.1850,77.4650,0.1750 
20110202.0000,734536.0000,1307.3975,1301.2075,1309.0175,1297.0650,438992.5000,12.2704,140.1166,12.7075,1281.6633,1285.7337,1293.0653,16.5575,1296.8365,18.9125,1.0947 ,0.0178 ,36767017.1850,77.4650,0.1750 
20110203.0000,734537.0000,1307.3975,1301.2075,1309.0175,1297.0650,438992.5000,12.2704,140.1166,12.7075,1281.6633,1285.7337,1293.0653,16.5575,1296.8365,18.9125,1.0947 ,0.0178 ,36767017.1850,77.4650,0.1750 
20110204.0000,734538.0000,1307.3975,1301.2075,1309.0175,1297.0650,438992.5000,12.2704,140.1166,12.7075,1281.6633,1285.7337,1293.0653,16.5575,1296.8365,18.9125,1.0947 ,0.0178 ,36767017.1850,77.4650,0.1750 
20110207.0000,734541.0000,1321.5925,1317.8050,1323.7600,1313.6275,397266.2500,14.6236,132.5629,10.3850,1290.2412,1296.0445,1304.1200,29.2200,1314.6985,35.1850,2.1572 ,0.0232 ,40218617.5050,77.9575,0.1575 
20110208.0000,734542.0000,1321.5925,1317.8050,1323.7600,1313.6275,397266.2500,14.6236,132.5629,10.3850,1290.2412,1296.0445,1304.1200,29.2200,1314.6985,35.1850,2.1572 ,0.0232 ,40218617.5050,77.9575,0.1575 
20110209.0000,734543.0000,1321.5925,1317.8050,1323.7600,1313.6275,397266.2500,14.6236,132.5629,10.3850,1290.2412,1296.0445,1304.1200,29.2200,1314.6985,35.1850,2.1572 ,0.0232 ,40218617.5050,77.9575,0.1575 
20110210.0000,734544.0000,1321.5925,1317.8050,1323.7600,1313.6275,397266.2500,14.6236,132.5629,10.3850,1290.2412,1296.0445,1304.1200,29.2200,1314.6985,35.1850,2.1572 ,0.0232 ,40218617.5050,77.9575,0.1575 
20110211.0000,734545.0000,1331.4500,1326.8325,1332.9475,1324.2750,341991.2500,15.9888,109.4633,9.5200 ,1298.7538,1306.4758,1318.4163,39.0525,1326.2105,41.7925,3.6885 ,0.0227 ,51274631.8575,78.4550,0.1525 
20110214.0000,734548.0000,1331.4500,1326.8325,1332.9475,1324.2750,341991.2500,15.9888,109.4633,9.5200 ,1298.7538,1306.4758,1318.4163,39.0525,1326.2105,41.7925,3.6885 ,0.0227 ,51274631.8575,78.4550,0.1525 
20110215.0000,734549.0000,1331.4500,1326.8325,1332.9475,1324.2750,341991.2500,15.9888,109.4633,9.5200 ,1298.7538,1306.4758,1318.4163,39.0525,1326.2105,41.7925,3.6885 ,0.0227 ,51274631.8575,78.4550,0.1525 
20110216.0000,734550.0000,1331.4500,1326.8325,1332.9475,1324.2750,341991.2500,15.9888,109.4633,9.5200 ,1298.7538,1306.4758,1318.4163,39.0525,1326.2105,41.7925,3.6885 ,0.0227 ,51274631.8575,78.4550,0.1525 
20110217.0000,734551.0000,1326.5700,1332.2750,1335.5975,1320.2500,164650.5000,15.3081,34.7382,16.3725,1307.2507,1315.0797,1328.1478,0.8000 ,1332.6065,19.1725,3.0273 ,0.0057 ,48634560.8725,77.6975,0.1500 
20110218.0000,734552.0000,1326.5700,1332.2750,1335.5975,1320.2500,164650.5000,15.3081,34.7382,16.3725,1307.2507,1315.0797,1328.1478,0.8000 ,1332.6065,19.1725,3.0273 ,0.0057 ,48634560.8725,77.6975,0.1500 
20110222.0000,734556.0000,1326.5700,1332.2750,1335.5975,1320.2500,164650.5000,15.3081,34.7382,16.3725,1307.2507,1315.0797,1328.1478,0.8000 ,1332.6065,19.1725,3.0273 ,0.0057 ,48634560.8725,77.6975,0.1500 
20110223.0000,734557.0000,1326.5700,1332.2750,1335.5975,1320.2500,164650.5000,15.3081,34.7382,16.3725,1307.2507,1315.0797,1328.1478,0.8000 ,1332.6065,19.1725,3.0273 ,0.0057 ,48634560.8725,77.6975,0.1500 
20110224.0000,734558.0000,1314.8825,1316.1700,1323.2475,1307.0725,187305.0000,9.2387 ,-63.9656,16.6525,1311.4621,1315.0480,1325.1095,-25.8100,1317.3590,-6.7100,-0.3755,-0.0098,46270418.9775,77.0675,0.1525 
20110225.0000,734559.0000,1314.8825,1316.1700,1323.2475,1307.0725,187305.0000,9.2387 ,-63.9656,16.6525,1311.4621,1315.0480,1325.1095,-25.8100,1317.3590,-6.7100,-0.3755,-0.0098,46270418.9775,77.0675,0.1525 
20110228.0000,734562.0000,1314.8825,1316.1700,1323.2475,1307.0725,187305.0000,9.2387 ,-63.9656,16.6525,1311.4621,1315.0480,1325.1095,-25.8100,1317.3590,-6.7100,-0.3755,-0.0098,46270418.9775,77.0675,0.1525 
20110301.0000,734563.0000,1314.8825,1316.1700,1323.2475,1307.0725,187305.0000,9.2387 ,-63.9656,16.6525,1311.4621,1315.0480,1325.1095,-25.8100,1317.3590,-6.7100,-0.3755,-0.0098,46270418.9775,77.0675,0.1525 
20110302.0000,734564.0000,1317.6725,1317.8225,1326.3075,1307.8825,338848.5000,6.2656 ,-37.0846,19.4075,1315.7912,1315.7207,1318.8698,5.4675 ,1316.5970,-13.7775,-1.2413,-0.0121,40432736.1925,76.4925,0.1500 
20110303.0000,734565.0000,1317.6725,1317.8225,1326.3075,1307.8825,338848.5000,6.2656 ,-37.0846,19.4075,1315.7912,1315.7207,1318.8698,5.4675 ,1316.5970,-13.7775,-1.2413,-0.0121,40432736.1925,76.4925,0.1500 
20110304.0000,734566.0000,1317.6725,1317.8225,1326.3075,1307.8825,338848.5000,6.2656 ,-37.0846,19.4075,1315.7912,1315.7207,1318.8698,5.4675 ,1316.5970,-13.7775,-1.2413,-0.0121,40432736.1925,76.4925,0.1500 
20110307.0000,734569.0000,1317.6725,1317.8225,1326.3075,1307.8825,338848.5000,6.2656 ,-37.0846,19.4075,1315.7912,1315.7207,1318.8698,5.4675 ,1316.5970,-13.7775,-1.2413,-0.0121,40432736.1925,76.4925,0.1500 
20110308.0000,734570.0000,1310.3075,1310.0300,1318.2550,1301.3325,417609.0000,3.6432 ,-72.4537,17.9975,1319.4403,1315.4379,1315.9510,-7.9325,1315.8095,-16.2625,-1.2684,-0.0036,28074033.0075,76.8600,0.1375 
20110309.0000,734571.0000,1310.3075,1310.0300,1318.2550,1301.3325,417609.0000,3.6432 ,-72.4537,17.9975,1319.4403,1315.4379,1315.9510,-7.9325,1315.8095,-16.2625,-1.2684,-0.0036,28074033.0075,76.8600,0.1375 
20110310.0000,734572.0000,1310.3075,1310.0300,1318.2550,1301.3325,417609.0000,3.6432 ,-72.4537,17.9975,1319.4403,1315.4379,1315.9510,-7.9325,1315.8095,-16.2625,-1.2684,-0.0036,28074033.0075,76.8600,0.1375 
20110311.0000,734573.0000,1310.3075,1310.0300,1318.2550,1301.3325,417609.0000,3.6432 ,-72.4537,17.9975,1319.4403,1315.4379,1315.9510,-7.9325,1315.8095,-16.2625,-1.2684,-0.0036,28074033.0075,76.8600,0.1375 
20110314.0000,734576.0000,1277.2150,1282.6800,1287.3600,1264.5375,480493.0000,-3.8684,-175.7888,27.0000,1316.6005,1306.7129,1305.6203,-41.0650,1294.1480,-37.6675,-2.8548,-0.0299,9877140.0543,76.2200,0.1400 
20110315.0000,734577.0000,1277.2150,1282.6800,1287.3600,1264.5375,480493.0000,-3.8684,-175.7888,27.0000,1316.6005,1306.7129,1305.6203,-41.0650,1294.1480,-37.6675,-2.8548,-0.0299,9877140.0543,76.2200,0.1400 
20110316.0000,734578.0000,1277.2150,1282.6800,1287.3600,1264.5375,480493.0000,-3.8684,-175.7888,27.0000,1316.6005,1306.7129,1305.6203,-41.0650,1294.1480,-37.6675,-2.8548,-0.0299,9877140.0543,76.2200,0.1400 
20110317.0000,734579.0000,1277.2150,1282.6800,1287.3600,1264.5375,480493.0000,-3.8684,-175.7888,27.0000,1316.6005,1306.7129,1305.6203,-41.0650,1294.1480,-37.6675,-2.8548,-0.0299,9877140.0543,76.2200,0.1400 
20110318.0000,734580.0000,1292.2225,1287.2100,1297.3300,1283.6450,408203.2500,-6.9207,-30.6596,14.9125,1310.3638,1298.8743,1291.0963,-2.1900,1281.1335,-25.4500,-1.9292,-0.0148,4743246.7765,75.5950,0.1425 
20110321.0000,734583.0000,1292.2225,1287.2100,1297.3300,1283.6450,408203.2500,-6.9207,-30.6596,14.9125,1310.3638,1298.8743,1291.0963,-2.1900,1281.1335,-25.4500,-1.9292,-0.0148,4743246.7765,75.5950,0.1425 
20110322.0000,734584.0000,1292.2225,1287.2100,1297.3300,1283.6450,408203.2500,-6.9207,-30.6596,14.9125,1310.3638,1298.8743,1291.0963,-2.1900,1281.1335,-25.4500,-1.9292,-0.0148,4743246.7765,75.5950,0.1425 
20110323.0000,734585.0000,1292.2225,1287.2100,1297.3300,1283.6450,408203.2500,-6.9207,-30.6596,14.9125,1310.3638,1298.8743,1291.0963,-2.1900,1281.1335,-25.4500,-1.9292,-0.0148,4743246.7765,75.5950,0.1425 
20110324.0000,734586.0000,1313.2725,1309.3075,1317.4275,1305.8350,378630.7500,-1.9059,91.5248,11.7650,1306.2907,1301.4581,1291.5123,36.2275,1303.3645,2.9650 ,0.2339 ,0.0216 ,5086056.2008,76.0550,0.1300 
20110325.0000,734587.0000,1313.2725,1309.3075,1317.4275,1305.8350,378630.7500,-1.9059,91.5248,11.7650,1306.2907,1301.4581,1291.5123,36.2275,1303.3645,2.9650 ,0.2339 ,0.0216 ,5086056.2008,76.0550,0.1300 
20110328.0000,734590.0000,1313.2725,1309.3075,1317.4275,1305.8350,378630.7500,-1.9059,91.5248,11.7650,1306.2907,1301.4581,1291.5123,36.2275,1303.3645,2.9650 ,0.2339 ,0.0216 ,5086056.2008,76.0550,0.1300 
20110329.0000,734591.0000,1313.2725,1309.3075,1317.4275,1305.8350,378630.7500,-1.9059,91.5248,11.7650,1306.2907,1301.4581,1291.5123,36.2275,1303.3645,2.9650 ,0.2339 ,0.0216 ,5086056.2008,76.0550,0.1300 
20110330.0000,734592.0000,1329.8425,1328.0925,1334.0250,1326.2275,395583.0000,4.1931 ,119.5124,9.1750 ,1306.4683,1308.9973,1309.8270,27.1850,1321.6905,52.6275,4.4857 ,0.0328 ,11491670.7630,75.9525,0.1075 
20110331.0000,734593.0000,1329.8425,1328.0925,1334.0250,1326.2275,395583.0000,4.1931 ,119.5124,9.1750 ,1306.4683,1308.9973,1309.8270,27.1850,1321.6905,52.6275,4.4857 ,0.0328 ,11491670.7630,75.9525,0.1075 
20110401.0000,734594.0000,1329.8425,1328.0925,1334.0250,1326.2275,395583.0000,4.1931 ,119.5124,9.1750 ,1306.4683,1308.9973,1309.8270,27.1850,1321.6905,52.6275,4.4857 ,0.0328 ,11491670.7630,75.9525,0.1075 
20110404.0000,734597.0000,1329.8425,1328.0925,1334.0250,1326.2275,395583.0000,4.1931 ,119.5124,9.1750 ,1306.4683,1308.9973,1309.8270,27.1850,1321.6905,52.6275,4.4857 ,0.0328 ,11491670.7630,75.9525,0.1075 
