'Ntime', 'time', 'Close_Price', 'Open_Price', 'High_Price', 'Low_Price', 'Volume', 'MACD', 'CCI', 'ATR', 'BOLL', 'EMA20', 'MA10', 'MTM6', 'MA5', 'MTM12', 'ROC', 'SMI', 'WVAD', 'US_Dollar_Index', 'Federal_Fund_Rate' 
20080912.0000,733663.0000,1239.3250,1242.6000,1254.4075,1222.8650,676664.5000,-9.3680,-108.5853,31.5425,1274.4075,1264.0332,1260.2528,-28.7300,1244.5345,-37.7425,-3.0223,-0.0349,-1384546.8818,79.6325,2.0450 
20080915.0000,733666.0000,1192.2975,1201.6625,1221.8100,1162.8400,931347.5200,-17.7814,-149.5662,59.9775,1263.6026,1246.7838,1233.4623,-50.5625,1218.6700,-93.3900,-7.3606,-0.0521,-12240903.3555,78.5350,2.3950 
20080916.0000,733667.0000,1192.2975,1201.6625,1221.8100,1162.8400,931347.5200,-17.7814,-149.5662,59.9775,1263.6026,1246.7838,1233.4623,-50.5625,1218.6700,-93.3900,-7.3606,-0.0521,-12240903.3555,78.5350,2.3950 
20080917.0000,733668.0000,1192.2975,1201.6625,1221.8100,1162.8400,931347.5200,-17.7814,-149.5662,59.9775,1263.6026,1246.7838,1233.4623,-50.5625,1218.6700,-93.3900,-7.3606,-0.0521,-12240903.3555,78.5350,2.3950 
20080918.0000,733669.0000,1192.2975,1201.6625,1221.8100,1162.8400,931347.5200,-17.7814,-149.5662,59.9775,1263.6026,1246.7838,1233.4623,-50.5625,1218.6700,-93.3900,-7.3606,-0.0521,-12240903.3555,78.5350,2.3950 
20080919.0000,733670.0000,1209.0650,1216.2200,1234.7625,1196.3925,618134.7400,-18.6301,-39.6903,40.0200,1250.8811,1234.4840,1217.4148,-27.5300,1205.9495,-46.4125,-3.8898,-0.0276,2297226.8678,76.5100,1.4100 
20080922.0000,733673.0000,1209.0650,1216.2200,1234.7625,1196.3925,618134.7400,-18.6301,-39.6903,40.0200,1250.8811,1234.4840,1217.4148,-27.5300,1205.9495,-46.4125,-3.8898,-0.0276,2297226.8678,76.5100,1.4100 
20080923.0000,733674.0000,1209.0650,1216.2200,1234.7625,1196.3925,618134.7400,-18.6301,-39.6903,40.0200,1250.8811,1234.4840,1217.4148,-27.5300,1205.9495,-46.4125,-3.8898,-0.0276,2297226.8678,76.5100,1.4100 
20080924.0000,733675.0000,1209.0650,1216.2200,1234.7625,1196.3925,618134.7400,-18.6301,-39.6903,40.0200,1250.8811,1234.4840,1217.4148,-27.5300,1205.9495,-46.4125,-3.8898,-0.0276,2297226.8678,76.5100,1.4100 
20080925.0000,733676.0000,1173.7350,1178.7975,1203.2250,1148.8950,587599.7500,-22.2308,-99.4559,57.6625,1236.7741,1218.5208,1198.2350,-20.2450,1191.6145,-65.5900,-4.9893,-0.0243,-7045331.1012,77.7275,1.4750 
20080926.0000,733677.0000,1173.7350,1178.7975,1203.2250,1148.8950,587599.7500,-22.2308,-99.4559,57.6625,1236.7741,1218.5208,1198.2350,-20.2450,1191.6145,-65.5900,-4.9893,-0.0243,-7045331.1012,77.7275,1.4750 
20080929.0000,733680.0000,1173.7350,1178.7975,1203.2250,1148.8950,587599.7500,-22.2308,-99.4559,57.6625,1236.7741,1218.5208,1198.2350,-20.2450,1191.6145,-65.5900,-4.9893,-0.0243,-7045331.1012,77.7275,1.4750 
20080930.0000,733681.0000,1173.7350,1178.7975,1203.2250,1148.8950,587599.7500,-22.2308,-99.4559,57.6625,1236.7741,1218.5208,1198.2350,-20.2450,1191.6145,-65.5900,-4.9893,-0.0243,-7045331.1012,77.7275,1.4750 
20081001.0000,733682.0000,1107.8650,1134.3825,1144.7625,1089.5775,668497.7500,-32.9057,-146.1314,55.7075,1214.8013,1190.4441,1171.4123,-110.7875,1143.1120,-84.4325,-9.6577,-0.0874,-29633471.2325,80.6175,1.2200 
20081002.0000,733683.0000,1107.8650,1134.3825,1144.7625,1089.5775,668497.7500,-32.9057,-146.1314,55.7075,1214.8013,1190.4441,1171.4123,-110.7875,1143.1120,-84.4325,-9.6577,-0.0874,-29633471.2325,80.6175,1.2200 
20081003.0000,733684.0000,1107.8650,1134.3825,1144.7625,1089.5775,668497.7500,-32.9057,-146.1314,55.7075,1214.8013,1190.4441,1171.4123,-110.7875,1143.1120,-84.4325,-9.6577,-0.0874,-29633471.2325,80.6175,1.2200 
20081006.0000,733687.0000,1107.8650,1134.3825,1144.7625,1089.5775,668497.7500,-32.9057,-146.1314,55.7075,1214.8013,1190.4441,1171.4123,-110.7875,1143.1120,-84.4325,-9.6577,-0.0874,-29633471.2325,80.6175,1.2200 
20081007.0000,733688.0000,947.5775,984.3100,1008.8950,929.0475,851519.2400,-62.8907,-173.8879,79.8475,1173.0176,1128.8802,1092.9725,-250.0125,1028.6835,-261.4875,-22.2036,-0.1956,-53168145.8675,81.5488,1.8500 
20081008.0000,733689.0000,947.5775,984.3100,1008.8950,929.0475,851519.2400,-62.8907,-173.8879,79.8475,1173.0176,1128.8802,1092.9725,-250.0125,1028.6835,-261.4875,-22.2036,-0.1956,-53168145.8675,81.5488,1.8500 
20081009.0000,733690.0000,947.5775,984.3100,1008.8950,929.0475,851519.2400,-62.8907,-173.8879,79.8475,1173.0176,1128.8802,1092.9725,-250.0125,1028.6835,-261.4875,-22.2036,-0.1956,-53168145.8675,81.5488,1.8500 
20081010.0000,733691.0000,947.5775,984.3100,1008.8950,929.0475,851519.2400,-62.8907,-173.8879,79.8475,1173.0176,1128.8802,1092.9725,-250.0125,1028.6835,-261.4875,-22.2036,-0.1956,-53168145.8675,81.5488,1.8500 
20081013.0000,733694.0000,963.9075,956.7125,998.3875,913.6600,748804.7500,-75.3422,-78.4506,88.9625,1127.6357,1071.5322,1009.6645,-98.8600,953.1145,-209.8275,-20.6152,-0.1511,-52431061.4050,81.9875,0.9400 
20081014.0000,733695.0000,963.9075,956.7125,998.3875,913.6600,748804.7500,-75.3422,-78.4506,88.9625,1127.6357,1071.5322,1009.6645,-98.8600,953.1145,-209.8275,-20.6152,-0.1511,-52431061.4050,81.9875,0.9400 
20081015.0000,733696.0000,963.9075,956.7125,998.3875,913.6600,748804.7500,-75.3422,-78.4506,88.9625,1127.6357,1071.5322,1009.6645,-98.8600,953.1145,-209.8275,-20.6152,-0.1511,-52431061.4050,81.9875,0.9400 
20081016.0000,733697.0000,963.9075,956.7125,998.3875,913.6600,748804.7500,-75.3422,-78.4506,88.9625,1127.6357,1071.5322,1009.6645,-98.8600,953.1145,-209.8275,-20.6152,-0.1511,-52431061.4050,81.9875,0.9400 
